SMILES,C1SP3,MDEC-33,khs.ssGeH2,khs.sssssP,khs.dsssP,khs.ddssS,MDEC-34,khs.aasC,SPC-4,VPC-4,khs.ssSe,SPC-5,VPC-5,khs.sssPbH,SPC-6,khs.ssSiH2,khs.ssBe,MDEN-11,VPC-6,MDEN-12,MDEO-22,WPOL,SP-0,MDEN-13,khs.sssSiH,ATSc1,Kier1,SP-1,khs.tCH,khs.sGeH3,ATSc2,khs.ssssGe,khs.dssC,Kier2,khs.ssPH,VAdjMat,ATSc3,SC-3,khs.aaNH,khs.sssAs,Kier3,SP-2,khs.sSeH,khs.ssNH2,MDEC-11,ATSc4,SC-4,khs.ssssPb,khs.sSH,SP-3,khs.sssGeH,MDEC-12,ATSc5,SC-5,SP-4,khs.sssB,MDEC-13,SC-6,khs.ssCH2,SP-5,khs.ssBH,MDEC-14,topoShape,SP-6,khs.sF,khs.sssssAs,VCH-3,khs.dO,SP-7,khs.aaCH,khs.aasN,VCH-4,MDEC-44,khs.ssssB,khs.dNH,khs.ddsN,VCH-5,khs.dssSe,khs.ssssC,fragC,VCH-6,khs.ssssBe,VCH-7,ECCEN,khs.dS,C3SP2,khs.sBr,khs.sI,TopoPSA,khs.dsCH,C3SP3,PetitjeanNumber,SCH-3,MDEN-22,khs.dsN,khs.ssNH,khs.ssssSi,SCH-4,MDEN-23,C4SP3,khs.sPbH3,khs.sssdAs,WPATH,SCH-5,C2SP1,SCH-6,C2SP2,SCH-7,khs.sSnH3,khs.aaN,khs.sssNH,MDEC-22,C2SP3,khs.aaO,khs.dssS,MDEC-23,khs.sCl,khs.sssN,khs.ssssSn,khs.dCH2,geomShape,MDEC-24,khs.ssO,ATSm1,khs.sssP,ATSm2,Zagreb,ATSp1,khs.aaaC,khs.sssCH,khs.ssssN,khs.sLi,VP-0,khs.aaS,ATSm3,MDEO-11,ATSp2,khs.ssPbH2,khs.sNH2,VP-1,ATSm4,khs.aaSe,VC-3,MDEO-12,ATSp3,khs.ssS,khs.sNH3,VP-2,khs.sAsH2,ATSm5,VC-4,TPSA,ATSp4,VP-3,khs.ssSnH2,VC-5,ATSp5,VP-4,khs.sPH2,khs.sCH3,khs.ddssSe,VC-6,MDEN-33,VP-5,khs.sOH,khs.tsC,khs.ssAsH,khs.sSiH3,VP-6,C1SP1,khs.sssSnH,VP-7,C1SP2,khs.tN,khs.ddC,khs.dSe
NCCN1CCNCC1, 6.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.433012694120407 0.433012694120407, 0.335410207509995 0.335410207509995, 0.0, 0.654647946357727 0.654647946357727, 0.413523942232132 0.413523942232132, 0.0, 0.637136876583099 0.637136876583099, 0.0, 0.0, 0.0, 0.328457921743393 0.328457921743393, 0.16666667163372, 0.0, 8.0, 6.52709770202637, 0.333333343267441, 0.0, 0.19924034178257, 7.11111116409302, 4.43185186386108, 0.0, 0.0, -0.104994580149651, 0.0, 0.0, 3.92000007629395, 0.0, 4.16992521286011, -0.105872131884098, 0.20412415266037, 0.0, 0.0, 2.38016533851624, 3.29271101951599, 0.0, 0.0, 0.0, 0.154904410243034, 0.0, 0.0, 0.0, 2.42166829109192, 0.0, 0.0, -0.0168253853917122, 0.0, 1.88406312465668, 0.0, 0.0, 0.0, 6.0, 1.30929589271545, 0.0, 0.0, 1.0, 0.492799282073975, 0.0, 0.0, 0.0, 0.0, 0.246399641036987, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 504.029998779297, 0.0559016987681389, 0.0, 0.0395284704864025, 81.0, 0.0, 0.0, 0.0, 0.0, 41.2900009155273, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.333333343267441, 0.0, 0.0, 0.0, 94.0, 0.0, 0.0, 0.102062076330185, 0.0, 0.0721687823534012, 0.0, 0.0, 0.0, 6.67872285842896, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, , 0.0, 0.0, 10.079963684082, 0.0, 9.99711132049561, 38.0, 435.182708740234, 0.0, 0.0, 0.0, 0.0, 5.76720476150513, 0.0, 10.9971113204956, 0.0, 454.316772460938, 0.0, 1.0, 3.56403827667236, 8.7199764251709, 0.0, 0.15811388194561, 0.0, 511.097747802734, 0.0, 0.0, 2.38031601905823, 0.0, 5.4985556602478, 0.0, , 393.428100585938, 1.65494298934937, 0.0, 0.0, 209.217834472656, 1.11732602119446, 0.0, 0.0, 0.0, 0.0, 0.0, 0.688116431236267, 0.0, 0.0, 0.0, 0.0, 0.22266361117363, 0.0, 0.0, 0.101545244455338, 0.0, 0.0, 0.0, 0.0
Nc1ccc(C(=O)Oc2ccccc2)c(O)c1, 0.0, 4.13085174560547, , , , , 0.0, 4.0, 2.21582221984863 2.21582221984863, 0.558330416679382 0.558330416679382, , 3.52377390861511 3.52377390861511, 0.63447767496109 0.63447767496109, , 4.234046459198 4.234046459198, , 0.0, 0.0, 0.625299274921417 0.625299274921417, 0.0, 0.0, 23.0, 12.2507123947144, 0.0, , 0.374904334545135, 13.4320983886719, 8.16470336914062, 0.0, , -0.165715828537941, , 1.0, 6.25, , 5.08746290206909, 0.0600268132984638, 1.10028660297394, 0.0, , 3.72889423370361, 7.27638483047485, , 0.0, 0.0, -0.177839636802673, 0.0, , , 5.65861988067627, , 0.0, 0.135377869009972, 0.19245009124279, 4.65758228302002, 0.0, 0.0, 0.0, 0.0, 3.21585988998413, 0.0, 0.0, 1.0, 2.0134756565094, , , 0.0, , 0.991127252578735, 8.0, , 0.0, 0.0, 0.0, 0.0, , 0.0, , 0.0, 569.039978027344, 0.0561312772333622, 0.0, 0.0497698783874512, 272.0, , 0.0, , , 72.5500030517578, 0.0, 1.0, 0.5, 0.0, 0.0, 0.0, 0.0, , 0.0, 0.0, 0.0, , , 546.0, 0.0, 0.0, 0.170103460550308, 0.0, 0.24753525853157, , 0.0, 0.0, 8.131911277771, 11.0, , , 12.2879676818848, , , , 0.0, , 0.0, , 19.6833953857422, , 19.4945526123047, 84.0, 899.480651855469, 0.0, 0.0, , 0.0, 8.95986270904541, , 27.0993919372559, 0.25, 1013.64093017578, , 1.0, 5.02337169647217, 26.6532897949219, , 0.342651605606079, 0.70710676908493, 1318.89196777344, , 0.0, 3.47915863990784, , 23.9253253936768, 0.0, , 1218.22229003906, 2.19545602798462, , 0.0306620299816132, 934.036437988281, 1.37183475494385, , 0.0, , 0.0, 0.0, 0.831392526626587, , 0.0, , , 0.344313681125641, 0.0, , 0.145296826958656, 1.0, 0.0, 0.0, 
COCN(C(=O)CCl)c1c(CC)cccc1CC, 3.0, 3.30192732810974, , , , , 0.0, 3.0, 2.43504238128662 2.43504238128662, 1.07702970504761 1.07702970504761, , 4.17402601242065 4.17402601242065, 1.65428960323334 1.65428960323334, , 6.2009449005127 6.2009449005127, , 0.0, 0.0, 2.10011291503906 2.10011291503906, 0.0, 0.0, 28.0, 13.5436058044434, 0.0, , 0.439872741699219, 16.0555553436279, 8.68860054016113, 0.0, , -0.283845722675323, , 1.0, 8.22684288024902, , 5.16992521286011, 0.101935885846615, 0.816229462623596, 0.0, , 3.99583768844604, 6.6829719543457, , 0.0, 0.451168537139893, -0.0707943215966225, 0.0, , , 5.77849531173706, , 5.12322807312012, 0.0213385242968798, 0.252697080373764, 4.55618572235107, 0.0, 3.27953839302063, 0.0, 4.0, 3.67804598808289, 0.0, 0.0, 0.75, 2.2061812877655, , , 0.0, , 1.09092390537262, 3.0, , 0.0, 0.0, 0.0, 0.0, , 0.0, , 0.0, 1138.0400390625, 0.0240562614053488, 0.0, 0.0447789765894413, 199.0, , 0.0, , , 29.5400009155273, 0.0, 2.0, 0.428571432828903, 0.0, 0.0, 0.0, 0.0, , 0.0, 0.0, 0.0, , , 569.0, 0.0, 0.0, 0.0680413842201233, 0.0, 0.135508760809898, , 0.0, 0.0, 6.41050004959106, 6.0, , , 11.7720756530762, , 1.0, , 0.0, , 0.0, , 27.6216793060303, , 21.446569442749, 82.0, 1180.94067382812, 0.0, 0.0, , 0.0, 11.9580812454224, , 26.8893165588379, 0.0, 1337.33093261719, , 0.0, 6.6851634979248, 35.5335540771484, , 0.403632521629333, 0.25, 1782.46008300781, , 0.0, 4.27240991592407, , 36.8369598388672, 0.0, , 2004.66821289062, 3.13706588745117, , 0.0882295519113541, 1867.35388183594, 2.1685688495636, , 3.0, , 0.0, 0.0, 1.4793416261673, , 0.0, , , 0.801738023757935, 0.0, , 0.354189842939377, 1.0, 0.0, 0.0, 
CCCBr, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 0.0, 0.0 0.0, 0.0, 0.0 0.0, 0.0 0.0, 0.0, 0.0 0.0, 0.0, 0.0, 0.0, 0.0 0.0, 0.0, 0.0, 1.0, 3.41421365737915, 0.0, 0.0, 0.0292397048324347, 4.0, 1.91421353816986, 0.0, 0.0, -0.0119639169424772, 0.0, 0.0, 3.0, 0.0, 3.0, -0.00245509226806462, 0.0, 0.0, 0.0, 4.0, 1.0, 0.0, 0.0, 0.0, -0.00020084239076823, 0.0, 0.0, 0.0, 0.5, 0.0, 1.41421353816986, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 88.0100021362305, 0.0, 0.0, 0.0, 14.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.333333343267441, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 10.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, , 0.0, 0.0, 47.2580909729004, 0.0, 8.65267562866211, 10.0, 167.500930786133, 0.0, 0.0, 0.0, 0.0, 4.37817478179932, 0.0, 7.65267562866211, 0.0, 132.469711303711, 0.0, 0.0, 2.59583687782288, 6.65267562866211, 0.0, 0.0, 0.0, 80.8474044799805, 0.0, 0.0, 1.48198056221008, 0.0, 0.0, 0.0, , 32.1213531494141, 0.981980502605438, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
OCCN(CC)CC, 6.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.55258584022522 0.55258584022522, 0.428031176328659 0.428031176328659, 0.0, 0.637136876583099 0.637136876583099, 0.431720674037933 0.431720674037933, 0.0, 0.288675129413605 0.288675129413605, 0.0, 0.0, 0.0, 0.100000001490116 0.100000001490116, 0.0, 0.0, 7.0, 6.40577745437622, 0.0, 0.0, 0.183996796607971, 8.0, 3.84606528282166, 0.0, 0.0, -0.0877182856202126, 0.0, 0.0, 5.14285707473755, 0.0, 4.0, -0.0672216787934303, 0.20412415266037, 0.0, 0.0, 3.67346930503845, 2.4711971282959, 0.0, 0.0, 0.25, 0.094958208501339, 0.0, 0.0, 0.0, 1.85162401199341, 0.0, 3.26598644256592, -0.0236931145191193, 0.0, 1.10517168045044, 0.0, 0.0, 0.0, 4.0, 0.40824830532074, 0.0, 0.0, 0.666666686534882, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 428.019989013672, 0.0, 0.0, 0.0, 54.0, 0.0, 0.0, 0.0, 0.0, 23.4699993133545, 0.0, 0.0, 0.400000005960464, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 72.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.94168281555176, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, , 0.0, 0.0, 9.13445663452148, 0.0, 7.83064794540405, 28.0, 318.789672851562, 0.0, 0.0, 0.0, 0.0, 5.72285413742065, 0.0, 7.83064794540405, 0.0, 307.36474609375, 0.0, 0.0, 3.17912459373474, 7.55346584320068, 0.0, 0.15811388194561, 0.0, 307.840240478516, 0.0, 0.0, 1.7504894733429, 0.0, 5.66418409347534, 0.0, , 264.061218261719, 1.31065499782562, 0.0, 0.0, 148.105316162109, 0.68125593662262, 0.0, 2.0, 0.0, 0.0, 0.0, 0.141421362757683, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
CCC(=O)C, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.40824830532074 0.40824830532074, 0.144337564706802 0.144337564706802, 0.0, 0.0 0.0, 0.0 0.0, 0.0, 0.0 0.0, 0.0, 0.0, 0.0, 0.0 0.0, 0.0, 0.0, 2.0, 4.28445720672607, 0.0, 0.0, 0.121051333844662, 5.0, 2.27005553245544, 0.0, 0.0, -0.0234593264758587, 0.0, 1.0, 2.25, 0.0, 3.32192802429199, -0.0351546294987202, 0.40824830532074, 0.0, 0.0, 4.0, 1.80209517478943, 0.0, 0.0, 0.333333343267441, -0.00191171187907457, 0.0, 0.0, 0.0, 0.816496610641479, 0.0, 1.41421353816986, 0.0, 0.0, 0.0, 0.0, 1.41421353816986, 0.0, 1.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 124.01000213623, 0.0, 0.0, 0.0, 19.0, 0.0, 0.0, 0.0, 0.0, 17.0699996948242, 0.0, 0.0, 0.333333343267441, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 18.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, , 0.0, 0.0, 5.77446889877319, 0.0, 4.33209180831909, 16.0, 131.30891418457, 0.0, 0.0, 0.0, 0.0, 3.61535501480103, 0.0, 4.66418409347534, 0.0, 113.569328308105, 0.0, 0.0, 1.76478433609009, 2.33209204673767, 0.0, 0.144337564706802, 0.0, 99.0038299560547, 0.0, 0.0, 1.05556845664978, 0.0, 0.0, 0.0, , 42.9347267150879, 0.497890949249268, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
CC(=NO)CC, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.577350258827209 0.577350258827209, 0.228824555873871 0.228824555873871, 0.0, 0.288675129413605 0.288675129413605, 0.0707106813788414 0.0707106813788414, 0.0, 0.0 0.0, 0.0, 0.0, 0.0, 0.0 0.0, 0.0, 0.0, 4.0, 4.99156379699707, 0.0, 0.0, 0.0238622296601534, 6.0, 2.80806040763855, 0.0, 0.0, 0.00603731954470277, 0.0, 1.0, 3.20000004768372, 0.0, 3.58496260643005, -0.0113967172801495, 0.288675129413605, 0.0, 0.0, 3.0, 1.92166829109192, 0.0, 0.0, 0.333333343267441, -0.00616778479889035, 0.0, 0.0, 0.0, 1.39384686946869, 0.0, 1.41421353816986, -0.000403932470362633, 0.0, 0.288675129413605, 0.0, 1.41421353816986, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 166.020004272461, 0.0, 0.0, 0.0, 29.0, 0.0, 0.0, 0.0, 0.0, 32.5900001525879, 0.0, 0.0, 0.5, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 31.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, , 0.0, 0.0, 7.13445711135864, 0.0, 5.719651222229, 20.0, 184.655426025391, 0.0, 0.0, 0.0, 0.0, 4.10153388977051, 0.0, 5.66446256637573, 0.0, 168.299468994141, 0.0, 0.0, 1.98426699638367, 4.8303689956665, 0.0, 0.15811388194561, 0.0, 157.388046264648, 0.0, 0.0, 1.18882751464844, 0.0, 1.33209192752838, 0.0, , 99.636474609375, 0.682377934455872, 0.0, 0.0, 19.2929401397705, 0.0707106813788414, 0.0, 2.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
O=C(c1ccccc1)c1ccccc1, 0.0, 2.38110160827637, , , , , 0.0, 2.0, 1.54151904582977 1.54151904582977, 0.461675941944122 0.461675941944122, , 2.28553605079651 2.28553605079651, 0.573766946792603 0.573766946792603, , 2.983478307724 2.983478307724, , 0.0, 0.0, 0.606190621852875 0.606190621852875, 0.0, 0.0, 18.0, 9.80311870574951, 0.0, , 0.11795587092638, 10.5155553817749, 6.87700986862183, 0.0, , -0.0253583323210478, , 1.0, 5.18559551239014, , 4.80735492706299, -0.0264648534357548, 0.52578341960907, 0.0, , 2.75, 5.65529680252075, , 0.0, 0.0, -0.00696021039038897, 0.0, , , 4.78679990768433, , 0.0, -0.00021113152615726, 0.19245009124279, 3.70480060577393, 0.0, 0.0, 0.0, 0.0, 2.8459792137146, 0.0, 0.0, 1.0, 1.33883595466614, , , 0.0, , 0.916116058826447, 10.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, , 0.0, 443.010009765625, 0.0641500279307365, 0.0, 0.0320750139653683, 183.0, , 0.0, , , 17.0699996948242, 0.0, 2.0, 0.5, 0.0, 0.0, 0.0, 0.0, , 0.0, 0.0, 0.0, , , 307.0, 0.0, 0.0, 0.20412415266037, 1.0, 0.117851130664349, , 0.0, 0.0, 13.9952611923218, 10.0, , , 11.7705345153809, , 0.0, , 0.0, , 0.0, , 14.7744693756104, , 15.3320922851562, 68.0, 802.380126953125, 0.0, 0.0, , 0.0, 7.68175077438354, , 19.6641845703125, 0.0, 900.847961425781, , 0.0, 4.52549123764038, 19.3283672332764, , 0.217697709798813, 0.0, 1142.41369628906, , 0.0, 3.06117486953735, , 15.3283681869507, 0.0, , 1041.45471191406, 2.07195544242859, , 0.0340206921100616, 766.976013183594, 1.34572184085846, , 0.0, , 0.0, 0.0, 0.863253831863403, , 0.0, , , 0.331733167171478, 0.0, , 0.186564221978188, 0.0, 0.0, 0.0, 
CCOP(=O)(OCC)Cc1ccccc1, 5.0, 0.0, , , , , 0.0, 1.0, 1.73858118057251 1.73858118057251, 0.62212473154068 0.62212473154068, , 3.12052822113037 3.12052822113037, 0.967409491539001 0.967409491539001, , 3.08974194526672 3.08974194526672, , 0.0, 0.0, 0.849719226360321 0.849719226360321, 0.0, 0.5, 18.0, 11.1484184265137, 0.0, , 0.403521358966827, 13.0666666030884, 7.19961881637573, 0.0, , -0.311561793088913, , 0.0, 6.55401659011841, , 4.90689039230347, 0.217725947499275, 1.13090085983276, , , 4.57142877578735, 6.01882028579712, , 0.0, 0.16666667163372, -0.116869740188122, 0.176776692271233, , , 4.21332597732544, , 3.33267259597778, -0.00474136089906096, 0.0, 3.62441825866699, 0.0, 0.400000005960464, 0.0, 3.0, 2.19643259048462, 0.0, 0.0, 1.0, 1.21266067028046, , , 0.0, , 0.667030155658722, 5.0, , 0.0, 0.0, 0.0, 0.0, , 0.0, , 0.0, 814.039978027344, 0.0320750139653683, 0.0, 0.0226804614067078, 185.0, , 0.0, , , 45.3400001525879, 0.0, 1.0, 0.5, 0.0, 0.0, , , , 0.0, 0.0, 0.0, , , 384.0, 0.0, 0.0, 0.102062076330185, 0.0, 0.0721687823534012, , , , 9.24752616882324, 5.0, , , 4.14645862579346, , , , 0.0, , 0.0, , 22.9738216400146, , 24.5487785339355, 68.0, 601.544189453125, 0.0, 0.0, , 0.0, 9.40397262573242, , 27.720386505127, 0.0, 648.765014648438, , 0.0, 5.55237483978271, 26.6400032043457, , 0.400807023048401, 1.0, 797.454528808594, , 0.0, 3.60454678535461, , 24.4785995483398, 0.0322910100221634, , 741.289367675781, 2.38531851768494, , 0.0, 650.064086914062, 1.75509476661682, , 2.0, , 0.0, 0.0, 0.963147819042206, , 0.0, , , 0.515406727790833, 0.0, , 0.23909005522728, 0.0, , 0.0, 
CCCc1ccc(O)cc1, 1.0, 0.333333343267441, , , , , 0.0, 2.0, 0.841260969638824 0.841260969638824, 0.305482387542725 0.305482387542725, , 0.997230291366577 0.997230291366577, 0.354761809110641 0.354761809110641, , 1.22434425354004 1.22434425354004, , 0.0, 0.0, 0.333453446626663 0.333453446626663, 0.0, 0.0, 10.0, 7.39734125137329, 0.0, , 0.0754449218511581, 8.10000038146973, 4.8256983757019, 0.0, , -0.0237379856407642, , 0.0, 4.0, , 4.32192802429199, -0.0129380654543638, 0.492799282073975, , , 2.65088748931885, 3.91457271575928, , 0.0, 0.0, -0.00100556772667915, 0.0, , , 2.83235192298889, , 1.96925938129425, -4.02387195208576e-05, 0.0, 2.026038646698, 0.0, 0.471404522657394, 0.0, 2.0, 1.59341299533844, 0.0, 0.0, 0.75, 0.735702276229858, , , 0.0, , 0.367851138114929, 4.0, , 0.0, 0.0, 0.0, 0.0, , 0.0, , 0.0, 394.010009765625, 0.0277777779847383, 0.0, 0.0320644564926624, 102.0, , 0.0, , , 20.2299995422363, 0.0, 1.0, 0.428571432828903, 0.0, 0.0, , 0.0, , 0.0, 0.0, 0.0, , , 127.0, 0.0, 0.0, 0.0833333358168602, 0.0, 0.142258897423744, , , , 6.67872285842896, 7.0, , , 7.00378656387329, , , , 0.0, , 0.0, , 10.7744693756104, , 10.3320922851562, 44.0, 485.912841796875, 0.0, 0.0, , 0.0, 6.17082834243774, , 12.6641836166382, 0.0, 515.63671875, , 0.0, 3.6056342124939, 10.6641836166382, , 0.192386731505394, 0.0, 607.897399902344, , 0.0, 2.41644716262817, , 6.33209180831909, 0.0, , 488.235931396484, 1.47501540184021, , 0.0, 267.409027099609, 0.951289713382721, , 1.0, , 0.0, 0.0, 0.580445826053619, , 0.0, , , 0.232842564582825, 0.0, , 0.113158099353313, 0.0, , 0.0, 
O=Cc1ccc(Cl)cc1, 0.0, 0.333333343267441, , , , , 0.0, 2.0, 0.901047587394714 0.901047587394714, 0.368612706661224 0.368612706661224, , 0.937443673610687 0.937443673610687, 0.305094510316849 0.305094510316849, , 1.06903564929962 1.06903564929962, , 0.0, 0.0, 0.338806807994843 0.338806807994843, 0.0, 0.0, 9.0, 6.69023466110229, 0.0, , 0.170918583869934, 7.11111116409302, 4.3256983757019, 0.0, , -0.0573137700557709, , 0.0, 3.23966932296753, , 4.16992521286011, -0.016632117331028, 0.492799282073975, 0.0, , 2.0, 3.53414583206177, , 0.0, 0.0, 0.00878390669822693, 0.0, , , 2.7127788066864, , 0.0, -0.00139407301321626, 0.0, 1.73736357688904, 0.0, 0.0, 0.0, 0.0, 1.37377345561981, 0.0, 0.0, 1.0, 0.686886727809906, , , 0.0, , 0.117851130664349, 4.0, , 0.0, 0.0, 0.0, 0.0, , 0.0, , 0.0, 124.019996643066, 0.0277777779847383, 0.0, 0.0475345477461815, 77.0, , 0.0, , , 17.0699996948242, 1.0, 1.0, 0.5, 0.0, 0.0, , 0.0, , 0.0, 0.0, 0.0, , , 90.0, 0.0, 0.0, 0.0833333358168602, 0.0, 0.142258897423744, , , , 4.88359355926514, 5.0, , , 6.59753942489624, , , , 0.0, , 0.0, , 17.4872226715088, , 11.2838296890259, 40.0, 442.905914306641, 0.0, 0.0, , 0.0, 5.42889308929443, , 15.2355670928955, 0.0, 476.026092529297, , 0.0, 2.91269135475159, 13.5676584243774, , 0.285207271575928, 0.0, 565.161804199219, , 0.0, 2.10583806037903, , 6.61592149734497, 0.0, , 414.021270751953, 1.25806415081024, , 0.0, 154.834548950195, 0.66733592748642, , 0.0, , 0.0, 0.0, 0.479723811149597, , 0.0, , , 0.162293091416359, 0.0, , 0.0130945695564151, 1.0, , 0.0, 
COC(C)(C)C, 3.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.06066012382507 1.06066012382507, 0.61237245798111 0.61237245798111, 0.0, 0.353553384542465 0.353553384542465, 0.20412415266037 0.20412415266037, 0.0, 0.0 0.0, 0.0, 0.0, 0.0, 0.0 0.0, 0.0, 0.0, 3.0, 5.207106590271, 0.0, 0.0, 0.168171614408493, 6.0, 2.56066012382507, 0.0, 0.0, -0.0867317318916321, 0.0, 0.0, 1.63265311717987, 0.0, 3.58496260643005, -0.0128095149993896, 1.56066012382507, 0.0, 0.0, 5.33333349227905, 2.91421365737915, 0.0, 0.0, 2.44948983192444, 0.0154554387554526, 0.353553384542465, 0.0, 0.0, 1.06066012382507, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.36358571052551, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 259.010009765625, 0.0, 0.0, 0.0, 24.0, 0.0, 0.0, 0.0, 0.0, 9.22999954223633, 0.0, 1.0, 0.333333343267441, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 28.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, , 0.0, 1.0, 6.77446889877319, 0.0, 5.66418409347534, 24.0, 208.438781738281, 0.0, 0.0, 0.0, 0.0, 4.90824842453003, 0.0, 7.99627590179443, 0.0, 198.32487487793, 0.0, 0.0, 2.11237239837646, 3.0, 0.0, 1.11237239837646, 0.0, 230.946090698242, 0.0, 0.0, 2.31649661064148, 0.0, 0.0, 0.20412415266037, , 79.263427734375, 0.61237245798111, 0.0, 0.0, 0.0, 0.0, 0.0, 4.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
