SMILES,VP-2,VC-4,MDEO-22,MDEC-44,VP-3,VC-5,C1SP1,VP-4,VC-6,C1SP2,khs.ssNH,ATSc1,C1SP3,VP-5,khs.dNH,ATSc2,VP-6,ATSc3,Zagreb,MDEN-22,SPC-4,khs.ddsN,VP-7,ATSc4,MDEN-23,SPC-5,khs.sBr,ATSc5,SPC-6,khs.sssN,khs.tN,ECCEN,VPC-4,khs.dsN,MDEC-22,VPC-5,geomShape,MDEC-23,VCH-3,Kier1,khs.dsCH,khs.aaN,VPC-6,MDEC-24,VCH-4,C4SP3,khs.sNH2,Kier2,khs.aaO,VCH-5,Kier3,khs.aaaC,VCH-6,khs.ssO,khs.sCl,TPSA,VCH-7,khs.sCH3,SCH-3,khs.aaS,khs.ssssC,SCH-4,SCH-5,khs.ssS,SCH-6,MDEN-33,SP-0,SP-1,khs.sOH,SC-3,C3SP2,SC-4,SP-2,ATSm1,SC-5,MDEO-11,MDEC-33,khs.dO,SP-3,khs.sF,ATSm2,MDEO-12,MDEC-34,SP-4,ATSm3,khs.aasC,SP-5,ATSm4,SP-6,ATSm5,SP-7,khs.sssCH,PetitjeanNumber,fragC,MDEN-11,ATSp5,MDEN-12,MDEN-13,khs.aaNH,MDEC-11,khs.ssCH2,MDEC-12,C2SP1,TopoPSA,topoShape,MDEC-13,C2SP2,VAdjMat,VP-0,MDEC-14,khs.ddssS,khs.dssC,khs.aaCH,khs.aasN,VP-1
InChI%3D1S%2FC6H13NO3S%2Fc8-11%289%2C10%297-6-4-2-1-3-5-6%2Fh6-7H%2C1-5H2%2C%28H%2C8%2C9%2C10%29,3.59427690505981,74.7799987792969,0,0,2.2754909992218,1.76478433609009,10,1.80025029182434,0.353553384542465,706.84814453125,1,0,495.44091796875,1.25003123283386,0,0.439539194107056,0.450892895460129,0.0323152802884579,0,1.5,1.00310969352722,0,0.246660634875298,0,0,1.82685959339142,0,0,2.03098368644714,0,0,0,0.462400943040848,0,0.102062076330185,0.758583724498749,0,0.0510310381650925,103,9.09090900421143,0,0,0.779020667076111,0,0,0,0,3.59999990463257,0,0,3.78698229789734,0,0,0,0,0,0.102062076330185,0,0,0,0,0,6,0,0,0,8.31999111175537,5.07829809188843,1,0,643.481872558594,0,5.26882028579712,19.8111476898193,1,6.08364343643188,0,2,2.62579250335693,0,20.9488468170166,3.04182171821594,0,2.25728917121887,20.9859600067139,0,1.57320654392242,14.6682167053223,0.679412364959717,14.4983072280884,0.378354996442795,1,0.5,466.049987792969,0,160,0,0,0,0.0721687823534012,5,0,660.000671386719,0,0,0,907.137756347656,4.45943164825439,6.74370431900024,0,1,0,0,0,4.63450241088867
InChI%3D1S%2FC7H3Cl5O%2Fc1-13-7-5%2811%293%289%292%288%294%2810%296%287%2912%2Fh1H3,3.99298191070557,9.22999954223633,0,0,3.61572241783142,1.09833323955536,23,2.03931617736816,0,1252.58203125,0,0,1010.91735839844,1.01965808868408,0,0.759714424610138,0.462954044342041,0,0.601579308509827,0,3.48826050758362,0,0.136512726545334,0.379292339086533,0,5.19171476364136,0,0,7.23896408081055,0,0,0,2.32791471481323,0,0.015625,3.11297369003296,0,0.0949643030762672,117,11.0769233703613,0,0,3.9619312286377,0,0,0,0,4.02216053009033,0,0,1.77514791488647,0,0,1,5,0,0.0370370373129845,1,0,0,0,0,6,0,0,0,10.1712083816528,6.00210618972778,0,0,1777.88549804688,0,5.36768674850464,52.3382377624512,0.5,0,0,0,5.13947534561157,0,23.4228706359863,0,1.78549027442932,3.43868207931519,39.1815567016602,6,1.98532402515411,79.8965454101562,1.01792728900909,66.7092361450195,0.34362655878067,0,0.333333343267441,100.059997558594,9.12546539306641,220,0,0,0,0.211374327540398,0,0,1081.01147460938,0,0,0,1754.67395019531,4.70043992996216,10.0777149200439,0,0,0,0,0,4.947105884552
InChI%3D1S%2FC8H6N4O4S%2Fc13-4-9-11-8-10-5%283-17-8%296-1-2-7%2816-6%2912%2814%2915%2Fh1-4H%2C%28H%2C9%2C13%29%28H%2C10%2C11%29,3.64736795425415,144.710006713867,0,0,2.49326467514038,1.03745746612549,20,1.73439431190491,0,1084.03588867188,1,0,1042.0419921875,0.934232831001282,0,0.35037836432457,0.554020643234253,0,0.25,0.481411129236221,2.32489705085754,1,0.299924612045288,0.0239986199885607,0.721124768257141,3.03617382049561,0,0,3.48097133636475,0,0,0,0.644113481044769,1,0.111281804740429,0.842595636844635,0,0.113859154284,292,13.4320983886719,1,1,0.737662374973297,0,0,0,0,6.25,1,0,3.48444437980652,0,0.235702261328697,0,0,0,0.287457466125488,0,0,1,0,2,4,0,0,0,12.2507123947144,8.20270824432373,1,0.458566069602966,1123.6640625,0,7.15861511230469,27.6655807495117,0.833333313465118,1.55034387111664,0,2,5.67093706130981,0,24.6336917877197,6.06319618225098,0,4.38314771652222,34.6294898986816,4,3.01582217216492,28.6263103485107,2.28707909584045,28.0518188476562,1.37520980834961,0,0.454545468091965,304.089996337891,2.52506470680237,578,0,0,0,0.474854648113251,0,0,940.749633789062,1.65096366405487,0,0,1453.76782226562,5.08746290206909,9.04774475097656,0.113077633082867,0,0,3,0,5.20305967330933
InChI%3D1S%2FC6H12N2O%2Fc9-7-8-5-3-1-2-4-6-8%2Fh1-6H2,2.44952630996704,32.6699981689453,0,0,1.69792556762695,0.20412415266037,11,1.13564145565033,0,410.619842529297,0,0,118.212493896484,0.757076680660248,0,0.100000001490116,0.502847373485565,0,0,0,0.492799282073975,0,0.0788675099611282,0,0,0.594861328601837,0,0,0.492799282073975,1,0,0,0.182246178388596,1,0,0.207735031843185,0,0,70,7.11111116409302,0,0,0.182246178388596,0,0,0,0,3.92000007629395,0,0,2.38016533851624,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,6.52709770202637,4.43185186386108,0,1,475.236450195312,0,3.26583743095398,10.4944448471069,0.666666686534882,8.25481796264648,0,1,2.55209517478943,0,10.2458248138428,0,0,1.77216470241547,11.218207359314,0,1.23017168045044,12.3289251327515,0.853643178939819,4.99655437469482,0.246399641036987,0,0.400000005960464,369.029998779297,0,88,0,0,0,0,6,0,392.864410400391,0,0,0,453.736053466797,4.16992521286011,5.54531621932983,0,0,0,0,0,3.51502966880798
InChI%3D1S%2FC5H4O2%2Fc6-4-5-2-1-3-7-5%2Fh1-4H,1.13327074050903,30.2099990844727,0,0,0.659336924552917,0.20412415266037,4,0.358319312334061,0,229.107192993164,0,0,39.8707580566406,0.084078885614872,0,0.0680413842201233,0.0185185186564922,0,0,0,0.492799282073975,0,0,0,0.333333343267441,0.594861328601837,0,0,0.20412415266037,0,0,0,0.106345199048519,0,0.0226804614067078,0.100116394460201,0,0.00925925932824612,44,5.14285707473755,1,0,0.0185185186564922,0,0,1,0,2.34375,1,0,1.1851851940155,0,0.144337564706802,0,0,0,0.102062076330185,0,0,0,0,1,3,0,0,0,5.11288404464722,3.4318516254425,0,0,100.654312133789,0,2.55873084068298,8.54893779754639,1,3.30192732810974,0,1,2.05209517478943,0,7.99627590179443,2.82842707633972,0,1.41861128807068,9.32836818695068,1,0.492799282073975,5.10656118392944,0.20412415266037,2.66418385505676,0,0,0.5,79.0199966430664,0,43,0,0,0,0.102062076330185,0,0,216.849029541016,0,0,0,260.798461914062,3.80735492706299,3.62589764595032,0.039283711463213,0,0,3,0,1.91954565048218
InChI%3D1S%2FC6H8N2%2Fc7-8-6-4-2-1-3-5-6%2Fh1-5%2C8H%2C7H2,1.51036298274994,38.0499992370605,0,0,0.940455734729767,0.20412415266037,7,0.534377872943878,0,374.542022705078,1,0,107.514770507812,0.303561210632324,0,0.0833333358168602,0.0641500279307365,0,0,0,0.492799282073975,0,0.0185185186564922,0,0,0.594861328601837,0,0,0.492799282073975,0,0,0,0.144337564706802,0,0.0320750139653683,0.138888895511627,1,0.0160375069826841,60,6.125,0,0,0.0962250456213951,0,0,0,1,3.11111116409302,0,0,1.79999995231628,0,0,0,0,0,0.102062076330185,0,0,0,0,0,6,0,0,0,5.81999111175537,3.9318516254425,0,0,301.018035888672,0,2.91228413581848,8.7199764251709,0.666666686534882,6.08364343643188,0,0,2.30209517478943,0,8.52617359161377,3.04182171821594,0,1.59538793563843,9.49855613708496,1,1.10517168045044,7.66474103927612,0.348461717367172,3.4985556602478,0.144337564706802,0,0.400000005960464,200.020004272461,0,64,0,0,0,0.0721687823534012,0,0,358.678344726562,0,0,0,420.941925048828,4,4.46410179138184,0,0,0,5,0,2.44935870170593
InChI%3D1S%2FC2H4Br2%2Fc3-1-2-4%2Fh1-2H2,1.96396100521088,0,0,0,1.92857146263123,0,1,0,0,184.801040649414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,14,4,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3.41421365737915,1.91421353816986,0,0,42.9221534729004,0,1,90.5161819458008,0.5,1,0,0,0.5,0,14.3053512573242,0,0,0,13.3053512573242,0,0,44.2580909729004,0,0,0,0,0.333333343267441,37.0200004577637,0,10,0,0,0,0,2,0,231.67333984375,0,0,0,111.886520385742,3,5.34213542938232,0,0,0,0,0,3.27746033668518
InChI%3D1S%2FC14H9Cl5O%2Fc15-11-5-1-9%282-6-11%2913%2820%2C14%2817%2C18%2919%2910-3-7-12%2816%298-4-10%2Fh1-8%2C20H,7.37605953216553,20.2299995422363,5.49271249771118,0,4.25868463516235,2.65470051765442,35,2.78280520439148,0.333333343267441,2118.89111328125,0,0.705341815948486,2800.99780273438,1.83735752105713,0,2.46805334091187,1.0295535326004,0.392416596412659,1.51036298274994,0,5.67183017730713,0,0.785712778568268,0.788515388965607,0,8.12655830383301,NA,0.380554795265198,11.0436019897461,0,0,0,3.2610764503479,0,0.0555555559694767,4.27517080307007,0,0.0907718539237976,301,16.3718814849854,0,0,5.03488159179688,0,0,0,0,6.01171875,NA,0,3.27662110328674,0,0,NA,NA,0,0.16666667163372,0,0,NA,2,1,10,NA,3,0,14.9662551879883,9.24803733825684,1,0,3252.53540039062,0,9.4462833404541,59.3382377624512,1,8.69190216064453,0,0,7.34388542175293,NA,31.0907783508301,12.3619976043701,0,5.27759647369385,69.7966995239258,4,4.07032012939453,64.6417007446289,2.62091851234436,60.6526908874512,1.85684418678284,0,0.5,520.059997558594,1.53261888027191,744,3.18108296394348,1,0,0.25,0,0,1788.92126464844,0,0,0,3077.27563476562,5.32192802429199,13.7354831695557,0,NA,0,8,0,7.45107460021973
InChI%3D1S%2FC9H8Cl3NO2S%2Fc10-9%2811%2C12%2916-13-7%2814%295-3-1-2-4-6%285%298%2813%2915%2Fh1-2%2C5-6H%2C3-4H2,7.77732419967651,62.6800003051758,0.730296730995178,0,4.03246784210205,2.35380864143372,24,3.24216198921204,0.353553384542465,1673.32006835938,0,0,1696.76635742188,2.48183035850525,0,3.56898164749146,1.46552443504333,0.892755091190338,0.36982524394989,0.25,3.06982517242432,0,0.995282053947449,0.149249538779259,0,5.29395484924316,0,0,8.15641498565674,1,0,2,2.3341372013092,0,0.184332758188248,3.6075336933136,0,0.278502225875854,183,12.4567470550537,2,0,4.68471479415894,0,0,2,0,4.34911251068115,0,0,2.48828125,0,0.0641500279307365,0,3,0,0.347716152667999,0,0,0,1,0,2,1,2,0,11.9222850799561,7.39966535568237,0,0,2060.90991210938,0,7.7590389251709,47.1749382019043,0.75,3.96540641784668,0,2,5.42431783676147,0,27.6350154876709,6.87156677246094,0,4.68657207489014,75.3890151977539,0,3.92355966567993,42.1041107177734,2.06961703300476,39.1493873596191,1.42892241477966,2,0.428571432828903,385.070007324219,4.24264049530029,405,1.15470051765442,0,0,0.615596115589142,2,0,1417.59130859375,0,0,0,2364.078125,5,11.1137495040894,0.0372678004205227,0,2,0,0,6.59340715408325
InChI%3D1S%2FC6H7N3O%2Fc7-9-6%2810%295-1-3-8-4-2-5%2Fh1-4H%2C7H2%2C%28H%2C9%2C10%29,1.70935046672821,68.0100021362305,0,0,1.07360363006592,0.402368932962418,11,0.586622178554535,0,464.920684814453,1,0,255.407836914062,0.307913690805435,0,0.134364366531372,0.0854465588927269,0,0.117851130664349,0,1.08925569057465,0,0.034988209605217,0.0170103460550308,0,1.33925569057465,0,0,1.37377345561981,0,0,0,0.260300755500793,0,0.0248451996594667,0.250304788351059,0.816496610641479,0.0124225998297334,90,8.10000038146973,0,1,0.180872112512589,0,0,1,1,4,0,0,2.28571438789368,0,0,0,0,0,0.102062076330185,0,0,0,0,2,2,0,1,0,7.39734125137329,4.8425350189209,0,0,459.339813232422,0,3.78362226486206,11.8544330596924,1,3.30192732810974,0,1,3.09851837158203,0,11.1906356811523,4.29827976226807,0,2.03653573989868,13.5502986907959,1,1.41711032390594,12.8823909759521,0.569035589694977,8.49511051177979,0.319035589694977,0,0.5,199.039993286133,1,121,0,0,0,0.0589255653321743,0,0,432.977661132812,0.200000002980232,0,0,551.614440917969,4.32192802429199,5.24221324920654,0,0,1,4,0,2.75321388244629
InChI%3D1S%2FC10H12O2%2Fc1-2-3-8-4-5-9-10%286-8%2912-7-11-9%2Fh4-6H%2C2-3%2C7H2%2C1H3,2.93761372566223,18.4599990844727,0,0,1.9756555557251,0.537457466125488,14,1.38513076305389,0,692.272216796875,0,0,485.552154541016,0.811331570148468,0,0.235702261328697,0.448507010936737,0,0.0833333358168602,0,1.32770919799805,0,0.258580714464188,0.0138888889923692,0,2.12406396865845,0,0,2.34669089317322,0,0,0,0.473270982503891,0,0.0580769516527653,0.643812596797943,0,0.0647992268204689,140,8.59171581268311,0,0,0.595945954322815,0,0,0,0,3.80622839927673,0,0,1.85950410366058,0,0.117851130664349,2,0,0,0.234708055853844,1,0,0,0,1,7,0,1,0.5,8.38890552520752,5.89817810058594,0,0,735.337097167969,0,4.91881608963013,13.5489377975464,0.75,5.57554531097412,1.86186528205872,0,4.09520864486694,0,14.3283681869507,8.83114051818848,0.669432938098907,3.47019290924072,19.1028366088867,3,2.41545534133911,15.3283681869507,1.60457706451416,10.9962759017944,1.09054040908813,0,0.428571432828903,493.019989013672,1.65096366405487,197,0,0,0,0.310301214456558,3,0,613.731811523438,0,0,0,906.129028320312,4.58496236801147,7.16986751556396,0.0294627826660872,0,0,3,0,4.28429269790649
InChI%3D1S%2FC3H8N2O%2Fc1-2-5%284%293-6%2Fh3H%2C2%2C4H2%2C1H3,0.935856580734253,46.3300018310547,0,0,0.500542044639587,0.288675129413605,4,0.0745356008410454,0,158.43928527832,0,0,17.6913776397705,0,0,0.105409257113934,0,0,0,0,0.577350258827209,0,0,0,0,0.288675129413605,0,0,0,1,0,0,0.148442402482033,0,0,0.0430331490933895,0,0,29,6,1,0,0,0,0,0,1,3.20000004768372,0,0,3,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,4.99156379699707,2.80806040763855,0,0,90.6749114990234,0,1.92166829109192,7.49444532394409,1,0.5,1.15470051765442,1,1.39384686946869,0,6.02445030212402,0,0,0.288675129413605,6.05202198028564,0,0,5.0517430305481,0,1.33209192752838,0,0,0.5,139.029998779297,0,31,0,0,0,0,1,0,172.325439453125,0,0,0,145.985885620117,3.58496260643005,3.7172691822052,0,0,0,0,0,1.77543461322784
