SMILES,RPSA,RNCS,RPCG,FNSA-1,RHSA,RPCS,FNSA-2,PNSA-1,PPSA-1,FNSA-3,FPSA-1,DPSA-1,PNSA-2,PPSA-2,nHBAcc,WNSA-1,FPSA-2,DPSA-2,PNSA-3,PPSA-3,WNSA-2,FPSA-3,DPSA-3,nHBDon,WNSA-3,TPSA,WPSA-1,THSA,RNCG,WPSA-2,apol,bpol,WPSA-3
InChI%3D1S%2FC4H10O%2Fc1-2-3-4-5%2Fh5H%2C2-4H2%2C1H3, 0.23995903134346, 37.7206840515137, 0.384863525629044, 0.215783849358559, 0.760040998458862, 17.6239166259766, -0.117587015032768, 87.8912582397461, 319.420318603516, -0.0559542924165726, 0.784216165542603, 231.529067993164, -47.8945541381836, 174.061614990234, 1.0, 35.7991256713867, 0.427342653274536, 221.956161499023, -22.7908306121826, 18.8003807067871, -19.5080070495605, 0.046157244592905, 41.5912094116211, 1.0, -9.28296947479248, 97.7380905151367, 130.103591918945, 309.573486328125, 0.726159512996674, 70.8973083496094, 14.5099296569824, 10.9320697784424, 7.65761232376099
InChI%3D1S%2FC20H34O%2Fc1-7-19%285%2C21%2914-11-16-15%282%299-10-17-18%283%2C4%2912-8-13-20%2816%2C17%296%2Fh7%2C16-17%2C21H%2C1-2%2C8-14H2%2C3-6H3%2Ft16-%2C17%3F%2C19%2B%2C20%2B%2Fm0%2Fs1, 0.0643521174788475, 5.99420499801636, 0.160423412919044, 0.189573734998703, 0.935647904872894, 3.18335843086243, -0.249283626675606, 118.693412780762, 507.413421630859, -0.02535230666399, 0.810426235198975, 388.720001220703, -156.078186035156, 667.233032226562, 1.0, 74.3147583007812, 1.06568562984467, 823.311218261719, -15.8732528686523, 20.5579833984375, -97.7216186523438, 0.0328346267342567, 36.4312362670898, 1.0, -9.93835163116455, 40.2913017272949, 317.695007324219, 585.815551757812, 0.293146342039108, 417.759155273438, 58.6729621887207, 37.1690368652344, 12.8714942932129
InChI%3D1S%2FC8H16O2%2Fc1-3-4-5-6-7-10-8%282%299%2Fh3-7H2%2C1-2H3, 0.161667570471764, 5.20317649841309, 0.308752775192261, 0.227325543761253, 0.838332414627075, 2.26239705085754, -0.190191686153412, 101.806228637695, 346.037109375, -0.0453481748700142, 0.772674441337585, 244.230880737305, -85.1760787963867, 289.511596679688, 2.0, 45.5932426452637, 0.646457314491272, 374.687683105469, -20.3088779449463, 11.7609977722168, -38.1455383300781, 0.0262614116072655, 32.0698738098145, 0.0, -9.09519577026367, 72.401741027832, 154.970413208008, 375.441589355469, 0.377485722303391, 129.655838012695, 26.3526878356934, 20.3653125762939, 5.26708459854126
InChI%3D1S%2FC4H8O%2Fc1-2-3-4-5%2Fh4H%2C2-3H2%2C1H3, 0.147595077753067, 38.564697265625, 0.286775320768356, 0.245771199464798, 0.852404952049255, 17.6946830749512, -0.102563045918941, 88.4898452758789, 271.559844970703, -0.0507849752902985, 0.754228830337524, 183.070007324219, -36.9277954101562, 113.32494354248, 1.0, 31.8607425689697, 0.314748048782349, 150.252731323242, -18.2851142883301, 14.7113761901855, -13.295841217041, 0.040859293192625, 32.9964904785156, 0.0, -6.58354997634888, 53.1415596008301, 97.7750473022461, 306.908142089844, 0.72569751739502, 40.8026123046875, 13.1763439178467, 9.70365619659424, 5.29682636260986
InChI%3D1S%2FC13H6Cl6O2%2Fc14-6-2-8%2816%2912%2820%294%2810%286%2918%291-5-11%2819%297%2815%293-9%2817%2913%285%2921%2Fh2-3%2C20-21H%2C1H2, 0.122002243995667, 2.89301347732544, 0.145342662930489, 0.720532357692719, 0.877997756004333, 3.03843712806702, -1.07778453826904, 406.529724121094, 157.677749633789, -0.0971928313374519, 0.279467672109604, -248.851989746094, -608.094116210938, 235.857055664062, 0.0, 229.367126464844, 0.418032467365265, 843.951171875, -54.8369216918945, 17.6954383850098, -343.091247558594, 0.0313633531332016, 72.5323638916016, 2.0, -30.9394016265869, 68.8345794677734, 88.9629669189453, 495.372894287109, 0.239022552967072, 133.072311401367, 41.5647583007812, 9.07924175262451, 9.98389911651611
InChI%3D1S%2FC8H5F3O%2Fc9-8%2810%2C11%297-3-1-2-6%284-7%295-12%2Fh1-5H, 0.152994588017464, 13.9635887145996, 0.417248457670212, 0.554002642631531, 0.847005426883698, 5.49807643890381, -0.552724242210388, 217.353118896484, 174.979156494141, -0.0938637778162956, 0.445997327566147, -42.3739738464355, -216.8515625, 174.57536315918, 1.0, 85.2746429443359, 0.444968163967133, 391.426910400391, -36.8257904052734, 20.300235748291, -85.0778656005859, 0.0517424531280994, 57.1260261535645, 0.0, -14.4479465484619, 60.024715423584, 68.6499710083008, 332.307556152344, 0.298063278198242, 68.4915542602539, 19.8869647979736, 10.0330352783203, 7.96443748474121
InChI%3D1S%2F2C21H22N2O2.H2O4S%2Fc2%2A24-18-10-16-19-13-9-17-21%286-7-22%2817%2911-12%2813%295-8-25-16%2914-3-1-2-4-15%2814%2923%2818%2920%2819%2921%3B1-5%282%2C3%294%2Fh2%2A1-5%2C13%2C16-17%2C19-20H%2C6-11H2%3B%28H2%2C1%2C2%2C3%2C4%29%2Ft2%2A13-%2C16-%2C17-%2C19%3F%2C20-%2C21%3F%3B%2Fm00.%2Fs1, , , , , , , , , , , , , , , 12.0, , , , , , , , , 2.0, , , , , , , 118.308479309082, 70.4315185546875, 
InChI%3D1S%2FC12H8F2O%2Fc13-9-1-5-11%286-2-9%2915-12-7-3-10%2814%294-8-12%2Fh1-8H, 0.243622347712517, 5.10715866088867, 0.132301107048988, 0.487309068441391, 0.756377637386322, 1.01520872116089, -0.453873962163925, 224.262161254883, 235.94303894043, -0.0600461699068546, 0.512690961360931, 11.6808748245239, -208.875152587891, 219.754577636719, 0.0, 103.206611633301, 0.477514356374741, 428.629730224609, -27.6335601806641, 17.8528270721436, -96.1254272460938, 0.0387931913137436, 45.4863891601562, 0.0, -12.7171077728271, 112.116264343262, 108.582206726074, 348.088928222656, 0.332711577415466, 101.132194519043, 28.3703441619873, 13.0676555633545, 8.21596431732178
InChI%3D1S%2FC9H11NO2.CH4O3S%2Fc1-2-12-9%2811%297-4-3-5-8%2810%296-7%3B1-5%282%2C3%294%2Fh3-6H%2C2%2C10H2%2C1H3%3B1H3%2C%28H%2C2%2C3%2C4%29, , , , , , , , , , , , , , , 6.0, , , , , , , , , 2.0, , , , , , , 35.6118965148926, 25.0881042480469, 
InChI%3D1S%2FC12H10%2Fc1-3-9-4-2-6-11-8-7-10%285-1%2912%289%2911%2Fh1-6H%2C7-8H2, 0.0, 1.60462176799774, 0.124977208673954, 0.319367945194244, 1.0, 2.87810659408569, -0.159360483288765, 117.58650970459, 250.598556518555, -0.016288610175252, 0.680632054805756, 133.012054443359, -58.6741523742676, 125.045448303223, 0.0, 43.2935981750488, 0.339626610279083, 183.719604492188, -5.99722337722778, 12.7271595001221, -21.6029472351074, 0.0345672890543938, 18.7243824005127, 0.0, -2.20808815956116, 0.0, 92.2666473388672, 368.18505859375, 0.122065909206867, 46.039867401123, 27.7879295349121, 10.9320697784424, 4.68595027923584
InChI%3D1S%2FC8H6O%2Fc1-2-4-8-7%283-1%295-6-9-8%2Fh1-6H, 0.0720060244202614, 14.3335371017456, 0.138233885169029, 0.33664134144783, 0.927993953227997, 0.908579349517822, -0.191882759332657, 110.775733947754, 218.285842895508, -0.0351893790066242, 0.663358628749847, 107.510108947754, -63.141242980957, 124.421112060547, 0.0, 36.4520378112793, 0.378108888864517, 187.562347412109, -11.5794725418091, 12.1408348083496, -20.7773571014404, 0.036895327270031, 23.7203063964844, 0.0, -3.81035947799683, 23.6944160461426, 71.8294830322266, 305.367156982422, 0.604933142662048, 40.9422073364258, 20.216344833374, 10.6616563796997, 3.99508213996887
InChI%3D1S%2FC8H19N%2Fc1-2-3-4-5-6-7-8-9%2Fh2-9H2%2C1H3, 0.0575141608715057, 10.6628437042236, 0.166492521762848, 0.0957490652799606, 0.942485809326172, 2.82129716873169, -0.0679838731884956, 38.1960411071777, 360.722106933594, -0.0209140162914991, 0.904250919818878, 322.526092529297, -27.1200008392334, 256.120391845703, 1.0, 15.2370939254761, 0.642037391662598, 283.240386962891, -8.34298038482666, 13.6456832885742, -10.818660736084, 0.0342067256569862, 21.9886646270752, 1.0, -3.32816648483276, 22.9434432983398, 143.89860534668, 375.974700927734, 0.464744687080383, 102.171073913574, 27.8490676879883, 20.110933303833, 5.44351100921631
InChI%3D1S%2FC2H6OS%2Fc1-4%282%293%2Fh1-2H3, 0.193485960364342, 47.6736183166504, 0.142093807458878, 0.193485960364342, 0.806514024734497, 3.62434720993042, -0.0502256564795971, 47.6736183166504, 198.719543457031, -0.0502256564795971, 0.806514024734497, 151.045928955078, -12.3752584457397, 51.5842056274414, 1.0, 11.7464542388916, 0.209357291460037, 63.9594612121582, -12.3752584457397, 6.30462789535522, -3.04917907714844, 0.025587672367692, 18.6798858642578, 0.0, -3.04917907714844, 47.6736183166504, 48.9631385803223, 198.719543457031, 1.0, 12.7099952697754, 11.2227582931519, 10.9372415542603, 1.55341720581055
InChI%3D1S%2FC7H5NO4%2Fc9-4-5-3-6%2810%291-2-7%285%298%2811%2912%2Fh1-4%2C10H, 0.274649083614349, 12.7237176895142, 0.2204759567976, 0.579716682434082, 0.725350916385651, 5.3699951171875, -0.573261499404907, 221.767395019531, 160.77702331543, -0.101509511470795, 0.420283287763596, -60.990364074707, -219.297988891602, 158.986755371094, 1.0, 84.8358764648438, 0.415603399276733, 378.284759521484, -38.8318977355957, 18.6092758178711, -83.8912200927734, 0.048646055161953, 57.4411735534668, 1.0, -14.8549251556396, 105.065475463867, 61.5043525695801, 277.478942871094, 0.364716380834579, 60.8194961547852, 19.9619655609131, 7.68003511428833, 7.11887454986572
InChI%3D1S%2FC6H7N%2Fc7-6-4-2-1-3-5-6%2Fh1-5H%2C7H2, 0.0661015510559082, 10.305700302124, 0.216230019927025, 0.320365995168686, 0.933898448944092, 6.52462720870972, -0.183866247534752, 94.7815856933594, 201.072494506836, -0.0340495370328426, 0.679634034633636, 106.290908813477, -54.3975830078125, 115.400657653809, 1.0, 28.0415210723877, 0.390059351921082, 169.798233032227, -10.0736951828003, 15.7821865081787, -16.0937461853027, 0.0533444955945015, 25.8558807373047, 1.0, -2.98034381866455, 19.5564136505127, 59.4881210327148, 276.297668457031, 0.526972889900208, 34.1417579650879, 16.3275508880615, 6.9924488067627, 4.66922426223755
InChI%3D1S%2FC7H10%2Fc1-2-7-4-3-6%281%295-7%2Fh1-2%2C6-7H%2C3-5H2, 0.0, 2.39293766021729, 0.164927110075951, 0.223272368311882, 1.0, 4.84524154663086, -0.077410914003849, 70.979606628418, 246.926300048828, -0.00976977124810219, 0.776727616786957, 175.946701049805, -24.6093864440918, 85.6119842529297, 0.0, 22.5648365020752, 0.269299745559692, 110.221366882324, -3.10586810112, 8.85196113586426, -7.8234691619873, 0.0278445929288864, 11.9578285217285, 0.0, -0.987373828887939, 0.0, 78.4993286132812, 317.905914306641, 0.243879184126854, 27.2165546417236, 18.9879302978516, 10.9320697784424, 2.81409072875977
InChI%3D1S%2FC10H12N2.ClH%2Fc1-2-4-9%285-3-1%298-10-11-6-7-12-10%3B%2Fh1-5H%2C6-8H2%2C%28H%2C11%2C12%29%3B1H, , , , , , , , , , , , , , , 2.0, , , , , , , , , 1.0, , , , , , , 30.6483097076416, 16.6116905212402, 
InChI%3D1S%2FC9H13BrN2O2%2Fc1-4-5%282%2912-8%2813%297%2810%296%283%2911-9%2812%2914%2Fh5H%2C4H2%2C1-3H3%2C%28H%2C11%2C14%29, 0.157942652702332, 4.85037422180176, 0.157146871089935, 0.325396567583084, 0.842057347297668, 0.296523451805115, -0.470897734165192, 135.082565307617, 280.049560546875, -0.0609255209565163, 0.674603462219238, 144.966995239258, -195.484771728516, 405.273803710938, 4.0, 56.0771102905273, 0.976252615451813, 600.758544921875, -25.2921409606934, 12.6874513626099, -81.1520080566406, 0.0305624417960644, 37.9795913696289, 2.0, -10.4995803833008, 65.5670700073242, 116.25756072998, 349.565032958984, 0.251945078372955, 168.242172241211, 34.0294799804688, 23.4725189208984, 5.26696825027466
InChI%3D1S%2FC9H12O%2Fc1-6-4-5-7%282%299%2810%298%286%293%2Fh4-5%2C10H%2C1-3H3, 0.120426528155804, 15.4223852157593, 0.324218541383743, 0.269954919815063, 0.879573464393616, 4.45404672622681, -0.181356564164162, 95.3374786376953, 257.823272705078, -0.0372386649250984, 0.730045080184937, 162.485794067383, -64.0480270385742, 173.206497192383, 0.0, 33.6694564819336, 0.490446627140045, 237.254531860352, -13.1512355804443, 11.585165977478, -22.6192493438721, 0.0328042283654213, 24.736400604248, 1.0, -4.64450025558472, 42.5299224853516, 91.0530624389648, 310.630828857422, 0.535645842552185, 61.1697387695312, 24.6435165405273, 13.118483543396, 4.09142589569092
InChI%3D1S%2FC7H9N%2Fc1-6-2-4-7%288%295-3-6%2Fh2-5H%2C8H2%2C1H3, 0.0582663230597973, 10.0125293731689, 0.208197668194771, 0.289577931165695, 0.941733658313751, 4.95579671859741, -0.172608107328415, 98.0717163085938, 240.599533081055, -0.0285832416266203, 0.710422039031982, 142.527801513672, -58.4574012756348, 143.413650512695, 1.0, 33.2140731811523, 0.423459768295288, 201.871047973633, -9.68032264709473, 14.4298057556152, -19.7978420257568, 0.0426071174442768, 24.11012840271, 1.0, -3.2784469127655, 19.7331295013428, 81.4841384887695, 318.938110351562, 0.507396936416626, 48.5700798034668, 19.4211368560791, 9.17886257171631, 4.88696050643921
InChI%3D1S%2FC6H4N2O5%2Fc9-6-3-4%287%2810%2911%291-2-5%286%298%2812%2913%2Fh1-3%2C9H, 0.170588567852974, 11.8563528060913, 0.236822351813316, 0.607069909572601, 0.829411447048187, 9.08965682983398, -0.558534443378448, 245.029769897461, 158.597152709961, -0.0887472927570343, 0.392930060625076, -86.4326095581055, -225.439529418945, 145.917236328125, 0.0, 98.9006042480469, 0.361515134572983, 371.356781005859, -35.8207969665527, 16.6311721801758, -90.9934616088867, 0.041204322129488, 52.4519691467285, 1.0, -14.4582376480103, 68.8541412353516, 64.0140762329102, 334.772766113281, 0.38908514380455, 58.896125793457, 19.4371719360352, 6.88482809066772, 6.7127890586853
InChI%3D1S%2FC11H16O%2Fc1-4-11%282%2C3%299-5-7-10%2812%298-6-9%2Fh5-8%2C12H%2C4H2%2C1-3H3, 0.141972109675407, 15.5996026992798, 0.268674403429031, 0.256648868322372, 0.858027875423431, 5.79503726959229, -0.208038151264191, 102.417526245117, 296.639465332031, -0.0398037508130074, 0.743351101875305, 194.221923828125, -83.0190811157227, 240.454299926758, 0.0, 40.8704261779785, 0.60255628824234, 323.473388671875, -15.8839635848999, 14.4083242416382, -33.1293411254883, 0.0361059308052063, 30.2922878265381, 1.0, -6.33860683441162, 56.654956817627, 118.376045227051, 342.402008056641, 0.444610953330994, 95.954963684082, 30.8306884765625, 17.4913120269775, 5.74974250793457
InChI%3D1S%2FC2H2Cl4%2Fc3-1%284%292%285%296%2Fh1-2H, 0.0, 14.4848365783691, 0.354643374681473, 0.867940366268158, 1.0, 0.0, -0.489829897880554, 240.771667480469, 36.6341133117676, -0.122457474470139, 0.132059663534164, -204.137542724609, -135.881637573242, 20.6747875213623, 0.0, 66.7914505004883, 0.0745290517807007, 156.556427001953, -33.9704093933105, 3.00521731376648, -37.6943511962891, 0.0108332904055715, 36.9756278991699, 0.0, -9.42358779907227, 0.0, 10.1625137329102, 277.40576171875, 0.25, 5.73530578613281, 13.5735864639282, 3.86641407012939, 0.83366459608078
InChI%3D1S%2FC2H6O%2Fc1-2-3%2Fh3H%2C2H2%2C1H3, 0.211869403719902, 32.2230758666992, 0.478992462158203, 0.279175788164139, 0.788130581378937, 13.3195419311523, -0.122227624058723, 83.5862503051758, 215.817398071289, -0.0538201928138733, 0.720824182033539, 132.231155395508, -36.5953979492188, 94.4883041381836, 1.0, 25.026029586792, 0.315588355064392, 131.083709716797, -16.1139621734619, 12.4927682876587, -10.9567956924438, 0.041725505143404, 28.6067314147949, 1.0, -4.8245792388916, 63.4344749450684, 64.6165161132812, 235.969177246094, 0.904455125331879, 28.2901439666748, 8.32275772094727, 6.559241771698, 3.74038052558899
InChI%3D1S%2FC6H4Cl3N%2Fc7-3-1-2-4%2810%296%289%295%283%298%2Fh1-2H%2C10H2, 0.0936516225337982, 14.4083023071289, 0.164421781897545, 0.623807728290558, 0.906348407268524, 4.97952747344971, -0.470357686281204, 240.713897705078, 145.164459228516, -0.0893044322729111, 0.376192271709442, -95.549446105957, -181.500854492188, 109.455551147461, 1.0, 92.8862838745117, 0.283652991056442, 290.956390380859, -34.4606475830078, 13.4767160415649, -70.0372467041016, 0.0349247790873051, 47.9373626708984, 1.0, -13.2976179122925, 36.1381340026855, 56.0158233642578, 349.740234375, 0.398700773715973, 42.2365264892578, 20.8671722412109, 4.97282791137695, 5.20037269592285
InChI%3D1S%2FC11H8O2%2Fc1-7-6-10%2812%298-4-2-3-5-9%288%2911%287%2913%2Fh2-6H%2C1H3, 0.206323057413101, 14.1049156188965, 0.224318832159042, 0.404439687728882, 0.793676972389221, 1.43912303447723, -0.341221630573273, 145.926544189453, 214.885070800781, -0.0685699433088303, 0.595560312271118, 68.9585342407227, -123.116722106934, 181.296325683594, 2.0, 52.6519889831543, 0.502468109130859, 304.413055419922, -24.7408313751221, 11.9618835449219, -44.4219436645508, 0.0331527143716812, 36.7027168273926, 0.0, -8.92677974700928, 74.4437484741211, 77.5330276489258, 286.367858886719, 0.342278242111206, 65.413818359375, 26.2983436584473, 10.6616563796997, 4.31598663330078
InChI%3D1S%2FC6H4N2O4%2Fc9-7%2810%295-1-2-6%284-3-5%298%2811%2912%2Fh1-4H, 0.0, 9.14176559448242, 0.203030183911324, 0.606829166412354, 1.0, 1.40470564365387, -0.378241419792175, 236.610137939453, 153.302124023438, -0.0638893991708755, 0.393170833587646, -83.3079986572266, -147.48095703125, 95.5544281005859, 0.0, 92.257194519043, 0.245066478848457, 243.035385131836, -24.9112606048584, 10.2876482009888, -57.5046348571777, 0.0263845212757587, 35.1989097595215, 0.0, -9.71320533752441, 0.0, 59.7743797302246, 389.912261962891, 0.203294321894646, 37.2578430175781, 18.6351718902588, 6.88482809066772, 4.01128005981445
