SMILES,khs.tsC,khs.sssGeH,khs.aaaC,ATSc1,VP-2,VCH-3,khs.ssssPb,khs.sGeH3,Kier1,ATSc2,VP-3,VCH-4,khs.aaSe,khs.dSe,MDEO-11,khs.sssAs,Kier2,ATSc3,VP-4,khs.ssNH2,khs.ddC,MDEO-12,Kier3,ATSc4,VP-5,fragC,VCH-5,ATSc5,khs.ssCH2,VP-6,VCH-6,ECCEN,C3SP2,VP-7,SCH-3,VCH-7,C3SP3,MDEN-33,SCH-4,topoShape,khs.ssssBe,WPATH,SCH-5,khs.ssssB,khs.dssSe,C4SP3,C2SP1,khs.ssssC,SCH-6,khs.sssdAs,C2SP2,khs.ssssSi,SCH-7,MDEC-33,C2SP3,MDEC-34,khs.dO,khs.tCH,khs.sF,khs.aasC,khs.dCH2,khs.ssSe,VAdjMat,khs.sPbH3,khs.sNH2,khs.ssSnH2,VC-3,khs.ssBe,khs.sSH,khs.ssssSn,khs.sNH3,khs.sI,VC-4,khs.sssNH,MDEN-11,khs.dS,khs.sSnH3,VC-5,MDEN-12,MDEO-22,khs.dssC,VC-6,MDEN-13,khs.sCH3,khs.ssPbH2,khs.aaNH,khs.sPH2,khs.ssPH,geomShape,khs.dNH,MDEC-11,ATSm1,MDEC-12,ATSm2,khs.sssCH,khs.ssssN,khs.ssBH,ATSp1,MDEC-13,ATSm3,khs.sAsH2,khs.sssB,ATSp2,MDEC-14,khs.sBr,ATSm4,khs.ddssSe,C1SP1,ATSm5,khs.aaCH,khs.aasN,ATSp3,PetitjeanNumber,C1SP2,MDEC-44,khs.sssSnH,khs.sssssAs,ATSp4,khs.ddsN,khs.dsN,C1SP3,WPOL,khs.sSeH,ATSp5,khs.ssSiH2,khs.ssAsH,khs.aaN,khs.sSiH3,VPC-4,khs.aaO,TopoPSA,VPC-5,MDEN-22,khs.sCl,khs.sssssP,khs.dsCH,khs.ssNH,khs.ssO,SP-0,VPC-6,MDEN-23,khs.sssPbH,SC-3,SP-1,Zagreb,khs.ddssS,khs.aaS,SC-4,khs.sLi,SP-2,khs.dsssP,SC-5,SP-3,MDEC-22,khs.ssS,SC-6,SPC-4,khs.sssSiH,SP-4,khs.tN,MDEC-23,khs.dssS,SPC-5,SP-5,khs.sssN,VP-0,MDEC-24,khs.ssssGe,khs.ssGeH2,SPC-6,SP-6,VP-1,SP-7,khs.sssP,khs.sOH
InChI%3D1S%2FC9H9N%2Fc1-4-7-10%288-5-2%299-6-3%2Fh1-3H%2C7-9H2,3.0,0.0,0.0,0.137965649366379,1.75753450393677,0.0,0.0,0.0,10.0,-0.134289294481277,0.944681644439697,0.0,0.0,0.0,0.0,0.0,7.11111116409302,0.106705017387867,0.55500340461731,0.0,0.0,0.0,5.53086423873901,-0.0455887913703918,0.193649172782898,234.009994506836,0.0,-0.000863379798829556,3.0,0.0559016987681389,0.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,138.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,4.32192802429199,0.0,0.0,0.0,0.15811388194561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.980524778366089,0.0,0.5,10.3599882125854,5.90777826309204,9.49855613708496,0.0,0.0,0.0,405.862365722656,0.0,9.49855613708496,0.0,0.0,402.781585693359,0.0,0.0,9.49855613708496,0.0,3.0,9.0,0.0,0.0,417.742858886719,0.5,0.0,0.0,0.0,0.0,381.503784179688,0.0,0.0,3.0,9.0,0.0,309.803619384766,0.0,0.0,0.0,0.0,0.237170830368996,0.0,3.24000000953674,0.255516052246094,0.0,0.0,0.0,0.0,0.0,0.0,7.81999111175537,0.136930644512177,0.0,0.0,0.20412415266037,4.84606504440308,36.0,0.0,0.0,0.0,0.0,3.23205089569092,0.0,0.0,2.09077024459839,6.37712240219116,0.0,0.0,0.433012694120407,0.0,1.65775752067566,0.0,0.0,0.0,0.739198923110962,0.866025388240814,1.0,5.80058479309082,0.0,0.0,0.0,0.61237245798111,0.433012694120407,2.87536883354187,0.0,0.0,0.0
InChI%3D1S%2FC4H11NO%2Fc1-2-5-3-4-6%2Fh5-6H%2C2-4H2%2C1H3,0.0,0.0,0.0,0.158862069249153,1.07716023921967,0.0,0.0,0.0,6.0,-0.0632346495985985,0.538580119609833,0.0,0.0,0.0,0.0,0.0,5.0,-0.0640473663806915,0.255833625793457,0.0,0.0,0.0,5.33333349227905,0.0677055940032005,0.079056940972805,226.020004272461,0.0,-0.0153458695858717,3.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.666666686534882,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.58496260643005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.96907901763916,0.0,0.0,7.13445711135864,1.31037068367004,5.66446256637573,0.0,0.0,0.0,178.663284301758,0.0,4.66446256637573,0.0,0.0,157.189636230469,0.0,0.0,3.55346608161926,0.0,0.0,2.33209204673767,0.0,0.0,123.331535339355,0.400000005960464,0.0,0.0,0.0,0.0,85.7261734008789,0.0,0.0,4.0,3.0,0.0,49.2192535400391,0.0,0.0,0.0,0.0,0.0,0.0,32.2599983215332,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.8284273147583,0.0,0.0,0.0,0.0,2.91421365737915,18.0,0.0,0.0,0.0,0.0,1.70710682868958,0.0,0.0,0.95710676908493,1.65096366405487,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.25,0.0,4.0685338973999,0.0,0.0,0.0,0.0,0.0,2.2304413318634,0.0,0.0,1.0
InChI%3D1S%2FC6H10%2Fc1-3-5-6-4-2%2Fh3-6H%2C1-2H3,0.0,0.0,0.0,0.00322314188815653,1.05156683921814,0.0,0.0,0.0,6.0,-0.0013001092011109,0.496011286973953,0.0,0.0,0.0,0.0,0.0,5.0,-4.49999570264481e-05,0.222222223877907,0.0,0.0,0.0,5.33333349227905,0.00037234285264276,0.111111111938953,195.0,0.0,-0.00156657095067203,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.666666686534882,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.58496260643005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.623282968997955,0.0,0.200000002980232,6.0,3.61440801620483,5.0,0.0,0.0,0.0,230.989303588867,0.0,4.0,0.0,0.0,201.844818115234,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,160.094619750977,0.400000005960464,0.0,0.0,0.0,0.0,112.805770874023,0.0,0.0,2.0,3.0,0.0,66.7220077514648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.8284273147583,0.0,0.0,0.0,0.0,2.91421365737915,18.0,0.0,0.0,0.0,0.0,1.70710682868958,0.0,0.0,0.95710676908493,3.96540641784668,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.25,0.0,4.30940103530884,0.0,0.0,0.0,0.0,0.0,2.15470051765442,0.0,0.0,0.0
InChI%3D1S%2FC8H18S2%2Fc1-7%282%2C3%299-10-8%284%2C5%296%2Fh1-6H3,0.0,0.0,0.0,0.0196872893720865,7.30358934402466,0.0,0.0,0.0,10.0,0.00226076738908887,3.6516854763031,0.0,0.0,0.0,0.0,0.0,2.93877553939819,-0.0132690677419305,1.68539321422577,0.0,0.0,0.0,9.14285755157471,-0.00348744099028409,2.52809000015259,639.02001953125,0.0,0.00342542259022593,0.0,0.0,0.0,74.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.666666686534882,0.0,127.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.32192802429199,0.0,0.0,0.0,4.17999362945557,0.0,0.0,0.0,0.0,0.0,1.05999791622162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.833685100078583,0.0,4.32809972763062,22.2555065155029,0.0,18.4673233032227,0.0,0.0,0.0,909.141418457031,0.0,27.3582820892334,0.0,0.0,954.89501953125,6.0,0.0,17.0187110900879,0.0,0.0,6.0,0.0,0.0,1181.5283203125,0.400000005960464,0.0,0.333333343267441,0.0,0.0,682.0400390625,0.0,0.0,6.0,7.0,0.0,544.869812011719,0.0,0.0,0.0,0.0,3.37078642845154,0.0,50.5999984741211,2.80898880958557,0.0,0.0,0.0,0.0,0.0,0.0,8.41421318054199,5.61797761917114,0.0,0.0,3.12132024765015,4.207106590271,46.0,0.0,0.0,0.70710676908493,0.0,5.62132024765015,0.0,0.0,1.625,0.0,2.0,0.0,1.5,0.0,0.75,0.0,0.0,0.0,1.25,1.125,0.0,9.11999607086182,0.0,0.0,0.0,2.5,0.0,5.18359327316284,0.0,0.0,0.0
InChI%3D1S%2FC13H8Cl2O2%2Fc14-12-5-4-11%287-13%2812%2915%2917-10-3-1-2-9%286-10%298-16%2Fh1-8H,0.0,,0.0,0.312301576137543,4.18271827697754,0.0,,,13.4320983886719,-0.11192474514246,2.85997247695923,0.0,,,0.0,,6.25,-0.0392301380634308,1.61584985256195,0.0,0.0,0.200000002980232,3.72889423370361,-0.0194635111838579,1.0370796918869,404.040008544922,0.0,-0.0845113769173622,0.0,0.493082731962204,0.0518340393900871,274.0,1.0,0.250931710004807,0.0,0.0917531400918961,0.0,0.0,0.0,1.0,0.0,556.0,0.0,0.0,,0.0,0.0,0.0,0.151374712586403,,11.0,,0.302046418190002,3.23105955123901,0.0,0.0,,0.0,,5.0,0.0,,5.08746290206909,,0.0,,0.559634625911713,0.0,,,0.0,,0.0,0.0,0.0,,,0.107142858207226,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.782906055450439,0.0,0.0,33.9744453430176,0.0,22.8997497558594,0.0,,0.0,1053.9765625,0.0,33.4674110412598,,0.0,1191.32189941406,0.0,,40.5122566223145,,0.0,25.4959201812744,7.0,,1552.82861328125,0.5,1.0,0.0,,,1411.50964355469,0.0,0.0,0.0,23.0,,1025.44458007812,,,0.0,,1.09406077861786,,26.2999992370605,1.00937259197235,0.0,,,1.0,0.0,,12.2507123947144,1.07637071609497,0.0,,1.08377695083618,8.18587207794189,84.0,,,0.0,0.0,7.17625284194946,,0.16666667163372,5.84220790863037,8.4110107421875,,0.0,2.33387970924377,,4.33170986175537,0.0,13.8095893859863,,2.97453165054321,3.44466972351074,0.0,10.203085899353,0.0,,,3.86205959320068,2.07976794242859,5.62592029571533,1.35886800289154,,
InChI%3D1S%2FC10H15N%2Fc1-2-3-4-9-5-7-10%2811%298-6-9%2Fh5-8H%2C2-4%2C11H2%2C1H3,0.0,,0.0,0.0165861845016479,2.845134973526,0.0,,,9.09090900421143,-0.00550848431885242,1.79872441291809,0.0,,,0.0,,4.79289960861206,-0.00387956527993083,1.06520485877991,0.0,0.0,0.0,3.26530623435974,-0.000308232178213075,0.76361358165741,566.010009765625,0.0,0.00419229129329324,3.0,0.34436047077179,0.0277777779847383,129.0,1.0,0.154744729399681,0.0,0.0356793627142906,0.0,0.0,0.0,1.0,0.0,174.0,0.0,0.0,,0.0,0.0,0.0,0.0833333358168602,,5.0,,0.142258897423744,0.333333343267441,3.0,0.0,,0.0,,2.0,0.0,,4.45943164825439,,1.0,,0.214076176285744,0.0,,,0.0,,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,0.718197047710419,0.0,0.0,11.3599882125854,2.05068492889404,11.1661853790283,0.0,,0.0,582.018005371094,0.377964466810226,13.3323707580566,,0.0,615.16796875,0.0,,11.3323707580566,,0.0,7.16618537902832,4.0,,721.422973632812,0.5,0.0,0.0,,,597.119262695312,,,1.0,11.0,,365.232666015625,,,,,0.33052721619606,,26.0200004577637,0.35010626912117,0.0,,,0.0,0.0,,8.10444831848145,0.396364331245422,0.0,,0.492799282073975,5.3256983757019,48.0,,,0.0,0.0,4.26812601089478,,0.0,3.10135436058044,8.56995296478271,,0.0,0.841260969638824,,2.11058974266052,,7.17834424972534,,0.95495480298996,1.79753708839417,,7.00807189941406,0.0,,,1.26661968231201,0.891010880470276,4.17070245742798,0.402368932962418,,
InChI%3D1S%2FC14H18O4%2Fc1-3-17-13%2815%2912%2814%2816%2918-4-2%2910-11-8-6-5-7-9-11%2Fh5-9%2C12H%2C3-4%2C10H2%2C1-2H3,0.0,,0.0,0.562454223632812,3.74640512466431,0.0,,,16.0555553436279,-0.290809392929077,2.42487955093384,0.0,,,0.25,,8.99173545837402,0.122864536941051,1.59838962554932,0.0,0.0,1.41421353816986,5.68047332763672,-0.390939861536026,1.00626921653748,990.039978027344,0.0,0.432518512010574,3.0,0.487436830997467,0.0320750139653683,249.0,1.0,0.267081439495087,0.0,0.0226804614067078,1.0,0.0,0.0,0.800000011920929,0.0,636.0,0.0,0.0,,0.0,0.0,0.0,0.102062076330185,,5.0,,0.0721687823534012,3.30192732810974,1.0,0.0,,0.0,,1.0,0.0,,5.16992521286011,,0.0,,0.316138237714767,0.0,,,0.0,,0.0,0.0,0.0,,,0.0340206921100616,0.0,0.25,2.0,0.0,0.0,2.0,,0.0,,,0.876133561134338,0.0,0.125,21.0978755950928,2.84960174560547,19.9925518035889,1.0,,0.0,897.025817871094,1.83659911155701,25.5414905548096,,0.0,980.922912597656,0.0,,26.3209190368652,,0.0,28.0904273986816,5.0,,1214.66809082031,0.444444447755814,2.0,0.0,,,1225.19287109375,,0.0,4.0,23.0,,1121.29919433594,,,0.0,,0.606017112731934,,52.5999984741211,0.757164776325226,0.0,,,0.0,0.0,,13.3804693222046,0.813956320285797,0.0,,0.811611413955688,8.6850700378418,80.0,,,0.0,0.0,6.93551063537598,,0.19245009124279,5.28008127212524,8.42936229705811,,0.0,1.88854146003723,,4.17203426361084,0.0,10.5222234725952,,2.9395010471344,2.80516242980957,,10.7184152603149,0.0,,,3.74841833114624,1.62443268299103,6.05789613723755,0.972706854343414,,
InChI%3D1S%2FC14H26O4%2Fc1-3-5-11-17-13%2815%299-7-8-10-14%2816%2918-12-6-4-2%2Fh3-12H2%2C1-2H3,0.0,0.0,0.0,0.536570012569427,4.35515403747559,0.0,0.0,0.0,18.0,-0.333994030952454,2.53368306159973,0.0,0.0,0.0,0.142857149243355,0.0,13.4320983886719,0.121945731341839,1.3436963558197,0.0,0.0,1.06904494762421,13.2871971130371,-0.032109722495079,0.776073515415192,1543.0400390625,0.0,0.0332669951021671,10.0,0.479556053876877,0.0,380.0,0.0,0.251981914043427,0.0,0.0,0.0,0.0,0.0,0.875,0.0,859.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.200000002980232,8.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,5.16992521286011,0.0,0.0,0.0,0.117851130664349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.142857149243355,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.64102178812027,0.0,0.0666666701436043,21.0978755950928,3.47721409797668,18.9925518035889,0.0,0.0,0.0,734.391906738281,0.565685451030731,21.5414905548096,0.0,0.0,728.161254882812,0.0,0.0,19.6567363739014,0.0,0.0,18.6567363739014,0.0,0.0,748.130004882812,0.466666668653488,2.0,0.0,0.0,0.0,705.587524414062,0.0,0.0,4.0,17.0,0.0,661.895568847656,0.0,0.0,0.0,0.0,0.16666667163372,0.0,52.5999984741211,0.176776692271233,0.0,0.0,0.0,0.0,0.0,2.0,13.6399822235107,0.16666667163372,0.0,0.0,0.577350258827209,8.70190715789795,70.0,0.0,0.0,0.0,0.0,6.48636436462402,0.0,0.0,4.24480056762695,10.4985466003418,0.0,0.0,0.816496610641479,0.0,2.75987219810486,0.0,5.6851863861084,0.0,0.866025388240814,1.76585531234741,0.0,11.7040605545044,0.0,0.0,0.0,0.816496610641479,1.21032977104187,7.01516723632812,0.674646198749542,0.0,0.0
InChI%3D1S%2FC8H14O%2Fc1-7%282%295-4-6-8%283%299%2Fh5H%2C4%2C6H2%2C1-3H3,0.0,0.0,0.0,0.127675086259842,2.52216458320618,0.0,0.0,0.0,9.0,-0.0230213887989521,1.04898548126221,0.0,0.0,0.0,0.0,0.0,4.83950614929199,-0.0375570096075535,0.564107060432434,0.0,0.0,0.0,8.0,-0.0143013447523117,0.245969131588936,412.010009765625,0.0,0.00411556288599968,2.0,0.203263133764267,0.0,76.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.25,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.16992521286011,0.0,0.0,0.0,0.433012694120407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.80708771944046,0.0,0.721124768257141,9.77446937561035,3.12012577056885,8.33209228515625,0.0,0.0,0.0,382.160522460938,2.68328166007996,9.66418361663818,0.0,0.0,367.763519287109,0.0,0.0,6.33209180831909,0.0,0.0,5.33209180831909,0.0,0.0,376.451599121094,0.5,0.0,0.0,0.0,0.0,265.290100097656,0.0,0.0,3.0,6.0,0.0,206.350921630859,0.0,0.0,0.0,0.0,0.306186228990555,0.0,17.0699996948242,0.203263133764267,0.0,0.0,0.0,1.0,0.0,0.0,7.27602100372314,0.101631566882133,0.0,0.0,0.816496610641479,4.1258978843689,34.0,0.0,0.0,0.0,0.0,3.71859741210938,0.0,0.0,1.56294882297516,2.38110160827637,0.0,0.0,0.577350258827209,0.0,0.934347689151764,0.0,3.30192732810974,0.0,0.40824830532074,0.471404522657394,0.0,6.3998122215271,0.0,0.0,0.0,0.235702261328697,0.471404522657394,3.2546010017395,0.0,0.0,0.0
InChI%3D1S%2FC7H15Br%2Fc1-2-3-4-5-6-7-8%2Fh2-7H2%2C1H3,0.0,0.0,0.0,0.0292395427823067,2.89619398117065,0.0,0.0,0.0,8.0,-0.011964843608439,1.79791843891144,0.0,0.0,0.0,0.0,0.0,7.0,-0.0024591232649982,1.09454369544983,0.0,0.0,0.0,7.19999980926514,-0.000189749858691357,0.648959219455719,428.010009765625,0.0,-5.97926509726676e-06,6.0,0.370495140552521,0.0,74.0,0.0,0.24549512565136,0.0,0.0,0.0,0.0,0.0,0.75,0.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.892717897891998,0.0,0.0,51.2580909729004,2.00414514541626,12.6526756286621,0.0,0.0,0.0,399.975402832031,0.0,11.6526756286621,0.0,0.0,363.579956054688,0.0,1.0,10.6526756286621,0.0,0.0,9.65267562866211,0.0,0.0,308.427764892578,0.428571432828903,0.0,0.0,0.0,0.0,251.769500732422,0.0,0.0,2.0,5.0,0.0,194.621551513672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.24264049530029,0.0,0.0,0.0,0.0,3.91421365737915,26.0,0.0,0.0,0.0,0.0,2.41421365737915,0.0,0.0,1.45710682868958,7.47342491149902,0.0,0.0,0.0,0.0,0.853553414344788,0.0,0.0,0.0,0.0,0.478553384542465,0.0,7.20660161972046,0.0,0.0,0.0,0.0,0.25,4.59583711624146,0.125,0.0,0.0
InChI%3D1S%2FC15H24O%2Fc1-2-3-4-5-6-7-8-9-14-10-12-15%2816%2913-11-14%2Fh10-13%2C16H%2C2-9H2%2C1H3,0.0,,0.0,0.0561558976769447,4.53776741027832,0.0,,,14.0625,-0.0182656440883875,3.00534558296204,0.0,,,0.0,,9.07407379150391,-0.0116285877302289,1.94884550571442,0.0,0.0,0.0,7.05817174911499,-0.000778372399508953,1.31613290309906,1360.01000976562,0.0,0.00791778136044741,8.0,0.758106887340546,0.0277777779847383,317.0,1.0,0.455994307994843,0.0,0.0320644564926624,0.0,0.0,0.0,0.857142865657806,0.0,594.0,0.0,0.0,,0.0,0.0,0.0,0.0833333358168602,,5.0,,0.142258897423744,0.333333343267441,8.0,0.0,,0.0,,2.0,0.0,,5.0,,0.0,,0.192386731505394,0.0,,,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,,,0.906186699867249,0.0,0.0,16.7744693756104,2.26545667648315,16.3320922851562,0.0,,0.0,844.865783691406,0.19245009124279,18.6641845703125,,0.0,878.37109375,0.0,,16.6641845703125,,0.0,12.3320922851562,4.0,0.0,980.807983398438,0.461538463830948,0.0,0.0,,,870.217651367188,0.0,0.0,1.0,16.0,,662.081115722656,,,0.0,,0.305482387542725,,20.2299995422363,0.330354064702988,0.0,,,0.0,0.0,,11.6399822235107,0.346936464309692,0.0,,0.492799282073975,7.8256983757019,68.0,,,0.0,0.0,6.03589296340942,,0.0,4.35135412216187,18.6067581176758,,0.0,0.841260969638824,,3.00790977478027,0.0,7.14251279830933,,0.95495480298996,2.36682486534119,0.0,10.4134693145752,0.0,,,1.23672640323639,1.34950733184814,6.6056342124939,0.773894667625427,,
InChI%3D1S%2FC8H9NO2%2Fc1-6%2810%299-7-4-2-3-5-8%287%2911%2Fh2-5%2C11H%2C1H3%2C%28H%2C9%2C10%29,0.0,,0.0,0.193338453769684,2.1477313041687,0.0,,,9.09090900421143,-0.0884026512503624,1.16398668289185,0.0,,,0.200000002980232,,4.13265323638916,-0.0306450296193361,0.733024716377258,0.0,0.0,0.0,2.84444451332092,0.0540235042572021,0.436364114284515,290.029998779297,0.0,-0.0462022200226784,0.0,0.130977600812912,0.0277777779847383,101.0,0.0,0.0515258498489857,0.0,0.0248451996594667,0.0,0.0,0.0,1.0,0.0,158.0,0.0,0.0,,0.0,0.0,0.0,0.0833333358168602,,6.0,,0.142258897423744,1.65096366405487,0.0,0.0,,0.0,,2.0,0.0,,4.45943164825439,,0.0,,0.229099437594414,0.0,,,0.0,,0.0,,0.0,,,0.0166666675359011,0.0,0.0,1.0,0.0,0.0,1.0,,,,,0.896955549716949,,0.0,12.9089260101318,0.80820620059967,11.9965543746948,0.0,,0.0,499.414001464844,1.31037068367004,16.0482978820801,,0.0,540.00927734375,0.0,,13.8821125030518,,0.0,10.494553565979,4.0,,664.541748046875,0.5,1.0,0.0,,,555.12841796875,,,1.0,12.0,,362.627777099609,,,,,0.28908109664917,,52.8199996948242,0.329144209623337,0.0,,,0.0,,,8.26758480072021,0.328480511903763,0.0,,0.810617208480835,5.19837713241577,50.0,,,0.0,0.0,4.65136957168579,,0.117851130664349,3.06327271461487,3.96540641784668,,0.0,1.23429620265961,,2.34871697425842,,5.02304172515869,,1.66298806667328,1.79927670955658,,6.15104198455811,0.0,,,2.23812651634216,0.694305300712585,3.22177743911743,0.34104311466217,,
InChI%3D1S%2FC5H10O%2Fc1-5%282%293-4-6%2Fh4-5H%2C3H2%2C1-2H3,0.0,0.0,0.0,0.132057368755341,1.79621577262878,0.0,0.0,0.0,6.0,-0.0442985966801643,0.56762957572937,0.0,0.0,0.0,0.0,0.0,3.20000004768372,-0.0193438325077295,0.19245009124279,0.0,0.0,0.0,5.33333349227905,-0.00210653175599873,0.0,195.009994506836,0.0,-0.000279725209111348,1.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.58496260643005,0.0,0.0,0.0,0.40824830532074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.706087470054626,0.0,0.5,6.77446889877319,1.63299322128296,5.33209180831909,1.0,0.0,0.0,191.229797363281,2.0,5.33209180831909,0.0,0.0,175.201019287109,0.0,0.0,3.33209204673767,0.0,0.0,2.66418385505676,0.0,0.0,160.587356567383,0.5,1.0,0.0,0.0,0.0,80.716552734375,0.0,0.0,2.0,3.0,0.0,38.0709648132324,0.0,0.0,0.0,0.0,0.235702261328697,0.0,17.0699996948242,0.0962250456213951,0.0,0.0,0.0,1.0,0.0,0.0,4.99156379699707,0.0,0.0,0.0,0.40824830532074,2.77005553245544,20.0,0.0,0.0,0.0,0.0,2.18252205848694,0.0,0.0,0.866025388240814,1.0,0.0,0.0,0.288675129413605,0.0,0.577350258827209,0.0,1.41421353816986,0.0,0.288675129413605,0.0,0.0,4.27005577087402,0.0,0.0,0.0,0.0,0.0,2.20689940452576,0.0,0.0,0.0
InChI%3D1S%2FC17H19NO3%2Fc19-17%2818-10-4-1-5-11-18%297-3-2-6-14-8-9-15-16%2812-14%2921-13-20-15%2Fh2-3%2C6-9%2C12H%2C1%2C4-5%2C10-11%2C13H2%2Fb6-2-%2C7-3-,0.0,,0.0,0.496383905410767,5.21687841415405,0.0,,,15.8790168762207,-0.367459028959274,3.70294976234436,0.0,,,0.0,,8.0222225189209,0.152542471885681,2.54104065895081,0.0,0.0,0.210818514227867,4.48753452301025,-0.0262532401829958,1.67231631278992,1344.0400390625,0.0294627826660872,-0.00626372825354338,6.0,0.74518209695816,0.137133896350861,479.0,1.0,0.430970817804337,0.0,0.101206243038177,0.0,0.0,0.0,0.857142865657806,0.0,1131.0,0.117851130664349,0.0,,0.0,0.0,0.0,0.336770117282867,,9.0,,0.369226783514023,1.74020218849182,3.0,0.0,,0.0,,3.0,0.0,,5.39231729507446,,0.0,,0.378584206104279,0.0,,,0.0,,0.0,0.0,0.0,,,0.0402412042021751,0.0,0.5,1.0,0.0,0.0,0.0,,0.0,,,0.939066827297211,0.0,0.0,23.6833953857422,0.0,25.1590156555176,0.0,,0.0,1235.34497070312,0.0,33.4869499206543,,0.0,1390.98779296875,0.0,,29.6570148468018,,0.0,23.1587371826172,3.0,0.0,1784.51037597656,0.461538463830948,1.0,0.0,,,1595.63342285156,0.0,0.0,2.0,27.0,,1232.630859375,,,0.0,,0.795466125011444,,38.7700004577637,1.01061379909515,0.0,,,4.0,0.0,,14.4933528900146,0.995388627052307,0.0,,0.939826428890228,10.3264999389648,106.0,,,0.0,0.0,8.78997230529785,,0.201184466481209,7.37469148635864,18.127649307251,,0.0,2.34792923927307,,5.90017509460449,0.0,13.060170173645,,3.40674638748169,4.36853170394897,1.0,11.9560508728027,0.0,,,3.89488863945007,2.67214632034302,7.36116933822632,1.91190683841705,,
