SMILES,VCH-5,BCUTw-1h,PolarSurfaceArea,SCH-6,KierShape2,MDEN-23,KierShape3,ATSc4,SCH-7,VCH-6,VCH-7,XLogP,MolarRefractivity,khs.dsN,FPSA-3,BCUTw-1l,Kier2,Kier3,MolecularWeight,THSA,khs.sssN,BCUTc-1h,HBA1,khs.sssCH,BCUTp-1l,SC-3,HBA2,LogP,KierShape1,FractionRotatableBonds
InChI%3D1S%2FC20H31NO6%2Fc1-6-13%284%2918%2823%2927-16-8-10-21-9-7-15%2817%2816%2921%2911-26-19%2824%2920%2825%2C12%282%293%2914%285%2922%2Fh6-7%2C12%2C14%2C16-17%2C22%2C25H%2C8-11H2%2C1-5H3,0.127240225672722,16.0008068084717,97.5,0.383276641368866,9.66686496133254,0.0,4.95074380165289,0.0220991708338261,0.594116032123566,0.225366085767746,0.301487296819687,0.90499997138977,98.5425,0.0,0.0332755111157894,11.996150970459,9.66686534881592,4.95074367523193,350.220991134644,540.663146972656,1.0,0.29699581861496,6.0,4.0,4.9495849609375,2.46021509170532,6.0,1.3419,23.280612244898,0.321428571428571
InChI%3D1S%2FC17H15NO2%2Fc1-11%2819%2918%2812%282%2920%2917-9-5-8-15-14-7-4-3-6-13%2814%2910-16%2815%2917%2Fh3-9H%2C10H2%2C1-2H3,0.0441941730678082,15.9959239959717,37.38,0.363402307033539,6.01171875,0.0,2.72,-0.106043800711632,0.623909473419189,0.150477677583694,0.222629010677338,2.67700004577637,78.525,0.0,0.0314273536205292,11.8999996185303,6.01171875,2.72000002861023,250.191993713379,451.043853759766,1.0,0.211797565221786,3.0,0.0,4.90061712265015,1.48877549171448,3.0,3.1572,14.9173553719008,0.136363636363636
InChI%3D1S%2FC12H10O%2Fc13-12-9-5-4-8-11%2812%2910-6-2-1-3-7-10%2Fh1-9%2C13H,0.0,15.9949178695679,20.23,0.185395404696465,4.48148148148148,0.0,2.26843100189036,-0.00100874260533601,0.190371423959732,0.0598527938127518,0.0423489958047867,2.57100009918213,53.5428,,0.0561859980225563,11.8500003814697,4.48148155212402,2.26843094825745,160.130995750427,351.009399414062,,0.0926062166690826,1.0,0.0,5.38322877883911,0.538451671600342,1.0,3.0592,9.55102040816327,0.0714285714285714
InChI%3D1S%2FC6H6ClN%2Fc7-4-6-2-1-3-8-5-6%2Fh1-3%2C5H%2C4H2,0.0,34.9693794250488,12.89,0.102062076330185,3.11111111111111,0.0,1.8,-0.046887319535017,0.0721687823534012,0.0248451996594667,0.0175682101398706,0.377000004053116,33.794,0.0,0.0355733260512352,11.9985628128052,3.11111116409302,1.79999995231628,121.525997161865,297.9599609375,0.0,0.117882013320923,1.0,0.0,5.51820087432861,0.20412415266037,1.0,1.8204,6.125,0.125
InChI%3D1S%2FC10H13N5O3S%2Fc11-10-13-8-7%289%2819%2914-10%2912-3-15%288%296-1-4%2817%295%282-16%2918-6%2Fh3-6%2C16-17H%2C1-2H2%2C%28H3%2C11%2C13%2C14%2C19%29,0.108260184526443,31.972677230835,158.84,0.454530030488968,5.41311134235172,1.19055080413818,2.49215792320173,-0.21305239200592,0.808083415031433,0.20024074614048,0.313969641923904,-0.757000029087067,66.605,0.0,0.0751915723085403,11.9984607696533,5.41311120986938,2.49215793609619,270.208996772766,417.135528564453,1.0,0.147440418601036,7.0,6.0,4.31329727172852,1.50166130065918,8.0,-0.8317,13.9591836734694,0.0952380952380952
InChI%3D1S%2FC3H4N2O3%2Fc6-3-5%284-7%291-2-8-3%2Fh1-2H2,0.0456435456871986,16.0061416625977,58.97,0.201184466481209,2.52,1.0,1.25,-0.156677961349487,0.16666667163372,0.0390463136136532,0.0166666675359011,-0.323000013828278,21.6292,1.0,0.0383393242955208,11.9888429641724,2.51999998092651,1.25,112.043997764587,216.231979370117,1.0,0.428372502326965,5.0,0.0,3.06512117385864,0.402368932962418,5.0,0.0579,6.125,0.125
InChI%3D1S%2FC2H5NS%2Fc1-2%283%294%2Fh1H3%2C%28H2%2C3%2C4%29,0.0,31.972677230835,62.65,0.0,1.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.742999970912933,22.3867,0.0,0.0389539785683155,11.9986572265625,1.33333337306976,,70.0960006713867,219.042373657227,0.0,0.109367303550243,2.0,0.0,5.37799692153931,0.577350258827209,2.0,0.9134,4.0,0.0
InChI%3D1S%2FC14H15N3%2Fc1-10-5-3-4-6-14%2810%2917-16-12-7-8-13%2815%2911%282%299-12%2Fh3-9H%2C15H2%2C1-2H3,0.0,14.0050954818726,50.74,0.151374712586403,6.25,0.0,3.72889417360285,-0.000611513911280781,0.326454192399979,0.0518340393900871,0.0889038145542145,2.45900011062622,70.9464,2.0,0.0380522720515728,11.8500003814697,6.25,3.72889423370361,210.174995422363,500.347686767578,0.0,0.119769714772701,3.0,0.0,5.85982513427734,1.07789754867554,3.0,4.301,13.4320987654321,0.111111111111111
InChI%3D1S%2FC8H16N2O3%2Fc1-3-5-6-7-10%289-12%298%2811%2913-4-2%2Fh3-7H2%2C1-2H3,0.0,15.9969234466553,58.97,0.0,8.59171597633136,1.0,6.12244897959184,-0.166394397616386,0.0,0.0,0.0,2.22900009155273,49.048,1.0,0.0294071510434151,11.8900003433228,8.59171581268311,6.12244892120361,172.098996162415,395.221252441406,1.0,0.362645000219345,5.0,0.0,3.36892461776733,0.402368932962418,5.0,2.3165,13.0,0.666666666666667
InChI%3D1S%2FC6H7N3O%2Fc1-9%288-10%296-4-2-3-5-7-6%2Fh2-5H%2C1H3,0.0,15.9949178695679,45.56,0.102062076330185,4.0,1.41421353816986,2.28571428571429,-0.0721288770437241,0.0589255653321743,0.0248451996594667,0.0111111113801599,-0.446999996900558,38.435,1.0,0.0327297039330006,11.9885530471802,4.0,2.28571438789368,130.085997581482,397.664031982422,1.0,0.13090854883194,4.0,0.0,3.29023146629333,0.402368932962418,4.0,1.1992,8.1,0.2
InChI%3D1S%2FC17H14O6%2Fc1-20-10-6-11-14%288-4-5-21-17%288%2922-11%2915-13%2810%297-2-3-9%2818%2912%287%2916%2819%2923-15%2Fh4-6%2C8-9%2C17-18H%2C2-3H2%2C1H3,0.175606653094292,15.9999399185181,78.13,0.661460280418396,5.5,0.0,2.08284023668639,-0.369152694940567,1.16455733776093,0.285692662000656,0.383012443780899,0.754999995231628,79.6988,0.0,0.0419348329305649,11.8999996185303,5.5,2.08284020423889,300.180992126465,566.459289550781,0.0,0.272886484861374,5.0,5.0,4.98340892791748,1.71298611164093,6.0,2.1272,15.2702331961591,0.037037037037037
InChI%3D1S%2FC6H6O2%2Fc7-5-1-2-6%288%294-3-5%2Fh1-4%2C7-8H,0.0,15.9959173202515,40.46,0.0833333358168602,2.52,0.0,1.8,-0.00383768999017775,0.16666667163372,0.0277777779847383,0.0248451996594667,0.653999984264374,29.7716,0.0,0.0685865804553032,11.8500003814697,2.51999998092651,1.79999995231628,104.063997268677,184.703002929688,0.0,0.120624952018261,2.0,0.0,4.62259387969971,0.577350258827209,2.0,1.0978,6.125,0.0
InChI%3D1S%2FC12H14N4%2Fc13-9-3-1-7%285-11%289%2915%298-2-4-10%2814%2912%2816%296-8%2Fh1-6H%2C13-16H2,0.0,14.0060987472534,104.08,0.136082768440247,5.10416666666667,0.0,2.83111111111111,0.0145832905545831,0.350732952356339,0.0481125228106976,0.0796118155121803,-0.582000017166138,69.5276,0.0,0.0598325952887535,11.8500003814697,5.10416650772095,2.83111119270325,200.159996032715,406.454437255859,0.0,0.151954084634781,4.0,0.0,5.88872241973877,1.27614235877991,4.0,1.6824,12.4567474048443,0.0588235294117647
InChI%3D1S%2FC2H5NO2%2Fc1-5-2%283%294%2Fh1H3%2C%28H2%2C3%2C4%29,0.0,15.9982576370239,53.31,0.0,2.25,0.0,4.0,-0.0428490415215492,0.0,0.0,0.0,0.497000008821487,17.3645,0.0,0.0659554451704025,11.9966878890991,2.25,4.0,70.0269985198975,155.502395629883,0.0,0.294618487358093,3.0,0.0,3.80779671669006,0.40824830532074,3.0,0.1256,5.0,0.25
InChI%3D1S%2FC5H10N2O%2Fc8-6-7-4-2-1-3-5-7%2Fh1-5H2,0.0,15.9949169158936,32.67,0.102062076330185,3.11111111111111,1.0,1.8,-0.0211913622915745,0.0721687823534012,0.079056940972805,0.0353553406894207,0.818000018596649,28.9992,1.0,0.0274417325854301,11.8999996185303,3.11111116409302,1.79999995231628,104.067997932434,322.386016845703,1.0,0.0973048061132431,3.0,0.0,3.21393537521362,0.20412415266037,3.0,1.0916,6.125,0.125
InChI%3D1S%2FC7H15Cl2N2O2P%2Fc8-2-5-11%286-3-9%2914%2812%2910-4-1-7-13-14%2Fh1-7H2%2C%28H%2C10%2C12%29,0.0,34.970157623291,51.38,0.0883883461356163,5.77777777777778,0.5,3.27272727272727,-0.089303694665432,0.139419376850128,0.0484365150332451,0.0414355918765068,0.834999978542328,56.6374,0.0,0.0421960763633251,11.9985513687134,5.77777767181396,3.27272725105286,245.968996047974,417.061492919922,1.0,0.32890847325325,4.0,0.0,4.2667441368103,0.946923434734344,4.0,2.2128,12.0714285714286,0.357142857142857
InChI%3D1S%2FC3H5N3O4%2Fc4-3%289%296%285-10%291-2%287%298%2Fh1H2%2C%28H2%2C4%2C9%29%28H%2C7%2C8%29,0.0,16.016996383667,116.88,0.0,4.7603305785124,1.0,4.48,0.00625451374799013,0.0,0.0,0.0,-0.767000019550323,28.55,1.0,0.0750725120306015,11.9989995956421,4.76033067703247,4.48000001907349,142.049997329712,137.332107543945,1.0,0.275792300701141,6.0,0.0,3.24147057533264,0.90824830532074,7.0,-1.7875,10.0,0.444444444444444
InChI%3D1S%2FC14H8O3%2Fc15-11-7-3-6-10-12%2811%2914%2817%299-5-2-1-4-8%289%2913%2810%2916%2Fh1-7%2C15H,0.0,15.9969253540039,54.37,0.188411757349968,4.59183673469388,0.0,1.86555621653778,-0.0590866655111313,0.416858673095703,0.0674590393900871,0.11022587865591,0.708999991416931,61.4138,0.0,0.0496798157691956,11.8999996185303,4.59183692932129,1.86555624008179,216.150994300842,308.061492919922,0.0,0.250395834445953,3.0,0.0,5.48431921005249,1.13996183872223,3.0,2.1676,12.0554016620499,0.0
InChI%3D1S%2FC5H6O2%2Fc6-4-5-2-1-3-7-5%2Fh1-3%2C6H%2C4H2,0.039283711463213,16.0007247924805,33.37,0.102062076330185,2.34375,0.0,1.18518518518519,0.107042357325554,0.102062076330185,0.0277777779847383,0.0124225998297334,0.382999986410141,24.6308,0.0,,11.9939661026001,2.34375,1.1851851940155,92.0529975891113,,0.0,0.169376835227013,1.0,0.0,3.99474692344666,0.20412415266037,2.0,0.7719,5.14285714285714,0.142857142857143
InChI%3D1S%2FC2H5N3O2%2Fc1-5%284-7%292%283%296%2Fh1H3%2C%28H2%2C3%2C6%29,0.0,15.9982595443726,76.75,0.0,3.06122448979592,1.0,2.66666666666667,-0.0974544435739517,0.0,0.0,0.0,-0.149000003933907,23.9135,1.0,0.0536886006593704,11.9966869354248,3.06122446060181,2.66666674613953,98.0409984588623,173.23876953125,1.0,0.25370928645134,5.0,0.0,3.05924677848816,0.569035589694977,5.0,0.0924,7.0,0.333333333333333
InChI%3D1S%2FC9H18N3OP%2Fc1-7-4-10%287%2914%2813%2C11-5-8%2811%292%2912-6-9%2812%293%2Fh7-9H%2C4-6H2%2C1-3H3,0.367607325315475,30.973762512207,35.91,1.28617906570435,2.5679012345679,0.0,0.897959183673469,-0.347378015518188,2.73115706443787,0.90119993686676,1.61390435695648,0.188999995589256,49.4511,0.0,0.0296720340847969,11.8900003433228,2.56790113449097,1.22222220897675,197.092997550964,400.000152587891,3.0,0.27582386136055,4.0,3.0,4.74305486679077,1.65688526630402,4.0,1.0205,9.2421875,0.1875
InChI%3D1S%2FC14H16N2O2%2Fc1-17-13-7-9%283-5-11%2813%2915%2910-4-6-12%2816%2914%288-10%2918-2%2Fh3-8H%2C15-16H2%2C1-2H3,0.0,15.9982633590698,70.5,0.136082768440247,6.43786982248521,0.0,3.32179930795848,0.0924159958958626,0.310875236988068,0.0481125228106976,0.0714758932590485,0.882000029087067,73.8068,0.0,0.0546862035989761,11.9961957931519,6.43787002563477,3.32179927825928,228.165994644165,462.673736572266,0.0,0.094812586903572,4.0,0.0,4.9990086555481,1.13807117938995,4.0,2.5352,14.409972299169,0.157894736842105
InChI%3D1S%2FC5H12O%2Fc1-5%282%2C3%296-4%2Fh1-4H3,0.0,15.9949159622192,9.23,0.0,1.63265306122449,0.0,5.33333333333333,0.0154554387554526,0.0,0.0,0.0,1.32000005245209,26.762,0.0,0.0304397791624069,11.8900003433228,1.63265311717987,5.33333349227905,76.0539979934692,272.369567871094,0.0,0.13202939927578,1.0,0.0,4.65437078475952,1.56066012382507,1.0,1.4313,6.0,0.2
InChI%3D1S%2FC4H8%2Fc1-4%282%293%2Fh1H2%2C2-3H3,0.0,12.1100368499756,0.0,0.0,1.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,1.84800004959106,20.488,0.0,0.0254078172147274,11.8900003433228,1.33333337306976,,48.0439987182617,259.706756591797,0.0,0.048163253813982,0.0,0.0,5.170485496521,0.577350258827209,0.0,1.5824,4.0,0.0
InChI%3D1S%2FC24H26FNO4%2Fc1-15%282%2926-21-6-4-3-5-20%2821%2924%2816-7-9-17%2825%2910-8-16%2922%2826%2912-11-18%2827%2913-19%2828%2914-23%2829%2930%2Fh3-12%2C15%2C18-19%2C27-28H%2C13-14H2%2C1-2H3%2C%28H%2C29%2C30%29,0.0,15.9987049102783,85.52,0.0,11.2276543209877,1.41421353816986,6.29250891795482,-0.0298642683774233,0.0,0.0,0.0,-0.633000016212463,113.6921,2.0,0.036894403398037,11.9963998794556,6.69421482086182,4.44444465637207,385.264989852905,361.454010009766,1.0,0.236346185207367,3.0,0.0,3.34167456626892,0.402368932962418,5.0,3.2934,24.638671875,0.25
InChI%3D1S%2FC5H11N3O3%2Fc1-2-8%287-11%295%2810%296-3-4-9%2Fh9H%2C2-4H2%2C1H3%2C%28H%2C6%2C10%29,0.0,15.9987049102783,85.49,0.0,6.69421487603306,1.41421353816986,4.44444444444444,-0.0298642683774233,0.0,0.0,0.0,-0.633000016212463,40.1916,2.0,0.0482139587402344,11.9963998794556,6.69421482086182,4.44444465637207,150.072997093201,244.627349853516,1.0,0.236346185207367,6.0,0.0,3.34167456626892,0.402368932962418,6.0,-0.104,11.0,0.5
