SMILES,LOAEL_log_mg/kg_bw/day
'COP(=O)(NC(=O)(C))SC',1.54406804435028
'C1=CC=C(C=C1)NC(=O)NC2=CN=NS2',1.47712125471966
'CCOP(=S)(NC(C)C)OC1=CC=CC=C1C(=O)OC(C)C',-0.301029995663981
'CC(=NOC(=O)N(C)SN(C)C(=O)ON=C(C)SC)SC',1
'CCOP(=S)(OCC)OC1=NC(=NC(=C1)C)C(C)C',0.176091259055681
'NC(CCCC1)C1',1.76715586608218
'CN1C=C(c2ccccc2)C(=O)C(c3cc(C(F)(F)F)ccc3)=C1',1.51188336097887
'ClC1CC2C(C1Cl)C3(Cl)C(=C(Cl)C2(Cl)C3(Cl)Cl)Cl',-0.301029995663981
'CCCCC(CC)COC(=O)C1=CC=CC=C1C(=O)OCC(CC)CCCC',2.30102999566398
'OC(=O)CNCP(O)(O)=O',3
'C1CNC(=S)N1',-0.638272163982407
'O=C(N(OC)C)Nc(ccc(c1Cl)Cl)c1',0.795880017344075
'C1=CC=C2C(=C1)NC(=S)S2',2.8750612633917
'CCOP(=S)(OCC)OC1=NC(=C(C=C1Cl)Cl)Cl',1
'c(c(c(c(c1Cl)Cl)Cl)Cl)(c1Cl)Cl',-0.537602002101044
'COc1ccc(cc1)C(c2ccc(OC)cc2)C(Cl)(Cl)Cl',2.09691001300806
'C1=CC(=CC=C1Cl)Cl',2.47712125471966
'CC(C)OC(=O)NC1=CC(=CC=C1)Cl',2.69897000433602
'COP(=O)(OC)OC=C(Cl)Cl',0.332438459915605
'CCOP(=S)(OCC)Oc1ccc(cc1)N(=O)=O',-0.376750709602100
'CNC(=O)N(C)c1nnc(s1)C(C)(C)C',1.60205999132796
'CCCCOCCOCCOCC1=CC2=C(C=C1CCC)OCO2',2.39794000867204
'CC(C(=O)O)OC1=C(C=C(C=C1)Cl)Cl',0.954242509439325
'CC1(C(C1C(=O)OC(C#N)C2=CC(=C(C=C2)F)OC3=CC=CC=C3)C=C(Cl)Cl)C',1.09691001300806
'C(#N)c(c(c(c(c1C(#N))Cl)Cl)Cl)c1Cl',0.602059991327962
'O=C(OCC)C(O)(c(ccc(c1)Cl)c1)c(ccc(c2)Cl)c2',1.26481782300954
'O=C(N(C)C)Nc(ccc(c1)Cl)c1',2.09691001300806
'O=C(N(SC(Cl)(Cl)Cl)C(=O)C1CC=CC2)C12',2
'CCc1cccc(C)c1N(C(C)COC)C(=O)CCl',2.17609125905568
'C1=CC(=C(C=C1Cl)Cl)OCC(=O)O',0.698970004336019
'CCNC1=NC(=NC(=N1)Cl)NC(C)(C)C#N',0.0969100130080564
'C(C(C(C(C1Cl)Cl)Cl)Cl)(C1Cl)Cl',0.662757831681574
'COP(=S)(OC)OC1=CC(=C(C=C1Cl)Cl)Cl',1.69897000433602
'C1C2C=CC1C3C2C4(C(=C(C3(C4(Cl)Cl)Cl)Cl)Cl)Cl',-2
'CC1(C(C1C(=O)OCC2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Cl)Cl)C',1.39794000867204
'CCN(CC)C(=O)C(C)OC1=CC=CC2=CC=CC=C21',2
'ClC1C=CC2C1C3(Cl)C(=C(Cl)C2(Cl)C3(Cl)Cl)Cl',-0.602059991327962
'CC(=CC(=O)NC)OP(=O)(OC)OC',-0.346787486224656
'CC(C)C1(C)N=C(NC1(=O))c3nc2ccccc2cc3C(=O)(O)',1.30102999566398
'CC(C)Nc1nc(Cl)nc(NC(C)C)n1',1.69897000433602
'CC(C(=O)O)(Cl)Cl',1.69897000433602
'CC1(C(C1C(=O)OC(C#N)C2=CC(=C(C=C2)F)OC3=CC=CC=C3)C=C(Cl)Cl)C',0.8750612633917
'O=C(NC)CSP(OC)(OC)=S',0.698970004336019
'C12C3(C4(C5(C3(C(C1(C5(C2(C4(Cl)Cl)Cl)Cl)Cl)(Cl)Cl)Cl)Cl)Cl)Cl',-2
'COC(=O)C1=CC=CC=C1C(=O)OC',3.30102999566398
'CCOP(=S)(OCC)SCSC(C)(C)C',-1.30102999566398
'CCC(C)SP(=O)(OCC)SC(C)CC',-0.602059991327962
'CCOP(=S)(OCC)SCSC(C)(C)C',0.301029995663981
'C1C(C(C(=O)N1C2=CC=CC(=C2)C(F)(F)F)Cl)CCl',0.698970004336019
'O=C(O)C(C(C(=O)O)C(O1)CC2)C12',2.06069784035361
'O=C(Oc(c(OC(C1)(C)C)c1cc2)c2)NC',0.698970004336019
'Oc(c(c(c(c1)Cl)Cl)Cc(c(c(cc2Cl)Cl)Cl)c2O)c1Cl',0.698970004336019
'CC1(CON(C1=O)CC2=CC=CC=C2Cl)C',1.33243845991561
'CCC(C)N1C(=O)C(=C(NC1=O)C)Br',1.79588001734408
'CC1=CC(=CC(=C1N(C)C)C)OC(=O)NC',0.176091259055681
'CNC(=O)OC1=CC=CC(=C1)N=CN(C)C',1.09691001300806
'CC1=NN(C(=O)N1C(F)F)C2=CC(=C(C=C2Cl)Cl)NS(=O)(=O)C',1.82607480270083
'CCOP(=S)(CC)SC1=CC=CC=C1',0.698970004336019
'CCOP(=S)(OCC)SC(CCl)N1C(=O)C2=CC=CC=C2C1=O',0.397940008672038
'N1CC(C)(C)CNC1=NN=C(C=Cc2ccc(C(F)(F)F)cc2)C=Cc3ccc(C(F)(F)F)cc3',0.698970004336019
'CC1=C(C(=C(C(=C1F)F)COC(=O)C2C(C2(C)C)C=C(C(F)(F)F)Cl)F)F',0.662757831681574
'CC1=CC(=C(C=C1)N=CN(C)C=NC2=C(C=C(C=C2)C)C)C',1.00860017176192
'S=P(OC)(OC)SCN1C(=O)SC(OC)=N1',-0.0969100130080564
'CC(C)N(C(C)C)C(=O)SCC(Cl)=C(Cl)Cl',1.09691001300806
'S=P(OC)(OC)SCN1N=Nc2ccccc2C1(=O)',0.352182518111362
'CC1=NC(=NC(=N1)OC)NC(=O)NS(=O)(=O)C2=CC=CC=C2CCC(F)(F)F',1.90254677931399
'O=C(N(S(=O)(=O)Nc1cccc2)C(C)C)c12',1.60205999132796
'CCN(CC)c1nc(C)cc(OP(=S)(OC)OC)n1',1.13987908640124
'O=C(ON=CC(SC)(C)C)NC',-1
'ClC(Cl)(Cl)CC1(OC1)c2cc(Cl)cc(Cl)c2',1.47712125471966
'CCC1CCCC(C(C(=O)C2CC3C(C2CC(=O)O1)CCC4C3CC(C4)OC5CC(C(C(C5OC)OC)OC)C)C)OC6CCC(C(O6)C)N(C)C',1.38021124171161
'CC(C)(C)C(=NOC(=O)NC)CSC',0.778151250383644
'CON=C(CC1=CN=CC=C1)C2=C(C=C(C=C2)Cl)Cl',1.65321251377534
'CC(=CC1C(C1(C)C)C(=O)OCN2C(=O)C3=C(C2=O)CCCC3)C',2.39794000867204
'C1COC(O1)(CN2C=NC=N2)C3=C(C=C(C=C3)Cl)Cl',1
'CCCOC(=O)C1=CN=C(C=C1)C(=O)OCCC',2.39794000867204
'CC1=CC(=NC(=N1)NC(=O)NS(=O)(=O)C2=CC=CC=C2C(=O)OC3COC3)C',1.91907809237607
'C1=C(C(=NC(=C1Cl)Cl)OCC(=O)O)Cl',1.55630250076729
'CCOCN1C(=C(C(=C1C(F)(F)F)Br)C#N)C2=CC=C(C=C2)Cl',1.13353890837022
'CC(C)CC1=C(C(=NC(=C1C(=O)SC)C(F)(F)F)C(F)F)C(=O)SC',0.559906625036112
'CC12CC1(C(=O)N(C2=O)C3=CC(=CC(=C3)Cl)Cl)C',1.17609125905568
'CC1=CC(=C(C=C1)C(=O)OC)C2=NC(C(=O)N2)(C)C(C)C',1.69897000433602
'COP(=S)(OC)OC1=NC(=C(C=C1Cl)Cl)Cl',0.477121254719662
'CC(C)CC1=C(C(=NC(=C1C(=O)OC)C(F)F)C(F)(F)F)C2=NCCS2',1.64542226934909
'CCOC(=O)C(CC1=CC(=C(C=C1Cl)F)N2C(=O)N(C(=N2)C)C(F)F)Cl',1.07918124604762
'CC(C)=CC3C(C(=O)OCc2coc(Cc1ccccc1)c2)C3(C)C',2.09691001300806
'CCCSP(=S)(OCC)OC1=CC=C(C=C1)SC',1.06069784035361
'CC1=CC(=C(C(=C1)OC(=O)NC)C)C',1.77232170672292
'CC1=CC=CC=C1COC2CC3(CCC2(O3)C)C(C)C',2.17609125905568
'CC1=C2C(=CC=C1)SC3=NN=CN23',1.49136169383427
'CCC(=C1C(=O)CC(CC1=O)CC(C)SCC)NOCC=CCl',2
'CCCN(CCC)C(=O)SCC',0.954242509439325
'CC(C)OC(=O)C=C(C)C=CCC(C)CCCC(C)(C)OC',1.66275783168157
'COP(=S)(OC)Oc1ccc(SC)c(C)c1',0.574031267727719
'COC1=C(C=C(C=C1)C(=CC(=O)N2CCOCC2)C3=CC=C(C=C3)Cl)OC',1.66558099101795
'CCSC(=O)N(CC(C)C)CC(C)C',2
'CC(C)OP(=S)(OC(C)C)SCCNS(=O)(=O)C1=CC=CC=C1',1.17609125905568
'CC(=CC1C(C1(C)C)C(=O)OCC2=CC(=CC=C2)OC3=CC=CC=C3)C',2.17609125905568
'CC1=CC(=CC(=C1C)C)OC(=O)NC',1
'CCOP(=S)(OCC)SCSC1=CC=C(C=C1)Cl',0
'C1CN(CCN1C(C(Cl)(Cl)Cl)NC=O)C(C(Cl)(Cl)Cl)NC=O',2
'C(=CC=C1)(C2=C1)NC(=N2)C(=CS3)N=C3',0.301029995663981
'C1(=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl)[N+](=O)[O-]',2.09691001300806
'CCCC(=NOCC)C1C(=O)CC(CC1=O)CC(C)SCC',1.21906033244886
'ClC2(Cl)C4(Cl)C1(Cl)C5(Cl)C(Cl)(Cl)C3(Cl)C1(Cl)C2(Cl)C3(Cl)C45Cl',-0.154901959985743
'CCN(C1CCCCC1)C(=O)SCC',0.477121254719662
'CC1=NC(=NC(=N1)OC)NC(=O)NS(=O)(=O)C2=CC=CC=C2OCCCl',2.34399906905716
'C(C(=O)O)OC1=NC(=C(C(=C1Cl)N)Cl)F',2.69897000433602
'CC1=C(C(=O)CC1OC(=O)C2C(C2(C)C)C=C(C)C)CC#C',1.97772360528885
'C1C(COC1(CN2C=NC=N2)C3=C(C=C(C=C3)Cl)Cl)Br',0.811575005870593
'C1=NNC(=N1)N',0.397940008672038
'C1=CC(=C(C(=C1)F)C(=O)NC(=O)NC2=CC(=C(C(=C2F)Cl)F)Cl)F',1.41497334797082
'C1=CC(=CC=C1OS(=O)(=O)C2=CC=C(C=C2)Cl)Cl',0.397940008672038
'FC(F)(F)C(=CC(N(=O)=O)=C1N(C(C)C)C(C)C)C=C1N(=O)=O',3
'CC1=C(C(=O)CC1OC(=O)C2C(C2(C)C)C=C(C)C)CC=C',1.8750612633917
'C1=CC(=C(C(=C1)Cl)C#N)Cl',0.397940008672038
'C1C(O1)COC2=CC=CC=C2C3=CC=CC=C3',2.69897000433602
'CC1=CC=CC=C1OCC2=CC=CC=C2C(=NOC)C(=O)OC',2.57403126772772
'O=N(=O)C(C(=C1N(=O)=O)N(C(C)C)C(C)C)=CC(=C1)S(=O)(=O)N',1.56655533088306
'C1=CC(=C(C2=NC=C(C=C21)Cl)C(=O)O)Cl',2.87909587950007
'CC(C)NC(=O)N1CC(=O)N(C1=O)C2=CC(=CC(=C2)Cl)Cl',1.66275783168157
'CCCN(CCCl)C1=C(C=C(C=C1[N+](=O)[O-])C(F)(F)F)[N+](=O)[O-]',2.30621050816776
'C1=CC=C(C=C1)C2=CC=CC=C2O',3
'O=C(N(C)C)Nc(cccc1C(F)(F)F)c1',1.17609125905568
'C1=CC(=NC(=C1)Cl)C(Cl)(Cl)Cl',0
'Clc1cc(Cl)cc(Cl)c1OCCN(CCC)C(=O)n2cncc2',0.8750612633917
'CC1=CC(=C(C=C1NC(=O)C)NS(=O)(=O)C(F)(F)F)C',1.44090908206522
'C(=C(I)I)(I)I',1.69897000433602
'C1=C(C=C(C(=C1Cl)N2C(=C(C(=N2)C#N)S(=O)C(F)(F)F)N)Cl)C(F)(F)F',-1.22184874961636
'O=C(N(C)C)Nc(ccc(c1Cl)Cl)c1',0.795880017344075
'CC1=C(C(=O)CC1OC(=O)C2C(C2(C)C)C=C(C)C)CC=C',1.38916608436453
'CC1=CC2=C(C=C1)N=C3C(=N2)SC(=O)S3',0.8750612633917
'CC(C)N(C(=O)CCl)c1ccccc1',1.36172783601759
'CC(C)C1(C(=O)NC(=N1)C2=C(C=CC=N2)C(=O)O)C',2.69897000433602
'CC1(C(C1(C)C)C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C',1.28891960566173
'CN1CN(C(=S)SC1)C',1.47712125471966
'ClC(Cl)=CC1C(C)(C)C1C(=O)OC(C(#N))c2cccc(Oc3ccccc3)c2',1.8750612633917
'ClC2C1OC1C3C2C4(Cl)C(=C(Cl)C3(Cl)C4(Cl)Cl)Cl',-0.698970004336019
'CCOC(=O)CN1C2=C(C=CC=C2Cl)SC1=O',1.09691001300806
'CCCN(CCC)C1=C(C=C(C(=C1[N+](=O)[O-])N)C(F)(F)F)[N+](=O)[O-]',1.46834733041216
'C1=CC=C(C=C1)C(CCC2=CC=C(C=C2)Cl)(CN3C=NC=N3)C#N',1.60205999132796
'CC(C)(C)C(CCC1=CC=C(C=C1)Cl)(CN2C=NC=N2)O',1.20139712432045
'CC1=C(C=CC=C1COC(=O)C2C(C2(C)C)C=C(C(F)(F)F)Cl)C3=CC=CC=C3',0.698970004336019
'C(=CC=C1)(C2=C1)NC(=N2)C(=CS3)N=C3',1.60205999132796
'C1=C(C=C(C(=C1Cl)N)Cl)[N+](=O)[O-]',2.17609125905568
'CC1=C(C=C(C=C1C(=O)N)[N+](=O)[O-])[N+](=O)[O-]',0.795880017344075
'CC(C)OC1=CC=CC(=C1)NC(=O)C2=CC=CC=C2C(F)(F)F',2.69897000433602
'OC(c1ccc(Cl)cc1)(c2ccc(Cl)cc2)C(Cl)(Cl)Cl',0.397940008672038
'O=P(O)(O)CCCl',2.64933485871214
'CN(C(=O)NC1=CC=C(C=C1)Br)OC',1.09691001300806
'CC1=CC(=CC=C1)NC(=O)OC2=CC=CC(=C2)NC(=O)OC',1.39794000867204
