SMILES,THSA,WNSA-1,WPSA-1,nHBAcc,apol,RNCG,WNSA-2,WPSA-2,bpol,WNSA-3,WPSA-3,nHBDon,RPSA,RNCS,PNSA-1,RPCG,FNSA-1,PNSA-2,RPCS,FNSA-2,PNSA-3,RHSA,FNSA-3,PPSA-1,TPSA,FPSA-1,DPSA-1,PPSA-2,FPSA-2,DPSA-2,PPSA-3,FPSA-3,DPSA-3
InChI%3D1S%2FC9H12N2O%2Fc1-11%2810-12%298-7-9-5-3-2-4-6-9%2Fh2-6H%2C7-8H2%2C1H3,380.979522705078,43.6766738891602,101.468734741211,1.0,26.8435153961182,0.251741081476212,-28.7408008575439,66.7700271606445,14.7364835739136,-4.04264545440674,4.89709138870239,0.0,0.0,1.72755217552185,114.643096923828,0.0946763977408409,0.30091667175293,-75.4392242431641,1.69020962715149,-0.198013842105865,-10.6111879348755,1.0,-0.0278523825109005,266.33642578125,0.0,0.69908332824707,151.693344116211,175.258819580078,0.460021615028381,250.698043823242,12.8539485931396,0.0337392091751099,23.4651355743408
InChI%3D1S%2FC10H9Cl4NO2S%2Fc11-9%2812%2910%2813%2C14%2918-15-7%2816%295-3-1-2-4-6%285%298%2815%2917%2Fh1-2%2C5-6%2C9H%2C3-4H2,442.177795410156,163.342956542969,105.55500793457,3.0,37.9251365661621,0.194431900978088,-234.069198608398,151.259521484375,17.6948623657227,-23.861644744873,6.08292722702026,0.0,0.147286430001259,5.37108373641968,314.997161865234,0.188113421201706,0.607453286647797,-451.388519287109,0.0,-0.870475947856903,-46.0157623291016,0.852713584899902,-0.0887386575341225,203.556549072266,76.3759307861328,0.392546683549881,-111.440620422363,291.694976806641,0.562516391277313,743.08349609375,11.7305631637573,0.0226216930896044,57.7463226318359
InChI%3D1S%2FC14H12N4O2%2Fc15-5-1-2-6%2816%2910-9%285%2913%2819%2911-7%2817%293-4-8%2818%2912%2811%2914%2810%2920%2Fh1-4H%2C15-18H2,456.133270263672,129.525787353516,250.499252319336,6.0,38.6455154418945,0.154761627316475,-252.60823059082,488.537231445312,12.3944835662842,-30.6908512115479,24.5880317687988,4.0,0.260078519582748,3.15876746177673,210.11164855957,0.101241655647755,0.340834885835648,-409.771148681641,1.90398037433624,-0.664714694023132,-49.7854957580566,0.739921510219574,-0.0807600766420364,406.350067138672,160.32844543457,0.659165143966675,196.238403320312,792.485961914062,1.2855396270752,1202.25708007812,39.8857421875,0.0647010803222656,89.6712341308594
InChI%3D1S%2FC6H11IO3%2Fc1-4%287%296-9-3-5%282-8%2910-6%2Fh4-6%2C8H%2C2-3H2%2C1H3,280.863159179688,54.4120941162109,86.3843307495117,3.0,25.6507225036621,0.324988603591919,-65.7976989746094,104.460052490234,19.4472770690918,-10.9234132766724,6.60509967803955,1.0,0.251487672328949,11.2914743423462,145.010559082031,0.173536017537117,0.386459350585938,-175.35368347168,5.73542451858521,-0.467325061559677,-29.1113624572754,0.748512327671051,-0.0775830298662186,230.21794128418,94.3653335571289,0.613540649414062,85.2073822021484,278.390502929688,0.741922616958618,453.744201660156,17.6028728485107,0.0469124093651772,46.7142372131348
InChI%3D1S%2FC15H13NO2%2Fc1-10%2817%2916%2818%2913-6-7-15-12%289-13%298-11-4-2-3-5-14%2811%2915%2Fh2-7%2C9%2C18H%2C8H2%2C1H3,476.961059570312,131.888442993164,187.252380371094,1.0,37.7723083496094,0.264260560274124,-150.231948852539,213.296112060547,15.8296909332275,-14.030800819397,12.4165134429932,1.0,0.155709818005562,5.26808834075928,233.461654663086,0.209171205759048,0.413260966539383,-265.932342529297,5.2889986038208,-0.470738768577576,-24.8365497589111,0.844290196895599,-0.0439642928540707,331.463836669922,87.9644470214844,0.586739063262939,98.002197265625,377.565032958984,0.668344795703888,643.497375488281,21.9790287017822,0.0389060638844967,46.8155784606934
InChI%3D1S%2FC24H38O4%2Fc1-5-9-13-19%287-3%2917-27-23%2825%2921-15-11-12-16-22%2821%2924%2826%2928-18-20%288-4%2914-10-6-2%2Fh11-12%2C15-16%2C19-20H%2C5-10%2C13-14%2C17-18H2%2C1-4H3,1140.69958496094,543.025207519531,867.752014160156,4.0,70.7861328125,0.150228843092918,-1125.90844726562,1799.19689941406,47.289867401123,-40.5090789794922,31.5579624176025,0.0,0.039622325450182,0.744432389736176,457.183746337891,0.141805157065392,0.384912073612213,-947.924682617188,0.615422189235687,-0.798076689243317,-34.1054000854492,0.96037769317627,-0.0287140160799026,730.577697753906,47.0618667602539,0.615087926387787,273.393981933594,1514.77978515625,1.2753232717514,2462.70434570312,26.5692768096924,0.0223692040890455,60.6746788024902
InChI%3D1S%2FC9H10N4S%2Fc10-7-3-1-6%282-4-7%298-5-14-9%2812-8%2913-11%2Fh1-5H%2C10-11H2%2C%28H%2C12%2C13%29,376.68212890625,66.1071395874023,130.698226928711,4.0,32.4751014709473,0.209673345088959,-95.3561401367188,188.525466918945,16.2648983001709,-11.0683717727661,11.9703054428101,4.0,0.150904476642609,4.95266246795654,149.01496887207,0.0993306338787079,0.335901111364365,-214.946426391602,2.24793720245361,-0.484520047903061,-24.9496974945068,0.849095523357391,-0.0562401935458183,294.612548828125,66.9453735351562,0.664098918437958,145.597564697266,424.963409423828,0.957928478717804,639.909851074219,26.9827842712402,0.0608230642974377,51.9324798583984
InChI%3D1S%2FC17H19N3O3S%2Fc1-10-8-18-15%2811%282%2916%2810%2923-4%299-24%2821%2917-19-13-6-5-12%2822-3%297-14%2813%2920-17%2Fh5-8H%2C9H2%2C1-4H3%2C%28H%2C19%2C20%29,545.194152832031,96.2030181884766,311.059204101562,4.0,52.5286521911621,0.184827923774719,-181.637084960938,587.298522949219,33.8073463439941,-18.2441902160645,17.8073673248291,2.0,0.145692691206932,3.68458271026611,150.748016357422,0.0763495489954948,0.236218854784966,-284.621337890625,0.0,-0.445995420217514,-28.5882472991943,0.854307293891907,-0.0447971597313881,487.422973632812,92.9768524169922,0.763781130313873,336.674957275391,920.283935546875,1.44206476211548,1204.9052734375,27.9037551879883,0.0437245741486549,56.4920043945312
InChI%3D1S%2FCH2ClF%2Fc2-1-3%2Fh1H2,170.597671508789,29.2449073791504,19.1425685882568,0.0,5.83058595657349,0.623035907745361,-10.5971689224243,6.93649101257324,3.80941390991211,-4.96317529678345,2.37931180000305,0.0,0.224455669522285,30.7616882324219,132.948608398438,0.522070586681366,0.604390025138855,-48.1751861572266,16.6975288391113,-0.219006448984146,-22.5628070831299,0.775544345378876,-0.102571479976177,87.0229339599609,49.3738594055176,0.395609974861145,-45.925666809082,31.5335845947266,0.143353015184402,79.7087707519531,10.8164529800415,0.0491720587015152,33.3792610168457
InChI%3D1S%2FC20H24O2%2Fc1-3-20%2822%2911-9-18-17-6-4-13-12-14%2821%295-7-15%2813%2916%2817%298-10-19%2818%2C20%292%2Fh1%2C5%2C7%2C12%2C16-18%2C21-22H%2C4%2C6%2C8-11H2%2C2H3,659.043518066406,259.734954833984,316.390258789062,1.0,52.8070335388184,0.256248772144318,-381.643676757812,464.890655517578,26.236967086792,-33.7963180541992,21.1044521331787,2.0,0.131728321313858,5.10837173461914,342.193664550781,0.14821857213974,0.450830727815628,-502.805053710938,3.1936469078064,-0.662431836128235,-44.5257186889648,0.868271708488464,-0.0586614087224007,416.835479736328,99.9856262207031,0.549169301986694,74.6418304443359,612.480651855469,0.806926369667053,1115.28564453125,27.8045349121094,0.0366317108273506,72.3302536010742
InChI%3D1S%2FC2Cl6%2Fc3-1%284%2C5%292%286%2C7%298,499.1474609375,126.578979492188,300.556457519531,6.0,55.7060317993164,0.157860830426216,-265.438629150391,630.272827148438,35.2959671020508,-24.1063079833984,15.3811006546021,1.0,0.236259073019028,3.35828590393066,193.677322387695,0.129117384552956,0.296343892812729,-406.145172119141,0.389814496040344,-0.621438980102539,-36.8848419189453,0.763740956783295,-0.0564371533691883,459.878662109375,154.408538818359,0.703656077384949,266.201354980469,964.374633789062,1.47558069229126,1370.51977539062,23.5344791412354,0.0360098890960217,60.419319152832
InChI%3D1S%2FC5H10N2O3%2Fc1-7%286-10%294-2-3-5%288%299%2Fh2-4H2%2C1H3%2C%28H%2C8%2C9%29,246.555847167969,41.2265243530273,85.4915390014648,3.0,20.0739307403564,0.359317004680634,-38.0373306274414,78.8780975341797,13.5080699920654,-9.68667984008789,5.72342252731323,1.0,0.307378381490707,10.8264503479004,115.813034057617,0.280604749917984,0.325340539216995,-106.853996276855,8.60402488708496,-0.300172924995422,-27.2117004394531,0.69262158870697,-0.0764427706599236,240.161773681641,109.418960571289,0.674659430980682,124.348731994629,221.583389282227,0.622469305992126,328.437377929688,16.0781669616699,0.045166589319706,43.289867401123
InChI%3D1S%2FC6H6O2%2Fc7-5-3-1-2-4-6%285%298%2Fh1-4%2C7-8H,187.46826171875,48.9898719787598,62.6287117004395,0.0,16.164758682251,0.400645881891251,-43.7452354431152,55.9239616394043,6.559241771698,-11.0590162277222,7.42110061645508,2.0,0.438875168561935,13.246940612793,146.635131835938,0.244030743837357,0.438904255628586,-130.937026977539,9.45810222625732,-0.391917139291763,-33.1015434265137,0.561124861240387,-0.0990786254405975,187.458541870117,146.625411987305,0.561095714569092,40.8234024047852,167.390060424805,0.501027345657349,298.327087402344,22.2126350402832,0.0664862468838692,55.3141746520996
InChI%3D1S%2FC20H31NO6%2Fc1-6-13%284%2918%2823%2927-16-8-10-21-9-7-15%2817%2816%2921%2911-26-19%2824%2920%2825%2C12%282%293%2914%285%2922%2Fh6-7%2C12%2C14%2C16-17%2C22%2C25H%2C8-11H2%2C1-5H3,828.065612792969,303.491577148438,675.30224609375,7.0,61.7825813293457,0.14866216480732,-794.671630859375,1768.23193359375,41.6174163818359,-39.7275924682617,40.103084564209,2.0,0.163012146949768,5.19055271148682,306.761627197266,0.113335512578487,0.310066938400269,-803.234008789062,0.0,-0.811888694763184,-40.155647277832,0.836987853050232,-0.0405883155763149,682.578430175781,161.274459838867,0.689933061599731,375.816802978516,1787.2841796875,1.80654180049896,2590.51831054688,40.5351867675781,0.0409719422459602,80.6908340454102
InChI%3D1S%2FC17H15NO2%2Fc1-11%2819%2918%2812%282%2920%2917-9-5-8-15-14-7-4-3-6-13%2814%2910-16%2815%2917%2Fh3-9H%2C10H2%2C1-2H3,495.203002929688,137.609756469727,311.248931884766,3.0,42.6258964538574,0.23662705719471,-162.722259521484,368.048950195312,20.2941055297852,-18.4556064605713,24.33909034729,0.0,0.260857045650482,9.23225212097168,205.397155761719,0.178123235702515,0.306577026844025,-242.880233764648,17.9255523681641,-0.362524479627609,-27.5469493865967,0.739142954349518,-0.0411167405545712,464.572021484375,174.766174316406,0.693422973155975,259.174865722656,549.352111816406,0.819966197013855,792.232299804688,36.328670501709,0.054224394261837,63.8756217956543
InChI%3D1S%2FC12H10O%2Fc13-12-9-5-4-8-11%2812%2910-6-2-1-3-7-10%2Fh1-9%2C13H,278.14501953125,37.3665428161621,72.0855407714844,2.0,18.0943431854248,0.372716456651688,-30.1772022247314,58.2162437438965,7.42565584182739,-6.28264951705933,6.41558837890625,2.0,0.15926468372345,5.24720001220703,112.946014404297,0.153498813509941,0.341396361589432,-91.2151489257812,4.59099769592285,-0.275711536407471,-18.9902572631836,0.84073531627655,-0.0574009157717228,217.889419555664,52.6903991699219,0.658603608608246,104.943397521973,175.967376708984,0.531887948513031,267.182525634766,19.3920841217041,0.0586154982447624,38.3823394775391
InChI%3D1S%2FC6H6ClN%2Fc7-4-6-2-1-3-8-5-6%2Fh1-3%2C5H%2C4H2,340.696411132812,49.7362442016602,85.5568466186523,1.0,17.8407573699951,0.489779651165009,-26.7755851745605,46.0596618652344,8.29924201965332,-7.62044906616211,5.4447546005249,0.0,0.0737467631697655,13.2856111526489,135.218200683594,0.155686259269714,0.367618501186371,-72.7949371337891,3.58530688285828,-0.197908014059067,-20.7177581787109,0.926253259181976,-0.0563254877924919,232.603881835938,27.1256885528564,0.632381498813629,97.3856735229492,125.222671508789,0.340443581342697,198.017608642578,14.8026857376099,0.0402441471815109,35.5204429626465
InChI%3D1S%2FC10H13N5O3S%2Fc11-10-13-8-7%289%2819%2914-10%2912-3-15%288%296-1-4%2817%295%282-16%2918-6%2Fh3-6%2C16-17H%2C1-2H2%2C%28H3%2C11%2C13%2C14%2C19%29,474.795684814453,128.674621582031,287.225982666016,8.0,41.075065612793,0.150420859456062,-336.168182373047,750.390625,28.9269332885742,-35.2031745910645,28.5966186523438,6.0,0.26377260684967,5.02063131332397,199.525375366211,0.0804756805300713,0.309387922286987,-521.268920898438,1.96009576320648,-0.808289706707001,-54.586727142334,0.73622739315033,-0.0846432372927666,445.378204345703,170.107894897461,0.690612077713013,245.852813720703,1163.5703125,1.80425477027893,1684.83923339844,44.3424758911133,0.0687583014369011,98.92919921875
InChI%3D1S%2FC3H4N2O3%2Fc6-3-5%284-7%291-2-8-3%2Fh1-2H2,233.457336425781,39.9939422607422,61.3348121643066,3.0,12.5531721115112,0.402633428573608,-29.7880268096924,45.6829948425293,8.86482810974121,-8.30149364471436,4.09180212020874,0.0,0.2665995657444,9.99882507324219,125.639984130859,0.48702672123909,0.394694894552231,-93.5783538818359,4.68679809570312,-0.293974071741104,-26.0789375305176,0.733400404453278,-0.0819263383746147,192.681793212891,84.8644485473633,0.605305075645447,67.0418167114258,143.512008666992,0.450839400291443,237.090347290039,12.8542957305908,0.0403814539313316,38.9332313537598
InChI%3D1S%2FC2H5NS%2Fc1-2%283%294%2Fh1H3%2C%28H2%2C3%2C4%29,358.212738037109,86.5514602661133,70.1947326660156,1.0,10.853964805603,0.671462893486023,-38.4659423828125,31.1965427398682,7.74603509902954,-8.34027004241943,5.19861745834351,1.0,0.0952209755778313,25.3135547637939,218.61296081543,0.421717315912247,0.55217581987381,-97.157844543457,14.8335084915161,-0.245402708649635,-21.0659770965576,0.904779016971588,-0.0532087571918964,177.298889160156,37.6991119384766,0.447824150323868,-41.3140716552734,78.7966918945312,0.199025839567184,175.954528808594,13.130744934082,0.0331658311188221,34.1967239379883
InChI%3D1S%2FC14H15N3%2Fc1-10-5-3-4-6-14%2810%2917-16-12-7-8-13%2815%2911%282%299-12%2Fh3-9H%2C15H2%2C1-2H3,762.849731445312,202.384262084961,407.196960449219,3.0,37.94189453125,0.287922322750092,-212.436965942383,427.422973632812,17.05810546875,-14.9991369247437,25.795166015625,1.0,0.0229355376213789,5.15584754943848,259.215484619141,0.11823546141386,0.33200541138649,-272.091094970703,3.50491809844971,-0.348496586084366,-19.2110233306885,0.977064490318298,-0.0246056411415339,521.541320800781,17.9070777893066,0.667994558811188,262.325836181641,547.447021484375,0.701174795627594,819.5380859375,33.0386695861816,0.0423162095248699,52.2496910095215
InChI%3D1S%2FC8H16N2O3%2Fc1-3-5-6-7-10%289-12%298%2811%2913-4-2%2Fh3-7H2%2C1-2H3,394.634185791016,42.8993186950684,149.707229614258,3.0,29.3546886444092,0.301293849945068,-42.9398498535156,149.848663330078,21.9833126068115,-6.93381786346436,5.6531662940979,0.0,0.100794069468975,0.463347345590591,97.7495727539062,0.362270295619965,0.222730323672295,-97.841926574707,2.32415413856506,-0.222940757870674,-15.7992658615112,0.899205923080444,-0.0359999090433121,341.120056152344,44.2354583740234,0.777269661426544,243.370483398438,341.442321777344,0.778003990650177,439.284240722656,12.881196975708,0.0293508507311344,28.6804637908936
InChI%3D1S%2FC6H7N3O%2Fc1-9%288-10%296-4-2-3-5-7-6%2Fh2-5H%2C1H3,311.570068359375,32.9115943908691,72.101921081543,2.0,19.3295516967773,0.395191729068756,-20.1832885742188,44.2170639038086,10.5904493331909,-3.63228797912598,3.87878060340881,0.0,0.0385358035564423,4.93508768081665,101.560844421387,0.213298976421356,0.313403397798538,-62.2829742431641,0.965947031974792,-0.192197054624557,-11.2087621688843,0.96146422624588,-0.0345887653529644,222.497055053711,12.4878311157227,0.686596632003784,120.93620300293,136.448043823242,0.421060681343079,198.731002807617,11.9694061279297,0.0369360111653805,23.1781692504883
InChI%3D1S%2FC17H14O6%2Fc1-20-10-6-11-14%288-4-5-21-17%288%2922-11%2915-13%2810%297-2-3-9%2818%2912%287%2916%2819%2923-15%2Fh4-6%2C8-9%2C17-18H%2C2-3H2%2C1H3,405.060638427734,98.8742294311523,246.015197753906,3.0,45.4006881713867,0.192374989390373,-201.287780761719,500.836822509766,26.1133117675781,-23.9449939727783,19.3190383911133,1.0,0.310268461704254,3.11185693740845,168.36164855957,0.133995652198792,0.286683857440948,-342.750030517578,4.05806493759155,-0.583629906177521,-40.7732009887695,0.689731538295746,-0.0694280341267586,418.911224365234,182.212249755859,0.713316142559052,250.549575805664,852.817932128906,1.45216631889343,1195.56787109375,32.8961868286133,0.0560151673853397,73.6693878173828
InChI%3D1S%2FC6H6O2%2Fc7-5-1-2-6%288%294-3-5%2Fh1-4%2C7-8H,174.930328369141,44.4430999755859,58.4199714660645,0.0,16.164758682251,0.429665774106979,-37.2781639099121,49.0017395019531,6.559241771698,-10.4234218597412,6.77705907821655,2.0,0.454574584960938,15.0752372741699,138.571716308594,0.259644895792007,0.432060778141022,-116.231750488281,10.0288095474243,-0.362405717372894,-32.4997901916504,0.545425415039062,-0.101332977414131,182.151016235352,145.792404174805,0.567939221858978,43.5792961120605,152.785369873047,0.476378351449966,269.017120361328,21.1305847167969,0.0658842772245407,53.6303749084473
InChI%3D1S%2FC12H14N4%2Fc13-9-3-1-7%285-11%289%2915%298-2-4-10%2814%2912%2816%296-8%2Fh1-6H%2C13-16H2,400.699859619141,83.4974975585938,153.007781982422,4.0,34.8551025390625,0.201304972171783,-124.851287841797,228.78791809082,12.6648979187012,-14.1827335357666,14.9881649017334,4.0,0.176053941249847,2.69765901565552,171.693176269531,0.0829052925109863,0.353047072887421,-256.727630615234,1.4708958864212,-0.527900636196136,-29.1634922027588,0.823946058750153,-0.0599679388105869,314.624908447266,85.6182174682617,0.646952927112579,142.931732177734,470.449127197266,0.967369198799133,727.1767578125,30.819673538208,0.0633734911680222,59.9831657409668
InChI%3D1S%2FC2H5NO2%2Fc1-5-2%283%294%2Fh1H3%2C%28H2%2C3%2C4%29,137.836196899414,32.9823913574219,65.1066207885742,3.0,9.55796527862549,0.363919317722321,-29.5344104766846,58.3003692626953,7.38203477859497,-9.42931461334229,9.7023229598999,2.0,0.559898257255554,8.88195610046387,105.310569763184,0.307224780321121,0.336249619722366,-94.3013916015625,12.656964302063,-0.301098048686981,-30.1071701049805,0.440101772546768,-0.0961301848292351,207.881088256836,175.355453491211,0.663750410079956,102.570510864258,186.149169921875,0.594361841678619,280.450561523438,30.9788684844971,0.0989134535193443,61.0860404968262
InChI%3D1S%2FC5H10N2O%2Fc8-6-7-4-2-1-3-5-7%2Fh1-5H2,340.584564208984,23.616039276123,92.3818054199219,1.0,18.4699306488037,0.387785345315933,-9.92177963256836,38.8122634887695,12.55006980896,-2.58139753341675,3.05802392959595,0.0,0.0,1.30201923847198,69.3397216796875,0.107013434171677,0.2035903185606,-29.1316184997559,2.22294759750366,-0.0855341702699661,-7.57931470870972,1.0,-0.0222538411617279,271.244842529297,0.0,0.796409666538239,201.905120849609,113.957786560059,0.334594696760178,143.089401245117,8.97875022888184,0.0263627637177706,16.5580654144287
InChI%3D1S%2FC7H15Cl2N2O2P%2Fc8-2-5-11%286-3-9%2914%2812%2910-4-1-7-13-14%2Fh1-7H2%2C%28H%2C10%2C12%29,687.635559082031,285.257720947266,187.5849609375,0.0,41.5411376953125,0.124397866427898,-299.035491943359,196.64518737793,11.9388628005981,-28.6592998504639,12.4374027252197,0.0,0.0,8.90415668487549,414.838500976562,0.265073329210281,0.603282511234283,-434.874938964844,0.0,-0.632420659065247,-41.678035736084,1.0,-0.0606106445193291,272.797058105469,0.0,0.396717488765717,-142.041442871094,285.972991943359,0.415878683328629,720.847900390625,18.0872001647949,0.02630346827209,59.7652359008789
InChI%3D1S%2FC3H5N3O4%2Fc4-3%289%296%285-10%291-2%287%298%2Fh1H2%2C%28H2%2C4%2C9%29%28H%2C7%2C8%29,140.554000854492,67.8198089599609,69.2065658569336,5.0,15.1219654083252,0.237448588013649,-95.5288314819336,97.4821701049805,8.04203510284424,-17.6856918334961,11.650782585144,3.0,0.620299577713013,6.55263566970825,183.212249755859,0.195751592516899,0.494939833879471,-258.066925048828,5.97143983840942,-0.697156488895416,-47.7771224975586,0.37970045208931,-0.129067793488503,186.95849609375,229.616744995117,0.505060195922852,3.7462592124939,263.343811035156,0.711411714553833,521.410705566406,31.4740772247314,0.0850258320569992,79.2511978149414
InChI%3D1S%2FC14H8O3%2Fc15-11-7-3-6-10-12%2811%2914%2817%299-5-2-1-4-8%289%2913%2810%2916%2Fh1-7%2C15H,304.575286865234,84.0716171264648,108.561180114746,2.0,32.3803443908691,0.277091830968857,-109.115013122559,140.899551391602,10.6616563796997,-15.1461124420166,10.166974067688,1.0,0.306047827005386,7.45724153518677,191.55094909668,0.167824178934097,0.436434596776962,-248.610458374023,6.39312219619751,-0.566440463066101,-34.5092926025391,0.693952143192291,-0.0786268636584282,247.348587036133,134.324249267578,0.563565373420715,55.7976379394531,321.029174804688,0.731441140174866,569.6396484375,23.1646957397461,0.0527790412306786,57.6739883422852
InChI%3D1S%2FC5H6O2%2Fc6-4-5-2-1-3-7-5%2Fh1-3%2C6H%2C4H2,,,,1.0,14.4047584533691,,,,8.47524166107178,,,1.0,,,,,,,,,,,,,,,,,,,,,
