STRUCTURE_SMILES,LOGINV_TD50_mmol
OC1=C(O)C=C(Cl)C(Cl)=C1,2.30364361126667
OC1=C(O)C(Cl)=C(Cl)C(Cl)=C1Cl,2.29073003902417
C1(C=O)=CC(C(F)(F)F)=CC=C1,2.27490547891853
C1=CC(F)=CC=C1OC2=CC=C(F)C=C2,2.26121944151563
C=CCO,2.25884840114821
C1=CC=CC(O)=C1C(=O)OC2=CC=CC=C2,2.25884840114821
C1(C=O)=C(F)C(F)=C(F)C(F)=C1F,2.25103713874384
ClC(C(Cl)(Cl)Cl)(Cl)Cl,2.22184874961636
C1=CC(O)=CC=C1/N=N/C2=CC=CC=C2,2.22184874961636
CCCCCCCCCCC(=O)C,2.19382002601611
OC(CC/C=C(C)/CC/C=C(C)\C)(C)C=C,2.19178902707578
C1(C=O)=C(O)C=CC(Br)=C1,2.18976748200492
CCCCCCCCCCN,2.18375870000822
C1=CC=CC=C1C(=O)CC(=O)C,2.16877030613294
C(O)C#CCCCCCCC,2.15864052954515
O=[C@](O)[C@@]3(C)[C@@]2([H])[C@@](CCC3)(C)C1=C(CC2)C=[C@@]([C@@H](C)C)C=C1,2.15552282425432
C=CC(=O)OCCCCCC,2.14874165128092
IC(I)I,2.12959609472097
CC(C)(C)SSC(C)(C)C,2.11463877996849
C1=CC(Cl)=CC=C1OC2=C([N+](=O)[O-])C=CC=C2,2.11407366019857
C=C(C)C(=O)OCC=C,2.10513034325475
O=[C@](O)[C@@]3(C)[C@@]1([H])[C@@](CCC3)(C)[C@]2([H])C(C=[C@@]([C@@H](C)C)CC2)=CC1,2.10402526764094
BrCCCCCCC,2.08565684288056
N#CCC#N,2.07160414774329
OC1=C(C)C=C([N+]([O-])=O)C=C1[N+]([O-])=O,2.05898575629443
CCCCCCCCCC(=O)C,2.05502409158795
C1=CC=CC2C3=CC=CC=C3OC1=2,2.04963514562388
C1=C(C(=O)C)C(Cl)=C(Cl)C(Cl)=C1,2.04817696468409
C1=CC=CC(N)=C1C(=O)C2=CC=C(Cl)C=C2,2.03857890593355
CNC(=O)OC1=CC(C)=C(N(C)C)C=C1,2.02872415126189
C=CC(=O)OC1CCCCC1,2.01772876696043
CCOP(OCC)(=S)SCCSCC,2.00217691925427
O=CC1=C(Cl)C=C(Cl)C=C1,1.98716277529483
BrCCCBr,1.98296666070122
CCOC(=O)CCCCCCCCC(=O)OCC,1.97881070093006
C1(C=O)=C(F)C=CC=C1,1.96257350205938
OC1=C(O)C=C(Cl)C=C1,1.96257350205938
C1=CC=C2C=CC=C3C2=C1CC3,1.95078197732982
C1=CC(C=O)=CC(OC)=C1OCCCCCC,1.94692155651658
C1=CC=CC=C1CCCCC,1.93930215964639
C1=CC=CC=C1OC2=CC=C([N+](=O)[O-])C=C2,1.9100948885606
CSC(C)=NOC(=O)NC,1.88605664769316
CCCCOC(=O)CCCCC(=O)OCCCC,1.85078088734462
CCCSCCCCSCCC,1.83863199776503
[Na+].O.O.[O-]C1=C([N+]([O-])=O)C=C([N+]([O-])=O)C2=CC=CC=C12,1.83863199776503
C1(C=O)=C(O)C=C(OC)C=C1OC,1.83268266525182
CCCCCCCCCN,1.82390874094432
O=C1OC2=CC=CC=C2C(O)=C1CC3=C(O)C4=CC=CC=C4OC3=O,1.81815641205523
CCCCCCCCCCO,1.81815641205523
ClC1=CC=C(C=O)C=C1,1.80687540164554
NC1=CC=C(OCCCCCC)C=C1,1.80687540164554
C1=CC=CC=C1C2=CC(=O)C3=CC=CC=C3O2,1.80410034759077
C#CC(O)CCCC,1.80410034759077
C(C1C=CC(=CC=1)O)(CC)(C)C,1.80134291304558
C1(C=O)=C(O)C(OC)=CC=C1,1.80134291304558
C1=CC(Cl)=CC2N=C(S)SC1=2,1.79860287567955
C=CC(=O)OCC(C)C,1.7851561519523
ClC1=C(Cl)C=C(Cl)C=C1,1.78251605578609
CCCSSCCC,1.76955107862173
BrC1=C(Br)C=CC=C1,1.76447155309245
ClCC#N,1.74957999769111
CC1=CC(Cl)=C(Cl)C=C1,1.74232142513082
OC1=C([N+](=O)[O-])C=CC([N+]([O-])=O)=C1,1.73992861201493
C1=C(I)C(O)=C(I)C=C1C#N,1.73754891026957
C1=CC=CC=C1NC(=O)C2=C(O)C=CC=C2,1.73282827159699
NC1=C(Cl)C(Cl)=C(Cl)C=C1,1.73282827159699
C1(CC)=CC=CC(CC)=C1N(COC)C(=O)CCl,1.73282827159699
O=CC1=CC=CC=C1O,1.72584215073632
CCCCOC(=O)CCC(=O)OCCCC,1.71219827006977
OC1=C(Br)C=C(Br)C=C1Br,1.70333480973847
CCCCCOCCCCC,1.70333480973847
N1=C(Br)NC(Br)=C1Br,1.69680394257951
C1=CC=CC=C1OC(=O)C2=C(O)C=C(N)C=C2,1.68193666503724
BrCCCCCC,1.67985371388895
ClC1=CC=C([N+](=O)[O-])C=C1C=O,1.67985371388895
CCOC(=O)C(CC1=CC=CC=C1)C(=O)OCC,1.66354026615147
C1=CC=CC=C1NC2=CC=CC=C2,1.64975198166584
C1(C=O)=CC=C(OC2=CC=CC=C2)C=C1,1.6345120151091
OC1=C(OC)C=C(Cl)C(Cl)=C1,1.6345120151091
C1=CC=CC=C1OC2=CC=CC=C2,1.62893213772826
CCCCSCCCC,1.61083391563547
OC1=C(C=C(C=C1Cl)Cl)Cl,1.60554831917378
C=CC(=O)OCC(O)C,1.58502665202918
C(O)C#C,1.57839607313017
C1(C)(C)CCCC(C)=C1C=CC(C)=O,1.57675412606319
C=C(C)C(=O)OCC1=CC=CC=C1,1.57675412606319
C1=CC=CC=C1OC2=CC=C(O)C=C2,1.57511836336893
COC(=O)C1=CC=C(C(=O)OC)C=C1[N+]([O-])=O,1.56383735295924
O1COC2=CC=C(/C=C/C=C/C(=O)N3CCCCC3)C=C12,1.56066730616974
C1=C(C(=O)C)C=C([N+]([O-])=O)C(Cl)=C1,1.55909091793478
O=CC1=CC=C(N(CC)CC)C=C1O,1.55752023093555
CCCCOCCOP(=O)(OCCOCCCC)OCCOCCCC,1.55129368009492
C1=CC(O)=CC=C1OC2=CC=C(O)C=C2,1.54363396687096
CCCCCC,1.53760200210104
CC(=O)OCCCCCC,1.51570016065321
S=P(OC1=NC(=NC(=C1)C)C(C)C)(OCC)OCC,1.51286162452281
CCC1=CC(CC)=CC=C1,1.51004152057517
CC(=O)CCCCCCCC,1.51004152057517
O=C(C(=NOC(=O)NC)SC)N(C)C,1.51004152057517
OC1=CC=CC2=CC=CC=C12,1.49349496759513
CCSCCCCSCC,1.46852108295774
C(C1=CC=C(O)C=C1)(C)(C)C,1.46470587995723
CC(C)=CC=C(C)C,1.46470587995723
CCCCOP(=O)(OCCCC)OCCCC,1.44855000202713
OC1=C(C=CC=C1)C2=CC=CC=C2,1.44249279809434
C1=C(/C=C/C=O)C=CC(N(C)C)=C1,1.43533393574791
ClC(C(Cl)Cl)(Cl)Cl,1.4294570601181
CC(C)CC=O,1.42365864979421
CCCCCCCCC#N,1.42365864979421
C1(Br)=CSC=C1,1.42021640338319
CCCCOC1=CC=CC=C1,1.42021640338319
OC1=CC(C)=C(Cl)C=C1,1.41566877563247
C1=C(Cl)C(Cl)=CC=C1NC(=O)CC,1.40450377817443
CCCCCCCCCO,1.40340290437354
CCCCCCCCN,1.39577394691553
CCCCCCC(C)N,1.39577394691553
C=CC(=O)OCCO,1.3829996588791
CC(C)OC1=CC=CC=C1OC(=O)NC,1.37571790416433
CCCSCCSCCC,1.37468754903833
O=C(C(SP(=S)(OC)OC)CC(=O)OCC)OCC,1.36957212497498
COC(=O)C1=CC=C(C(=O)OC)C=C1N,1.36957212497498
O=C(OC1=C2C(=CC=C1)C=CC=C2)NC,1.36151074304536
OC1=CC(C(F)(F)F)=C([N+]([O-])=O)C=C1,1.35556141053216
C1(C=O)=CC=C(C(C)C)C=C1,1.34969247686806
NC1=C(Cl)C=CC=C1,1.34678748622466
C1=C(Br)C(O)=C(Br)C=C1C#N,1.34198860334289
C1=C(N)C=CC=C1OCC2=CC=CC=C2,1.33818731446274
NC1=CC(Cl)=C(Cl)C=C1,1.33068311943389
OC1=CC=C(Cl)C=C1,1.32330639037513
ClC1=C(C=CC(=C1)Cl)O,1.32330639037513
C1=C2C(=CC=C1)C=CC=C2,1.31966448658544
CC(C)(C)C1=CC=C(OC(=O)NC)C=C1,1.31695296176115
C1=CC=CC=C1C(C)C,1.27901425584626
C1(=NC=CC=C1C2CCCN2C).OS(O)(=O)=O,1.27572413039921
C(C1=CC=CC=C1)(C2=CC=CC=C2)(O)C#C,1.27327279097343
C1CCCCC1,1.26921772433361
ClC1=CC(Cl)=CC=C1,1.26280735729526
CC(C)SSC(C)C,1.2572748686953
CSCCCCCCSC,1.24718356881173
CCOC(=O)N(C(=O)OCC)C(=O)OCC,1.24412514432751
OC1=C(C=C(C=C1)[N+](=O)[O-])[N+](=O)[O-],1.22767829327708
C1(C=O)=C(Cl)C=CC=C1F,1.22694530663574
OC1=C(C)C(C)=CC=C1C,1.22040350874218
ClC1=C(C=CC(=C1)NC(=O)N(C)C)Cl,1.21538270736712
CCCCCC(=O)OCC,1.20971483596676
O=P(OCC)(SCCSCC)OCC,1.20830935097988
ClC1=C(C=CC=C1)Cl,1.19382002601611
C1=CC(Cl)=CC=C1C(=O)OC,1.19382002601611
CC1=C(C=CC(=C1)C)C,1.19246497193115
C=CC(Cl)C(Cl),1.18442225167573
CC(=O)C(C)CN(C)C,1.18177410638604
O=CC1=CC=C([N+](=O)[O-])C=C1,1.17522353752445
CC1=CNC2=C1C=CC=C2,1.17139715245304
NC1=CC=C(CCCC)C=C1,1.16749108729376
C1(Cl)=CC=C(Cl)C=C1C(=O)OC,1.16557929631847
C1=C(C(=O)C)C(Cl)=CC(Cl)=C1,1.16178077809237
C1=CC(Br)=CC=C1C(=O)C2=CC=CN=C2,1.10902040301031
O=S(O)(O)=O.C1(=CC=CC=C1CC(N)C).C2=CC=CC=C2CC(N)C,1.10679324694015
C1=CC=CC=C1C(=O)C2=CC=CC=C2,1.09312646527793
NC1=C([N+]([O-])=O)C=C([N+]([O-])=O)C=C1,1.09258863922541
OC1=CC=C(CCC)C=C1,1.09258863922541
CC1=CC=C(C)C=C1,1.0783135245164
OC1=C(C=CC=C1)O,1.07727454200674
[Na+].[N-]=[N+]=[N-],1.07572071393812
C=C(C)C(C)=C,1.07520400420209
OC1=CC=C(CC)C=C1,1.07007043991541
NC1=C(C(C)C)C=CC=C1C(C)C,1.06398920428479
OC1=CC=CC=C1Cl,1.05207638016827
CCOC(=O)CCCCC(=O)OCC,1.04624030826677
[O-]C(N1)=NC(C(C(CCC)C)(CC=C)C1=O)=O.[Na+],1.0423927129399
CCOC(=O)CC(=O)OCC,1.03715731879876
O=CC1=CC=CC=C1,1.03151705144606
C1(C=O)=C(O)C=C(O)C=C1,1.02227639471115
C1(C=O)=C([N+]([O-])=O)C=CC=C1,1.02090709936167
OC1=C(C)C=C(C)C=C1C,1.0204516252959
CCC1=CC=CC=C1,1.00480370840282
[S-]C1=NC(C(C(C)CCC)(CC)C(N1)=O)=O.[Na+],1.00392634551472
ClC(=C(Cl)Cl)Cl,1.00217691925427
N#CC1=C(Cl)C=CC=C1C,1.0017406615763
CCCCCCCCO,0.98296666070122
N1=CC=C(C2=CC=CC=C2)C=C1,0.98296666070122
C1C2C=CC1CC2,0.97469413473523
CCCCCCC1OC(=O)CC1,0.97469413473523
CCCCCCCC(=O)C,0.97061622231479
CCN(CC)C1=CC=CC=C1,0.958607314841775
O=C(CC1C2)C(C2)(C1(C)C)C,0.950781977329818
C=CCC1=CC=CC=C1O,0.950781977329818
CC(C=O)CC,0.935542010773082
NC1=C(Cl)C=C([N+]([O-])=O)C=C1,0.935542010773082
ClC1=CC([N+](=O)[O-])=CC=C1,0.924453038607469
C1=COC2=C1C=CC=C2,0.924453038607469
Cl[C@@H]1CCCC[C@H]1Cl,0.920818753952375
ClC(C(Cl)Cl)Cl,0.91721462968355
C1(C=O)=C(OC)C=C(OC)C=C1,0.91721462968355
C1[C@H](C[C@H]([C@@H](C1)C(C)C)O)C,0.91721462968355
C1=CC=CC(O)=C1C(=O)OCC,0.913640169325252
C1([N+](=O)[O-])=CC(Cl)=CC=C1C(=O)OC,0.892790030352132
OC1=C(C)C=CC=C1,0.889410289700751
C1=C(Cl)C(O)=C(Cl)C=C1C#N,0.889410289700751
CN(C)N,0.882728704344236
C1=CC([N+](=O)[O-])=CC=C1C(=O)OC,0.882728704344236
CC1=C(C=C(C=C1)[N+](=O)[O-])[N+](=O)[O-],0.876148359032914
CC1=C(OC)C=CC=C1OC,0.876148359032914
C1=CC(=CC=C1C=O)N(CC)CC,0.869666231504994
OC1=C(C)C=C(C)C=C1,0.866461091629783
CCN(CC)C1CCCCC1,0.860120913598763
S(=O)(C)C1=CC=C(OP(=S)(OCC)OCC)C=C1,0.853871964321762
CCC(C)C(C)C=O,0.853871964321762
CCOC(=O)C1=CC=CC=C1C(=O)OCC,0.844663962534938
NC1=C([N+]([O-])=O)C=C(OCC)C=C1,0.844663962534938
C(O)C#CC,0.84163750790475
ClC1=CC=CC=C1,0.823908740944319
CCCCC=O,0.823908740944319
NC1=CC=C(F)C=C1,0.818156412055227
OC1=CC=C(C)C=C1,0.815308569182401
N1=CC(C=O)=CC=C1,0.815308569182401
CC1=C(C)C=CC=C1,0.812479279163537
C1=CC=CC=C1N(C2=CC=CC=C2)C=O,0.812479279163537
CC(=O)OCCCC,0.809668301829709
NC1=C(C(F)(F)F)C=C(F)C=C1,0.782516055786094
NC13CC(CC(C3)C2)CC2C1,0.782516055786094
CC(O)C#C,0.777283528852417
NC1=CC(C(F)(F)F)=C(F)C=C1,0.774690718274137
ClCCOC(=O)NC1CCCCC1,0.769551078621726
CCCCCC=O,0.756961951313706
C=C(C)C(=O)OCCOCC,0.756961951313706
CC1=C(F)C=CC=C1,0.75448733218585
OC1=C(NC(=O)C)C=CC=C1,0.747146969020107
ClCCCCCCl,0.747146969020107
C1=CC(C(C)(C)C)=CC=C1C(=O)N,0.744727494896694
CCCSCCC,0.735182176990463
CC1=CC([N+](=O)[O-])=CC=C1,0.728158393463501
C1(N)=CC=C(Cl)C=C1C#N,0.728158393463501
C1(C=O)=CC=C(OCC)C=C1,0.728158393463501
CC(C=O)CCC,0.72584215073632
C1=CN=CN1S(=O)(=O)C2=CC=C(C)C=C2,0.72584215073632
CCCCCCCN,0.723538195826756
CC(C)(C)CC(C)(C)N,0.721246399047171
C1=CC=CC=C1P(=O)(C2=CC=CC=C2)C3=CC=CC=C3,0.714442690992226
CC(C(C(NC([O-])=N1)=O)(C1=O)CC)CCC.[Na+],0.701146923590293
CC(C)(C)SC(C)(C)C,0.701146923590293
FC1=CC=C([N+](=O)[O-])C=C1,0.696803942579511
NC1=C(F)C(F)=C(F)C(F)=C1F,0.692503962086787
CCCC=O,0.690369832574101
C=C(C)C(=O)OCC1OCCC1,0.690369832574101
C1=CC(N)=CC=C1C(=O)OCC,0.665546248849069
OC1=C([N+]([O-])=O)C=CC=C1[N+]([O-])=O,0.665546248849069
CCC(CCCC)CO,0.663540266151471
CCCCC(=O)CCCC,0.661543506395395
C1=CC=CC=C1,0.647817481888638
OC1=C(C=C(C=C1)N)[N+](=O)[O-],0.628932137728264
CC=CC=CC,0.614393726401688
NC1=CC=C(C=C1)Cl,0.609064892896621
C1=CC=CC(=C1C(F)(F)F)C#N,0.607303046740334
CCCCOCCCC,0.605548319173784
C1(C=O)=C([N+](=O)[O-])C=CC(O)=C1,0.600326278518962
[C@H]1(CCCC[C@H]1O)C2=CC=CC=C2,0.598599459218456
C1(C=O)=C(OC)C=C(OC)C(OC)=C1,0.598599459218456
NC1=C(Cl)C=C(C)C=C1,0.595166283380062
C1(OC)=CC(C=O)=CC(Br)=C1O,0.58838029403677
C1(OC)=C([N+]([O-])=O)C(C=O)=CC(Br)=C1O,0.575118363368933
BrCCCC,0.571865205971211
C1=CC=CC=C1CN2CCNCC2,0.570247719997592
C=CCNC1=CC=CC=C1,0.568636235841013
C1(O)=CC(O)=CC=C1C(=O)OC,0.565431095965801
CC1=C(NC=O)C=CC=C1Cl,0.560667306169737
NC1=CC=C(Br)C=C1,0.559090917934782
C(F)(F)(F)C1=CC(C#N)=CC=C1,0.554395796726402
CN(C)CC1=CC=CC=C1,0.552841968657781
CC(=O)CCCCCC,0.55129368009492
C1=CC(C#N)=CC=C1C(=O)OC,0.537602002101044
OCCN(CC)C1=CC(C)=CC=C1,0.530177984021837
C=C(C)C(=O)OC(C)C,0.528708288941061
O=C(C(C(C1C2)(C)C)(C2)C)C1Br,0.528708288941061
CCCCCCCO,0.527243550682788
O=C(OCC)C1=CC(N)=CC=C1.OS(C)(=O)=O,0.519993057042849
C=CC(O)CCC,0.517126416391246
CN(C)C1=CC=C(C=O)C=C1,0.51427857351842
CNC1=CC=C(F)C=C1,0.512861624522814
CC(=O)OCCOCC,0.496209316942819
OC1=CC=C([N+](=O)[O-])C=C1,0.492144128304169
BrCC(Br)CO,0.486782399932061
ClC(=CCl)Cl,0.473660722610156
OC1=CC=CC=C1,0.459670525209126
C1=CC=C(CS(=O)CC2=CC=CC=C2)C=C1,0.458420756053419
C#CC(CCC(C)C)(C)O,0.45717457304082
CC(Cl)(Cl)Cl,0.449771646944906
CCCN(CCC)CCC,0.449771646944906
CN(C)C1=CC=C(C)C=C1,0.441291429466834
ClC(Cl)(C(C)(O)C)Cl.ClC(Cl)(C(C)(O)C)Cl.[H]O[H],0.441291429466834
CCNC1=CC(C)=CC=C1,0.436518914605589
CC1=CC=CC=C1,0.434152181326482
N1C(=O)C(CC)(CCC(C)C)C(=O)NC1=O,0.423658649794207
C1(C#N)=CC=CC=C1C,0.417936637088291
C1CC(CCC1(N)C)C(C)(N)C,0.416801226031377
C=CC(O)CC=C,0.411168274405793
ClCC(Cl)CCl,0.407823242604133
CCSCCSCC,0.396855627379818
C1=CC=CC=C1CCC(C)(C)O,0.393618634889395
O=C1C3CC2CC1CC(C3)C2,0.392544976785331
ClCCCCCl,0.391473966422806
O[C@H]1[C@@]([C@@](C)2C)(C)CC[C@H]2C1,0.387216143280264
OC(C)CC#C,0.379863945026243
C1(O)=CC(OC)=CC=C1C(=O)C,0.378823718224965
CCNCC1=CC=CC=C1,0.374687549038326
C1=CC=CC=C1S(=O)C2=CC=CC=C2,0.364516253185088
C1(C=O)=C(C)C=CC=C1,0.356547323513813
C1=CC=C(Br)C=C1C(=O)N,0.334419008982047
C1(Cl)=CC(Cl)=CC=C1C(=O)N,0.298432014944073
COCCCNCC1=CC(OC)=C(OC)C(OC)=C1,0.296708621881339
C(O)CC#C,0.288192770958809
O=CC1=CC(OCC)=C(O)C=C1,0.278189384787453
CN(C1=CC=CC=C1)C,0.276544327964814
BrCCC,0.262012673666569
C1(C=O)=CC(OC)=C(O)C=C1,0.258848401148215
CCCCCCN,0.252588192113577
C1=CC=CC=C1C(=O)C2=CC=NC=C2,0.250263684430939
C(=O)N(CCCC)CCCC,0.245651664288981
CCN(CC)C(=O)C1=CC=CC(C)=C1,0.24033215531037
CC(=O)OCCC,0.231361898752385
ClC(Cl)Cl,0.22767829327708
OC1=CC(OC)=CC=C1,0.224753740259764
N1=CC=CC2=C1C=CC=C2,0.220403508742175
NC1=CC=C(CC)C=C1,0.220403508742175
ClC(CCl)Cl,0.213248577854439
C(O)C#CC(O),0.20551195334083
CCCCCCCCC(=O)O,0.182434630440219
CC2(C)OC1(C)CCC2CC1,0.17979854051436
ClCCO,0.175874166083451
N1=C(C)C=CC(CC)=C1,0.174573882232177
O=C(CC/C=C(C)/C)C,0.168130225719498
C1COC2=CC=CC=C12,0.167491087293764
CC[N+](CC)(CC)CC1(=CC=CC=C1).[Cl-],0.150580586203101
BrC1=C(C)NC(=O)N(C(C)CC)C1=O,0.147520006363144
C1(O)=CC=CC=C1C(=O)N,0.133122185662501
O1C(C)=CC=C1C,0.130768280269024
CC=O,0.115204636051019
CC(C1=CC=CC=C1)(O)C#C,0.111820506081675
O=C1C2=C(N=CN2C)N(C(=O)N1C)C,0.109020403010311
ClC1=CC=CC=[N+]1C.[I-],0.108462542327436
C1(OC)=CC=CC=C1C(=O)N,0.100179497572904
C1=CC([N+]([O-])=O)=CC=C1C(=O)N,0.0963674839157623
C1=CN=CC=C1CCC2=CC=NC=C2,0.0861861476162833
CN(CCCCl)C.[H]Cl,0.0752040042020878
COC1=CC=C(OC)C=C1,0.0721165896692931
CC(=O)C(C)(C)C,0.0609802235513335
COC1=CC=C(C=C1)O,0.0525662781129493
C1=COC=C1,0.0476919903378748
ClCCN1CCCC1.[H]Cl,0.0457574905606751
O=[N+](C1=CC=C(C=C1)N)[O-],0.0433514207947967
C[N+](C1=CC=CC=C1)(C)C.[I-],0.0343280287798933
C1=CC=C(NC)C=C1,0.0301183562535001
C(C(=O)O)[N+]1(=CC=CC=C1).[Cl-],0.0301183562535001
C1(OC)=C(OC)C(OC)=CC=C1C(=O)C,0.0236500209967266
NCC1=CC=CC=C1,0.0213630516155257
CCCCCCO,0.0195421077238999
O=[N+](C1=CC=CC=C1)[O-],0.0145735259169983
C1=CC(=CC=C1N)C(=O)CC,0.00921730819686214
ClCCCCl,0.00788851221305031
CC1=CC(Cl)=NC(N)=N1,0.00788851221305031
C[N+](C1=CC=CC=C1)(C)C.[O-]S(=O)(=O)OC,-0.00130093302041806
N1=C(N)C=CC(Br)=C1,-0.0098756337121601
N1=C(N(C)C)C=CC=C1,-0.0170333392987804
N1=C(O)C(C#N)=C(C)C=C1C,-0.0253058652647703
N1=CC=CC(=C1)CCCO,-0.0386201619497028
CC(Cl)CCl,-0.0507663112330423
NC1=CC=CC=C1,-0.0530784434834197
BrCC1OCCCC1,-0.0588054866759068
CCCCCC(=O)C,-0.0595634179012677
OC1=C([N+]([O-])=O)C=CC=C1,-0.0606978403536116
C(F)(F)(F)CO,-0.0755469613925308
N1=C([N+]([O-])=O)C(O)=CC=C1,-0.0762762554042176
N1=CC=CC=C1,-0.101059354908116
CN1C(C(=O)C)=CC=C1,-0.105510184769974
CC=NO,-0.109578546904387
CC1(C)CCC(C)(C)O1,-0.117271295655764
C1=CC=CC=C1C(=O)C,-0.129689892199301
CC(=O)CC(=O)C,-0.129689892199301
ClCCCl,-0.137986732723532
OCCN(C(C)C)C(C)C,-0.141136090120739
N1=CC=C(C(=O)C)C=C1,-0.142076461073285
CC(=O)CCC(C)C,-0.143639235274543
CC(C)C(O)C(C)C,-0.14705767102836
C(F)(F)(F)C(O)C(F)(F)(F),-0.161966616364075
CCOP(=O)(CC1=CC=CC=C1)OCC,-0.16790781000148
NC1=CC=C(C)C=C1,-0.174059807725025
N1=CC(C)=CC=C1,-0.189209489582306
N1=C(O)C=CC=C1Cl,-0.218010042984363
C=C(C)C(=O)OCCO,-0.241546480596548
[H]Cl.C1=CC=CC=C1CC2=NCCN2,-0.255272505103306
N1=C(C)C=CC=C1Cl,-0.259832699063484
C#CC(C)(O)C(C)C,-0.261976191397813
ON=C1CCCCC1,-0.264345507050092
C(Cl)(Cl)C(=O)N,-0.274850320016665
