SMILES,VP-0,XLogP,VP-1,ATSc2,ATSc3,khs.dsCH,WPSA-1,ATSc4,WNSA-1,RNCG,C1SP2,THSA,nAtomP,ALogp2,PNSA-1,ALogP
InChI%3D1S%2FC3HBr3N2%2Fc4-1-2%285%298-3%286%297-1%2Fh%28H%2C7%2C8%29,8.28631019592285,2.49499988555908,4.09036874771118,-0.172798112034798,0.0812896341085434,0.0,33.822265625,-0.0416566878557205,74.2342681884766,0.304477363824844,0.0,317.321441650391,0.0,3.97523832321167,225.828582763672,1.99380004405975
InChI%3D1S%2FC12H24O%2Fc1-3-4-5-6-7-8-9-10-11-12%282%2913%2Fh3-11H2%2C1-2H3,9.27220916748047,4.98999977111816,5.76478433609009,-0.0234891343861818,-0.0351925380527973,0.0,237.220855712891,-0.00172985868994147,29.6486263275146,0.377928704023361,0.0,480.995544433594,1.0,6.10979509353638,57.3924980163574,-2.47180008888245
InChI%3D1S%2F2C9H13N.H2O4S%2Fc2%2A1-8%2810%297-9-5-3-2-4-6-9%3B1-5%282%2C3%294%2Fh2%2A2-6%2C8H%2C7%2C10H2%2C1H3%3B%28H2%2C1%2C2%2C3%2C4%29,15.0751514434814,5.40000009536743,8.6498966217041,-0.224597156047821,0.0631789118051529,0.0,,-0.000317534140776843,,,0.0,,6.0,4.12496089935303,,-2.03099989891052
InChI%3D1S%2FC4H10O%2Fc1-2-3-4-5%2Fh5H%2C2-4H2%2C1H3,3.5685338973999,0.851000010967255,2.02333450317383,-0.0336307398974895,-0.00744548672810197,0.0,130.103591918945,-0.000602977932430804,35.7991256713867,0.726159512996674,0.0,309.573486328125,0.0,0.947507560253143,87.8912582397461,-0.973399996757507
InChI%3D1S%2FC20H34O%2Fc1-7-19%285%2C21%2914-11-16-15%282%299-10-17-18%283%2C4%2912-8-13-20%2816%2C17%296%2Fh7%2C16-17%2C21H%2C1-2%2C8-14H2%2C3-6H3%2Ft16-%2C17%3F%2C19%2B%2C20%2B%2Fm0%2Fs1,14.5432252883911,7.24399995803833,8.65949440002441,-0.0219053737819195,-0.0146848103031516,1.0,317.695007324219,0.00042645403300412,74.3147583007812,0.293146342039108,2.0,585.815551757812,2.0,6.27151870727539,118.693412780762,2.50430011749268
InChI%3D1S%2FC8H16O2%2Fc1-3-4-5-6-7-10-8%282%299%2Fh3-7H2%2C1-2H3,6.8520302772522,2.72900009155273,3.90403032302856,-0.165358111262321,0.0505840219557285,0.0,154.970413208008,-0.0157026406377554,45.5932426452637,0.377485722303391,1.0,375.441589355469,3.0,1.36960208415985,101.806228637695,-1.17030000686646
InChI%3D1S%2FC4H8O%2Fc1-2-3-4-5%2Fh4H%2C2-3H2%2C1H3,3.3998122215271,1.15600001811981,1.85105729103088,-0.0442660227417946,-0.0192874670028687,1.0,97.775047302246,-0.0023360603954643,31.8607425689697,0.72569751739502,1.0,306.908142089844,1.0,0.155472487211227,88.4898452758789,-0.394300013780594
InChI%3D1S%2FC8H5F3O%2Fc9-8%2810%2C11%297-3-1-2-6%284-7%295-12%2Fh1-5H,5.92889308929443,3.7720000743866,3.16269135475159,-0.206662490963936,0.0408621728420258,1.0,68.6499710083008,0.0276095736771822,85.2746429443359,0.298063278198242,1.0,332.307556152344,8.0,0.820292472839355,217.353118896484,0.905700027942657
InChI%3D1S%2FC12H8F2O%2Fc13-9-1-5-11%286-2-9%2915-12-7-3-10%2814%294-8-12%2Fh1-8H,7.7829794883728,4.60200023651123,4.42894697189331,-0.114605247974396,-0.0264944415539503,0.0,108.582206726074,-0.0290279928594828,103.206611633301,0.332711577415466,0.0,348.088928222656,13.0,0.648508071899414,224.262161254883,0.805299997329712
InChI%3D1S%2FC9H11NO2.CH4O3S%2Fc1-2-12-9%2811%297-4-3-5-8%2810%296-7%3B1-5%282%2C3%294%2Fh3-6H%2C2%2C10H2%2C1H3%3B1H3%2C%28H%2C2%2C3%2C4%29,10.0411748886108,,5.72695827484131,-0.267260909080505,0.0627587363123894,0.0,,-0.0235917773097754,,,1.0,,10.0,0.860256254673004,,-0.927500009536743
InChI%3D1S%2FC12H10%2Fc1-3-9-4-2-6-11-8-7-10%285-1%2912%289%2911%2Fh1-6H%2C7-8H2,6.87831497192383,6.24399995803833,4.44514083862305,0.0,0.0,0.0,92.2666473388672,0.0,43.2935981750488,0.122065909206867,0.0,368.18505859375,10.0,0.0155750401318073,117.58650970459,0.124799996614456
InChI%3D1S%2FC8H6O%2Fc1-2-4-8-7%283-1%295-6-9-8%2Fh1-6H,4.87234973907471,2.64599990844727,2.88918519020081,-0.0787805616855621,-0.00726826256141067,0.0,71.8294830322266,0.00396911660209298,36.4520378112793,0.604933142662048,0.0,305.367156982422,7.0,0.0237468108534813,110.775733947754,-0.154100000858307
InChI%3D1S%2FC8H19N%2Fc1-2-3-4-5-6-7-8-9%2Fh2-9H2%2C1H3,6.52709770202637,3.05999994277954,4.11535501480103,-0.0120891109108925,-0.00252518872730434,0.0,143.89860534668,-0.000196016044355929,15.2370939254761,0.464744687080383,0.0,375.974700927734,0.0,5.83222484588623,38.1960411071777,-2.41499996185303
InChI%3D1S%2FC7H5NO4%2Fc9-4-5-3-6%2810%291-2-7%285%298%2811%2912%2Fh1-4%2C10H,5.92857313156128,1.37100005149841,3.07477331161499,-0.0377081260085106,0.0139756668359041,1.0,61.5043525695801,-0.0460823364555836,84.8358764648438,0.364716380834579,1.0,277.478942871094,12.0,0.489020496606827,221.767395019531,-0.699299991130829
InChI%3D1S%2FC6H7N%2Fc7-6-4-2-1-3-5-6%2Fh1-5H%2C7H2,3.96410155296326,1.97699999809265,2.19935870170593,-0.00865923427045345,-0.00447217142209411,0.0,59.4881210327148,-0.000343292398611084,28.0415210723877,0.526972889900208,0.0,276.297668457031,7.0,0.562350034713745,94.7815856933594,-0.749899983406067
InChI%3D1S%2FC7H10%2Fc1-2-7-4-3-6%281%295-7%2Fh1-2%2C6-7H%2C3-5H2,4.43072128295898,2.99699997901917,3.13299322128296,0.00018538095173426,-0.00139288359787315,2.0,78.4993286132812,-0.000279518630122766,22.5648365020752,0.243879184126854,0.0,317.905914306641,2.0,0.184212639927864,70.979606628418,0.429199993610382
InChI%3D1S%2FC10H12N2.ClH%2Fc1-2-4-9%285-3-1%298-10-11-6-7-12-10%3B%2Fh1-5H%2C6-8H2%2C%28H%2C11%2C12%29%3B1H,8.18002986907959,3.64199995994568,4.26117849349976,-0.0812104940414429,-0.00811877008527517,0.0,,0.0126525918021798,,,1.0,,6.0,0.413191825151443,,-0.642799973487854
InChI%3D1S%2FC9H13BrN2O2%2Fc1-4-5%282%2912-8%2813%297%2810%296%283%2911-9%2812%2914%2Fh5H%2C4H2%2C1-3H3%2C%28H%2C11%2C14%29,10.2831439971924,1.00399994850159,5.80563545227051,-0.254723221063614,0.146929457783699,0.0,116.25756072998,-0.106204174458981,56.0771102905273,0.251945078372955,1.0,349.565032958984,3.0,0.0901800915598869,135.082565307617,-0.300300002098083
InChI%3D1S%2FC9H12O%2Fc1-6-4-5-7%282%299%2810%298%286%293%2Fh4-5%2C10H%2C1-3H3,6.6019139289856,2.59100008010864,3.38429045677185,-0.0243325233459473,-0.0111731989309192,0.0,91.0530624389648,-0.00199913000687957,33.6694564819336,0.535645842552185,0.0,310.630828857422,7.0,2.14827656745911,95.3374786376953,1.46570003032684
InChI%3D1S%2FC7H9N%2Fc1-6-2-4-7%288%295-3-6%2Fh2-5H%2C8H2%2C1H3,4.88675117492676,2.29999995231628,2.61004233360291,-0.0086592398583889,-0.00447222637012601,0.0,81.4841384887695,-0.000343370105838403,33.2140731811523,0.507396936416626,0.0,318.938110351562,7.0,0.0116424104198813,98.0717163085938,-0.107900001108646
InChI%3D1S%2FC6H4N2O5%2Fc9-6-3-4%287%2810%2911%291-2-5%286%298%2812%2913%2Fh1-3%2C9H,6.20668458938599,2.46499991416931,3.13915109634399,0.0267421994358301,-0.0448130033910275,0.0,64.0140762329102,-0.0838271901011467,98.9006042480469,0.38908514380455,0.0,334.772766113281,13.0,0.306362241506577,245.029769897461,-0.55349999666214
InChI%3D1S%2FC11H16O%2Fc1-4-11%282%2C3%299-5-7-10%2812%298-6-9%2Fh5-8%2C12H%2C4H2%2C1-3H3,7.96372127532959,4.61899995803833,4.3556342124939,-0.0237379856407642,-0.0129380654543638,0.0,322.943634033203,-0.00100556970573962,116.566329956055,0.197471350431442,0.0,550.073669433594,7.0,0.578816652297974,102.417526245117,0.760800004005432
InChI%3D1S%2FC2H2Cl4%2Fc3-1%284%292%285%296%2Fh1-2H,5.69027423858643,2.57599997520447,2.95194792747498,-0.0697282329201698,-0.104592353105545,0.0,10.1625137329102,0.0697282329201698,66.7914505004883,0.25,0.0,277.40576171875,0.0,5.75616073608398,240.771667480469,2.39919996261597
InChI%3D1S%2FC2H6O%2Fc1-2-3%2Fh3H%2C2H2%2C1H3,,-0.0759999975562096,,,,,64.6165161132812,,25.026029586792,0.904455125331879,,235.969177246094,0.0,0.0115777598693967,83.5862503051758,-0.107600003480911
InChI%3D1S%2FC6H4Cl3N%2Fc7-3-1-2-4%2810%296%289%295%283%298%2Fh1-2H%2C10H2,7.1337308883667,2.05399990081787,3.6501989364624,-0.0163367930799723,-0.0884149819612503,0.0,56.0158233642578,-0.00515924394130707,92.8862838745117,0.398700773715973,0.0,349.740234375,7.0,2.19928908348083,240.713897705078,1.48300004005432
InChI%3D1S%2FC11H8O2%2Fc1-7-6-10%2812%298-4-2-3-5-9%288%2911%287%2913%2Fh2-6H%2C1H3,7.20324802398682,2.14100003242493,4.06294870376587,-0.0599709786474705,-0.00867341179400682,1.0,77.5330276489258,-0.0266432091593742,52.6519889831543,0.342278242111206,0.0,286.367858886719,12.0,0.0783440098166466,145.926544189453,0.279900014400482
InChI%3D1S%2FC6H4N2O4%2Fc9-7%2810%295-1-2-6%284-3-5%298%2811%2912%2Fh1-4H,5.83682155609131,2.5699999332428,2.99887752532959,0.017369456589222,-0.0254394002258778,0.0,59.7743797302246,7.89133046055213e-05,92.257194519043,0.203294321894646,0.0,389.912261962891,12.0,0.00868623983114958,236.610137939453,-0.0931999981403351
InChI%3D1S%2FC9H15NO6%2Fc1-4-14-7%2811%2910%288%2812%2915-5-2%299%2813%2916-6-3%2Fh4-6H2%2C1-3H3,9.51802349090576,1.37399995326996,4.88291120529175,-0.734475255012512,0.798027396202087,0.0,175.835266113281,-1.23931050300598,96.904441833496,0.167289659380913,0.0,398.959564208984,10.0,3.3441436290741,185.553649902344,1.8286999464035
InChI%3D1S%2FC10H15BrO%2Fc1-9%282%296-4-5-10%289%2C3%298%2812%297%286%2911%2Fh6-7H%2C4-5H2%2C1-3H3,9.44112300872803,2.53099989891052,5.51050281524658,-0.028880937024951,-0.0642595514655113,0.0,90.3721313476562,0.0177376549690962,44.5033950805664,0.416658699512482,0.0,332.196563720703,1.0,2.77622246742249,121.178779602051,1.66620004177094
InChI%3D1S%2FC13H10Cl2O2%2Fc14-10-1-3-12%2816%298%286-10%295-9-7-11%2815%292-4-13%289%2917%2Fh1-4%2C6-7%2C16-17H%2C5H2,10.3334226608276,3.3840000629425,5.76428174972534,-0.0681570693850517,-0.00966802425682545,0.0,100.865699768066,0.00286167883314192,127.576095581055,0.301302284002304,0.0,401.707397460938,7.0,1.0489856004715,266.920257568359,1.02419996261597
InChI%3D1S%2FC9H20O%2Fc1-2-3-4-5-6-7-8-9-10%2Fh10H%2C2-9H2%2C1H3,7.1040678024292,3.69600009918213,4.52333450317383,-0.0336307436227798,-0.00744553282856941,0.0,186.119918823242,-0.000603174732532352,32.3919944763184,0.488007932901382,0.0,407.827911376953,0.0,5.82449960708618,69.2947158813477,-2.41339993476868
InChI%3D1S%2FC7H12O2%2Fc1-4-7%288%299-5-6%282%293%2Fh4%2C6H%2C1%2C5H2%2C2-3H3,5.88541078567505,1.61099994182587,2.95679569244385,-0.18455383181572,0.077339380979538,1.0,112.154495239258,-0.0248608682304621,28.7684497833252,0.385390371084213,2.0,329.865051269531,5.0,1.1972736120224,76.6347274780273,1.09420001506805
InChI%3D1S%2FC10H16O%2Fc1-9%282%297-4-5-10%289%2C3%298%2811%296-7%2Fh7H%2C4-6H2%2C1-3H3,7.6069188117981,2.12700009346008,4.51640272140503,-0.0253007356077433,-0.0258152820169926,0.0,95.5098724365234,-0.00740462262183428,19.9805221557617,0.493609577417374,0.0,299.284881591797,2.0,0.939542472362518,58.7941207885742,0.969299972057343
InChI%3D1S%2FC7H5NO3%2Fc9-5-6-1-3-7%284-2-6%298%2810%2911%2Fh1-5H,5.55870962142944,2.33400011062622,2.93449974060059,-0.0373060740530491,-0.0308825224637985,1.0,74.4532318115234,0.0028514452278614,73.6141128540039,0.4180548787117,1.0,337.975952148438,11.0,0.0571210011839867,191.307266235352,-0.238999992609024
InChI%3D1S%2FC7H6BrNO%2Fc8-6-3-1-2-5%284-6%297%289%2910%2Fh1-4H%2C%28H2%2C9%2C10%29,6.72057580947876,2.87299990653992,3.52695441246033,-0.0525766164064407,0.00954244844615459,0.0,61.5456123352051,0.00168076355475932,83.7656707763672,0.381090223789215,1.0,288.06640625,9.0,0.651571810245514,219.743682861328,0.807200014591217
InChI%3D1S%2FC3H10N2%2Fc1-3%285%292-4%2Fh3H%2C2%2C4-5H2%2C1H3,3.43915748596191,-0.882000029087067,1.72718024253845,-0.0145403733476996,-0.031295120716095,0.0,92.3708419799805,0.01418103184551,27.7645587921143,0.466913968324661,0.0,290.528106689453,0.0,2.21206140518188,80.1042022705078,-1.48730003833771
InChI%3D1S%2FC12H8BrNO%2Fc13-11-5-3-9%284-6-11%2912%2815%2910-2-1-7-14-8-10%2Fh1-8H,9.43822479248047,3.44899988174438,5.26788663864136,-0.062133327126503,-0.0262053851038218,0.0,110.283584594727,-0.0441471897065639,100.13077545166,0.311814188957214,0.0,395.637847900391,14.0,0.390625,218.288024902344,0.625
InChI%3D1S%2FC6H5ClO%2Fc7-5-3-1-2-4-6%285%298%2Fh1-4%2C8H,4.89050817489624,1.92900002002716,2.61790370941162,-0.0265416540205479,-0.0606669150292873,0.0,51.0637474060059,0.0247080679982901,58.4782829284668,0.534971296787262,0.0,263.230682373047,7.0,0.080655999481678,176.68684387207,0.284000009298325
InChI%3D1S%2FC16H22O4%2Fc1-3-5-11-19-15%2817%2913-9-7-8-10-14%2813%2916%2818%2920-12-6-4-2%2Fh7-10H%2C3-6%2C11-12H2%2C1-2H3,12.1850347518921,5.03399991989136,7.13541078567505,-0.324921071529388,0.174015462398529,0.0,342.458892822266,-0.0762209370732307,136.120544433594,0.18797579407692,2.0,614.408935546875,12.0,1.46023058891296,196.764465332031,-1.20840001106262
InChI%3D1S%2FN3.Na%2Fc1-3-2%3B%2Fq-1%3B%2B1,1.02456390857697,-1.67900002002716,0.258198887109756,-0.00120552268344909,-0.000243767673964612,0.0,,0.0,,,0.0,,3.0,,,
InChI%3D1S%2FC10H15N%2Fc1-3-11%284-2%2910-8-6-5-7-9-10%2Fh5-9H%2C3-4H2%2C1-2H3,7.24817848205566,3.45199990272522,4.18095970153809,-0.0506680272519588,-0.00511300191283226,0.0,112.588157653809,0.00875420309603214,26.2914943695068,0.423399031162262,0.0,371.428588867188,7.0,0.516385972499847,70.5498275756836,0.7185999751091
InChI%3D1S%2FC12H20O4%2Fc1-3-5-9-15-11%2813%297-8-12%2814%2916-10-6-4-2%2Fh7-8H%2C3-6%2C9-10H2%2C1-2H3,10.0303344726562,2.92600011825562,5.71874380111694,-0.360617637634277,0.186753869056702,2.0,218.270645141602,-0.0341979824006557,65.0614776611328,0.216476455330849,2.0,410.846221923828,8.0,0.910116016864777,122.2294921875,-0.953999996185303
InChI%3D1S%2FC5H4ClNO%2Fc6-5-4%288%292-1-3-7-5%2Fh1-3%2C8H,4.76037120819092,0.917999982833862,2.47770094871521,-0.0806084275245667,-0.0610317252576351,0.0,56.4910926818848,0.0654327645897865,50.9649238586426,0.46602588891983,0.0,237.668655395508,7.0,0.00538755999878049,155.473373413086,0.0733999982476234
InChI%3D1S%2FC13H29N%2Fc1-2-3-4-5-6-7-8-9-10-11-12-13-14%2Fh2-14H2%2C1H3,10.0626316070557,5.90500020980835,6.61535501480103,-0.0120891109108925,-0.00252518872730434,0.0,324.265380859375,-0.000196016044355929,54.8872833251953,0.338333487510681,0.0,592.280151367188,0.0,14.8610248565674,89.1383743286133,-3.85500001907349
InChI%3D1S%2FC8H10N2O3%2Fc1-2-13-6-3-4-7%289%298%285-6%2910%2811%2912%2Fh3-5H%2C2%2C9H2%2C1H3,7.18846654891968,2.49000000953674,3.8153703212738,-0.0573972910642624,-0.0400949828326702,0.0,94.7494812011719,-0.0959697291254997,57.4306640625,0.34218618273735,0.0,359.303009033203,11.0,0.357484400272369,147.219329833984,-0.597899973392487
InChI%3D1S%2FC17H19NO3%2Fc19-17%2818-10-4-1-5-11-18%297-3-2-6-14-8-9-15-16%2812-14%2921-13-20-15%2Fh2-3%2C6-9%2C12H%2C1%2C4-5%2C10-11%2C13H2%2Fb6-2-%2C7-3-,11.9560508728027,3.16700005531311,7.36116933822632,-0.390207439661026,0.15945890545845,4.0,353.246215820312,-0.0404978170990944,180.766738891602,0.199881196022034,1.0,603.685485839844,15.0,0.901360332965851,247.367492675781,-0.949400007724762
InChI%3D1S%2FC3H8O%2Fc1-3%282%294%2Fh3-4H%2C1-2H3,,0.38400000333786,,,,,46.8559875488281,,11.0096569061279,0.833637833595276,,189.084808349609,0.0,0.166545614600182,45.7681541442871,-0.408100008964539
InChI%3D1S%2FC12H27N%2Fc1-3-5-7-9-11-13-12-10-8-6-4-2%2Fh13H%2C3-12H2%2C1-2H3,9.5710678100586,4.80000019073486,6.12132024765015,-0.0352888740599155,-7.01408644090407e-05,0.0,202.551223754883,0.00270004174672067,11.4615592956543,0.368350714445114,0.0,460.671295166016,0.0,6.75272178649902,24.7755813598633,-2.59859991073608
InChI%3D1S%2FC8H4F3N%2Fc9-8%2810%2C11%297-3-1-2-6%284-7%295-12%2Fh1-4H,5.89050817489624,3.46900010108948,3.11192059516907,-0.176426112651825,0.0404129661619663,0.0,69.1557083129883,0.0275987070053816,94.5070266723633,0.272688388824463,0.0,329.384643554688,8.0,1.28323578834534,233.608795166016,1.1327999830246
InChI%3D1S%2FC3H6O2%2Fc1-3%284%295-2%2Fh1-2H3,3.31649661064148,0.24099999666214,1.31649661064148,-0.17918872833252,0.0687391087412834,0.0,67.2945175170898,-0.0291414204984903,20.0388164520264,0.545291900634766,1.0,221.298431396484,3.0,0.000445209996541962,67.8081741333008,0.0210999995470047
InChI%3D1S%2FC6H10%2Fc1-5%282%296%283%294%2Fh1%2C3H2%2C2%2C4H3,4.41421365737915,2.74000000953674,1.95710682868958,-0.000661304569803178,-0.00161157094407827,0.0,77.1109390258789,0.000661304569803178,35.5269966125488,0.250435680150986,2.0,335.615753173828,4.0,5.32594060897827,105.856163024902,2.30780005455017
InChI%3D1S%2FC7H3I2NO%2Fc8-5-1-4%283-10%292-6%289%297%285%2911%2Fh1-2%2C11H,9.6200532913208,2.44899988174438,4.88737678527832,-0.0298891365528107,-0.0506889298558235,0.0,51.8313217163086,0.0202287714928389,122.68399810791,0.477038651704788,0.0,320.906005859375,9.0,5.83029317855835,293.677825927734,2.41459989547729
InChI%3D1S%2FC3H6Cl2%2Fc1-3%285%292-4%2Fh3H%2C2H2%2C1H3,4.55224370956421,2.03699994087219,2.44203591346741,-0.0215894691646099,-0.0465281717479229,0.0,60.146411895752,0.0210432112216949,47.8030891418457,0.449470728635788,0.0,328.556701660156,0.0,2.25330114364624,145.494186401367,1.50109994411469
InChI%3D1S%2FC6H6%2Fc1-2-4-6-5-3-1%2Fh1-6H,3.46410155296326,4.06199979782104,2.0,0.0,0.0,0.0,43.2315902709961,0.0,23.7303104400635,0.16666667163372,0.0,258.769989013672,6.0,0.0,91.7042694091797,0.0
InChI%3D1S%2FC8H14O%2Fc1-3-5-6-7-8%289%294-2%2Fh2%2C8-9H%2C3%2C5-7H2%2C1H3,5.9303412437439,2.35999989509583,3.45090413093567,-0.0441078767180443,-0.00416907155886292,0.0,127.174621582031,0.000961046782322228,50.3885498046875,0.46796640753746,0.0,373.689697265625,2.0,0.716562271118164,119.579139709473,-0.846499979496002
InChI%3D1S%2FC7H14O%2Fc1-4-6%282%297%283%295-8%2Fh5-7H%2C4H2%2C1-3H3,5.84740591049194,2.52600002288818,3.17242455482483,-0.0452871806919575,-0.0154798505827785,1.0,89.8541488647461,-0.00441589532420039,27.7996501922607,0.527802407741547,1.0,298.409088134766,1.0,8.10000017281709e-07,81.0468902587891,-0.000899999984540045
InChI%3D1S%2FC9H10O4%2Fc1-12-6-3-8%2811%297%285-10%299%284-6%2913-2%2Fh3-5%2C11H%2C1-2H3,7.4040093421936,1.02499997615814,3.62742948532104,-0.21348075568676,-0.00588900409638882,1.0,109.78116607666,-0.353058606386185,53.7784614562988,0.265454649925232,1.0,268.655822753906,11.0,0.571989715099335,132.97509765625,-0.75629997253418
InChI%3D1S%2F4C4H9.Sn%2Fc4%2A1-3-4-2%3B%2Fh4%2A1%2C3-4H2%2C2H3%3B,,10.46399974823,,,,,,,,,,,0.0,3.58572101593018,,-1.89359998703003
InChI%3D1S%2FC7H7ClO%2Fc1-5-4-6%289%292-3-7%285%298%2Fh2-4%2C9H%2C1H3,5.81315803527832,2.04099988937378,3.02858734130859,-0.0340365767478943,-0.00624568201601505,0.0,74.1573715209961,-0.00392936496064067,52.8999900817871,0.560090601444244,0.0,299.745513916016,7.0,0.857475996017456,148.407440185547,0.925999999046326
InChI%3D1S%2FC2HCl5%2Fc3-1%284%292%285%2C6%297%2Fh1H,6.74681758880615,3.22900009155273,3.29882264137268,-0.0902454033493996,-0.121731474995613,0.0,13.4338865280151,0.0872979238629341,106.583801269531,0.225695297122002,0.0,331.749176025391,0.0,8.33938884735107,307.658264160156,2.88779997825623
InChI%3D1S%2FC6H12N2%2Fc1-2-8-5-3-7%281%294-6-8%2Fh1-6H2,5.1370677947998,-0.504000008106232,3.39736652374268,-0.121226221323013,-0.096980981528759,0.0,74.5916366577148,0.121226221323013,6.89407062530518,0.5,0.0,261.306030273438,0.0,0.0092160003259778,24.150993347168,0.096000000834465
InChI%3D1S%2FC12H10O3%2Fc13-9-1-5-11%286-2-9%2915-12-7-3-10%2814%294-8-12%2Fh1-8%2C13-14H,7.92147779464722,2.75799989700317,4.49819612503052,-0.109300218522549,-0.0246657505631447,0.0,123.996116638184,-0.0260392632335424,93.7831726074219,0.285271525382996,0.0,318.607238769531,15.0,1.15498006343842,200.963241577148,-1.07469999790192
InChI%3D1S%2FC6H14N2O%2Fc9-6-5-8-3-1-7-2-4-8%2Fh7%2C9H%2C1-6H2,,-1.24199998378754,,,,,103.38809967041,,15.3117227554321,0.391884118318558,,259.713104248047,0.0,0.636644423007965,44.4425582885742,-0.797900021076202
InChI%3D1S%2FC11H16%2Fc1-2-3-5-8-11-9-6-4-7-10-11%2Fh4%2C6-7%2C9-10H%2C2-3%2C5%2C8H2%2C1H3,7.21517848968506,6.66099977493286,4.47134399414062,0.0,0.0,0.0,141.139923095703,0.0,40.1582946777344,0.108760438859463,0.0,425.791290283203,6.0,0.562950074672699,94.3145065307617,-0.750299990177155
InChI%3D1S%2FC7H7NO2%2Fc8-7%2810%295-3-1-2-4-6%285%299%2Fh1-4%2C9H%2C%28H2%2C8%2C10%29,5.20382833480835,2.1159999370575,2.77456378936768,-0.0547796674072742,0.00393019709736109,0.0,67.2986755371094,-0.0928781479597092,53.7339286804199,0.304292470216751,1.0,212.836059570312,10.0,0.293655604124069,154.453369140625,-0.541899979114532
