SMILES,VC-6,khs.ddsN,SPC-4,VP-5,khs.aaN,ATSc3,khs.sssdAs,SPC-5,VP-6,khs.aaO,ATSc4,khs.sssN,SPC-6,VP-7,Zagreb,MDEC-22,ATSc5,khs.ssSnH2,khs.ssO,khs.sCl,VPC-4,khs.ddssS,khs.ssssBe,MDEC-23,khs.sssP,VPC-5,MDEC-24,VPC-6,VCH-3,khs.dsCH,khs.dsssP,Kier1,khs.sLi,khs.ssssSi,khs.sNH2,C4SP3,khs.aaS,VCH-4,khs.ssPbH2,Kier2,khs.sNH3,VCH-5,khs.aaaC,topoShape,Kier3,MDEO-11,VCH-6,MDEO-12,khs.ssS,khs.sPH2,khs.aaSe,VCH-7,khs.dssS,khs.ddssSe,WPOL,khs.tN,khs.sOH,khs.dCH2,khs.sSnH3,MDEN-33,SP-0,khs.tsC,khs.ssssSn,khs.sssAs,SP-1,SC-3,khs.ssSiH2,SP-2,SC-4,SP-3,khs.ddC,khs.dSe,khs.sssSnH,SC-5,khs.sssssAs,SP-4,khs.sPbH3,MDEC-33,C3SP2,SP-5,SC-6,MDEC-34,ATSm1,C3SP3,SP-6,SCH-3,khs.sAsH2,ATSm2,khs.ssSe,PetitjeanNumber,SP-7,khs.ssssB,ECCEN,SCH-4,ATSm3,khs.ssBe,khs.ssssC,WPATH,SCH-5,khs.dssSe,ATSp1,khs.aasC,MDEN-11,SCH-6,ATSp2,khs.sssPbH,geomShape,ATSm4,MDEN-12,MDEO-22,SCH-7,ATSp3,ATSm5,MDEN-13,khs.ssAsH,fragC,khs.sSiH3,ATSp4,khs.tCH,khs.ssPH,khs.sssSiH,ATSp5,VAdjMat,khs.sSeH,khs.ssGeH2,khs.sCH3,MDEC-11,khs.sSH,khs.sssssP,khs.aaNH,khs.sssNH,khs.dO,MDEC-12,khs.sF,khs.ssBH,khs.sssB,MDEC-13,khs.sssGeH,MDEC-14,C2SP1,khs.sI,khs.dS,C2SP2,MDEC-44,khs.dssC,khs.aaCH,khs.aasN,C2SP3,khs.dNH,khs.ssssN,khs.ssssGe,khs.sssCH,VP-0,TopoPSA,khs.sBr,khs.sGeH3,VP-1,C1SP1,MDEN-22,khs.ssssPb,khs.ssNH,VC-3,VP-2,C1SP2,MDEN-23,VC-4,khs.ssNH2,VP-3,C1SP3,ATSc1,khs.dsN,khs.ssCH2,VC-5,VP-4,ATSc2
InChI%3D1S%2FC4H8O2%2Fc1-2-6-4-3-5-1%2Fh1-4H2,0.0,0.0,0.0,0.25,0.0,-0.181732878088951,0.0,0.0,0.0,0.0,0.181732878088951,0.0,0.0,0.0,24.0,3.30192732810974,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.16666650772095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.22222232818604,0.0,0.0,0.0,0.0,1.33333337306976,0.0,0.0416666679084301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,4.24264049530029,0.0,0.0,0.0,3.0,0.0,0.0,2.12132024765015,0.0,1.5,0.0,0.0,0.0,0.0,0.0,1.06066012382507,0.0,0.0,0.0,0.75,0.0,0.0,7.54893827438354,0.0,0.0,0.0,0.0,7.32836771011353,0.0,0.0,0.0,0.0,36.0,0.0,7.32836771011353,0.0,0.0,27.0,0.0,0.0,169.214233398438,0.0,0.0,0.125,169.141845703125,0.0,0.394083887338638,3.77446913719177,0.0,0.333333343267441,0.0,169.141845703125,0.0,0.0,0.0,166.020004272461,0.0,84.6071166992188,0.0,0.0,0.0,0.0,3.58496260643005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6449236869812,18.4599990844727,0.0,0.0,2.15470051765442,0.0,0.0,0.0,0.0,0.0,1.22474491596222,0.0,0.0,0.0,0.0,0.744016945362091,4.0,0.363465756177902,0.0,4.0,0.0,0.439826399087906,-0.181732878088951
InChI%3D1S%2FC14H12FNO%2Fc1-10%2817%2916-14-8-4-12%285-9-14%2911-2-6-13%2815%297-3-11%2Fh2-9H%2C1H3%2C%28H%2C16%2C17%29,0.0,0.0,1.99328589439392,1.02642393112183,0.0,0.00272941775619984,0.0,2.82330298423767,0.497108727693558,0.0,-0.00164225057233125,0.0,3.48612022399902,0.293966561555862,84.0,9.90748405456543,-0.00254982989281416,0.0,0.0,0.0,0.63097357749939,0.0,0.0,14.960919380188,0.0,0.765062570571899,0.0,0.775111854076385,0.0,0.0,0.0,13.4320983886719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.25,0.0,0.0,0.0,0.833333313465118,4.0,0.0,0.0555555559694767,0.0,0.0,0.0,0.0,0.0506993904709816,0.0,0.0,22.0,0.0,1.0,0.0,0.0,0.0,12.2507123947144,0.0,0.0,0.0,8.14786720275879,1.23438096046448,0.0,7.43030643463135,0.0,5.42332935333252,0.0,0.0,0.0,0.0833333358168602,0.0,4.31927299499512,0.0,2.66940569877625,2.0,3.48821902275085,0.0,0.0,19.6365013122559,0.0,2.15834188461304,0.0,0.0,19.2462482452393,0.0,0.454545468091965,1.5127124786377,0.0,294.0,0.0,26.5476837158203,0.0,0.0,578.0,0.0,0.0,958.198059082031,4.0,0.0,0.16666667163372,1084.14855957031,0.0,0.879303455352783,23.8280334472656,0.0,0.0,0.23848395049572,1422.65295410156,19.4121551513672,0.0,0.0,628.030029296875,0.0,1320.46655273438,0.0,0.0,0.0,1015.91485595703,5.08746290206909,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.29867160320282,1.0,0.0,0.0,1.19921183586121,0.0,0.0,0.0,0.0,0.0,10.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,9.39119338989258,32.5900001525879,0.0,0.0,5.2525372505188,0.0,0.0,0.0,0.0,0.404196351766586,3.71278405189514,1.0,0.0,0.0,0.0,2.33576250076294,1.0,0.194471120834351,1.0,0.0,0.0277777779847383,1.55758905410767,-0.0950567200779915
InChI%3D1S%2FC7H8N2O%2Fc1-9%288-10%297-5-3-2-4-6-7%2Fh2-6H%2C1H3,0.0,0.0,1.08925569057465,0.393913358449936,0.0,0.0263822972774506,0.0,1.33925569057465,0.116314873099327,0.0,-0.0200254693627357,1.0,1.37377345561981,0.050590954720974,44.0,6.08364343643188,-0.00309283542446792,0.0,0.0,0.0,0.350230097770691,0.0,0.0,3.04182171821594,0.0,0.326507300138474,0.0,0.262808501720428,0.0,0.0,0.0,8.10000038146973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,2.28571438789368,0.0,0.0320750139653683,0.0,0.0,0.0,0.0,0.0143443830311298,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,7.39734125137329,0.0,0.0,0.0,4.8425350189209,0.402368932962418,0.0,3.78362226486206,0.0,3.09851837158203,0.0,0.0,0.0,0.117851130664349,0.0,2.03653573989868,0.0,0.0,0.0,1.41711032390594,0.0,0.0,11.4944448471069,0.0,0.569035589694977,0.0,0.0,11.2458248138428,0.0,0.5,0.319035589694977,0.0,90.0,0.0,13.218207359314,0.0,0.0,121.0,0.0,0.0,439.830200195312,1.0,0.0,0.102062076330185,473.59814453125,0.0,0.861083626747131,12.3289251327515,0.0,0.0,0.0589255653321743,565.819396972656,8.16273975372314,0.0,0.0,234.029998779297,0.0,463.092803955078,0.0,0.0,0.0,245.802047729492,4.32192802429199,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.34123075008392,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6894268989563,32.6699981689453,0.0,0.0,2.9640781879425,0.0,0.0,0.0,0.0,0.174535602331161,1.94080567359924,0.0,1.0,0.0,0.0,1.25233697891235,0.0,0.0515683069825172,1.0,0.0,0.0333333350718021,0.690872430801392,-0.0287696048617363
InChI%3D1S%2FC8H6N4O5%2Fc13-6-4-11%288%2814%2910-6%299-3-5-1-2-7%2817-5%2912%2815%2916%2Fh1-3H%2C4H2%2C%28H%2C10%2C13%2C14%29,0.0,1.0,2.72668361663818,0.524005591869354,0.0,-0.0456277653574944,0.0,3.53570580482483,0.238036543130875,1.0,0.116700418293476,1.0,3.72042369842529,0.114852920174599,86.0,2.10257887840271,0.053083460777998,0.0,0.0,0.0,0.511464953422546,0.0,0.0,5.89347696304321,0.0,0.549318671226501,0.0,0.385653704404831,0.0,1.0,0.0,13.4320983886719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.76000022888184,0.0,0.069376029074192,0.0,1.0,3.48444437980652,0.946721136569977,0.0809129029512405,0.907166600227356,0.0,0.0,0.0,0.0591005310416222,0.0,0.0,20.0,0.0,1.0,0.0,0.0,0.16666667163372,12.4138488769531,0.0,0.0,0.0,8.05855083465576,1.39516818523407,0.0,7.57446479797363,0.0,5.75431346893311,0.0,0.0,0.0,0.284517794847488,0.0,4.50595331192017,0.0,1.55034387111664,0.0,2.8917977809906,0.0,0.0,22.3122978210449,0.0,1.75651609897614,0.0,0.0,21.7924003601074,0.0,0.5,1.01843369007111,0.0,280.0,0.0,31.5041694641113,0.0,0.0,580.0,0.214076176285744,0.0,708.919311523438,2.0,0.0,0.411866188049316,812.459045410156,0.0,0.615985691547394,26.0607109069824,0.0,0.0,0.523541152477264,1088.00964355469,20.3727874755859,0.0,0.0,304.089996337891,0.0,810.793273925781,0.0,0.0,0.0,655.753112792969,5.08746290206909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,8.30821895599365,124.220001220703,0.0,0.0,4.42289352416992,0.0,0.333333343267441,0.0,0.0,0.340259999036789,3.04593586921692,3.0,1.33748066425323,0.0,0.0,1.85359787940979,1.0,0.577361583709717,2.0,1.0,0.0216940492391586,1.13159239292145,-0.307927548885345
InChI%3D1S%2FC6H12N3PS%2Fc11-10%287-1-2-7%2C8-3-4-8%299-5-6-9%2Fh1-6H2,0.220454081892967,0.0,2.75547456741333,2.27683997154236,0.0,0.241666406393051,0.0,3.98138046264648,0.804984450340271,0.0,-0.274789959192276,3.0,4.25974035263062,0.0,68.0,4.94815444946289,0.111579388380051,0.0,0.0,0.0,5.20491981506348,0.0,0.0,0.0,0.0,6.78556060791016,0.0,7.15731143951416,0.670820415019989,0.0,1.0,6.50887584686279,0.0,0.0,0.0,0.0,0.0,0.899999976158142,0.0,1.83673465251923,0.0,0.0,0.0,1.0,0.87791496515274,0.0,1.13841998577118,0.0,0.0,0.0,0.0,3.33132171630859,0.0,0.0,18.0,0.0,0.0,0.0,0.0,1.5,7.47469139099121,0.0,0.0,0.0,5.31551504135132,1.02923774719238,0.0,5.18884658813477,0.0962250456213951,3.50498390197754,0.0,0.0,0.0,0.644337594509125,0.0,2.86602544784546,0.0,0.0,0.0,1.41421353816986,0.144337564706802,0.0,23.8581314086914,0.0,0.5,0.866025388240814,0.0,25.9042739868164,0.0,0.5,0.0,0.0,86.0,0.433012694120407,28.8933944702148,0.0,0.0,139.0,0.0,0.0,640.454650878906,0.0,0.0,0.70710676908493,812.268615722656,0.0,0.756511092185974,30.0129337310791,0.0,0.0,2.00969266891479,825.699401855469,12.0,0.0,0.0,515.049987792969,0.0,937.596557617188,0.0,0.0,0.0,512.161071777344,4.45943164825439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.15066719055176,50.9300003051758,0.0,0.0,6.84053421020508,0.0,0.0,0.0,0.0,2.00590062141418,7.56757068634033,0.0,0.0,0.146969377994537,0.0,7.19453144073486,6.0,0.229506134986877,0.0,3.0,1.16590058803558,5.42447853088379,-0.193208903074265
InChI%3D1S%2FC8H6N4O4S%2Fc1-4%2813%299-8-11-10-7%2817-8%295-2-3-6%2816-5%2912%2814%2915%2Fh2-3H%2C1H3%2C%28H%2C9%2C11%2C13%29,0.0,1.0,2.53411293029785,0.914164245128632,0.0,-0.0529475137591362,0.0,3.46912670135498,0.570729970932007,1.0,0.153337508440018,0.0,3.8432080745697,0.303587049245834,86.0,1.0,-0.142097905278206,0.0,0.0,0.0,0.790458083152771,0.0,0.0,3.71151256561279,0.0,1.01033639907837,0.0,0.884591519832611,0.0,0.0,0.0,13.4320983886719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.76000022888184,0.0,0.0952579379081726,0.0,1.0,3.48444437980652,0.512992799282074,0.0902296081185341,0.75394743680954,0.0,0.0,0.0,0.106034249067307,0.0,0.0,20.0,0.0,1.0,0.0,0.0,0.0,12.4138488769531,0.0,0.0,0.0,8.05855083465576,1.44570577144623,0.0,7.64593553543091,0.0,5.50974941253662,0.0,0.0,0.0,0.25,0.0,4.50890254974365,0.0,3.38654565811157,0.0,2.92683410644531,0.0,0.0,27.6655807495117,0.0,2.2708842754364,0.0,0.0,24.6336917877197,0.0,0.5,1.42817711830139,0.0,270.0,0.0,38.0750465393066,0.0,0.0,564.0,0.235702261328697,0.0,957.189086914062,2.0,0.0,0.287457466125488,1110.88330078125,0.0,0.971990525722504,30.351749420166,0.0,0.0,0.464041620492935,1506.63659667969,31.4964447021484,0.0,0.0,353.089996337891,0.0,1155.16088867188,0.0,0.0,0.0,1085.38171386719,5.08746290206909,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.267261236906052,0.0,0.0,0.0,1.34123075008392,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,9.34025859832764,145.570007324219,0.0,0.0,5.20046615600586,0.0,1.65096366405487,0.0,1.0,0.508303105831146,3.89977025985718,3.0,0.504717230796814,0.0,0.0,2.48601484298706,1.0,0.401251345872879,2.0,0.0,0.0410589650273323,1.76368987560272,-0.198841705918312
InChI%3D1S%2FC16H15NO2%2Fc17-15-11-5-4-10-14%2815%2916%2818%2919-12-6-9-13-7-2-1-3-8-13%2Fh1-11H%2C12%2C17H2,0.0,0.0,1.9326856136322,0.984897911548615,0.0,0.101118817925453,0.0,2.90577626228333,0.393091142177582,0.0,-0.101462237536907,0.0,3.3189857006073,0.202849388122559,90.0,15.8097629547119,0.0606726258993149,0.0,1.0,0.0,0.562836349010468,0.0,0.0,12.5101585388184,0.0,0.646886765956879,0.0,0.592703223228455,0.0,2.0,0.0,15.3900003433228,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.32320022583008,0.0,0.0,0.0,1.0,5.11999988555908,0.0,0.0598527938127518,0.5,0.0,0.0,0.0,0.0484449155628681,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,13.5017890930176,0.0,0.0,0.0,9.2708568572998,0.811611413955688,0.0,7.69137239456177,0.0,6.15531015396118,0.0,0.0,0.0,0.19245009124279,0.0,4.77952146530151,0.0,2.19251728057861,2.0,3.41786193847656,0.0,0.0,20.9089260101318,0.0,1.73710739612579,0.0,0.0,21.1624603271484,0.0,0.5,1.12476408481598,0.0,380.0,0.0,27.1031150817871,0.0,0.0,850.0,0.0,0.0,1051.7412109375,3.0,0.0,0.185395404696465,1156.28894042969,0.0,0.827004849910736,26.4911079406738,0.0,0.0,0.203614637255669,1424.09289550781,22.2656688690186,0.0,0.0,883.030029296875,0.0,1304.24255371094,0.0,0.0,0.0,973.392944335938,5.24792766571045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,10.4518070220947,52.3199996948242,0.0,0.0,6.0038890838623,0.0,0.0,0.0,0.0,0.293393820524216,3.99876475334167,1.0,0.0,0.0,0.0,2.60123014450073,1.0,0.295175641775131,0.0,1.0,0.0360843911767006,1.63279724121094,-0.192517504096031
InChI%3D1S%2FC7H7NO3%2Fc1-11-7-5-3-2-4-6%287%298%289%2910%2Fh2-5H%2C1H3,0.0,1.0,1.48758697509766,0.431488394737244,0.0,-0.0506919026374817,0.0,2.22699189186096,0.127702206373215,0.0,-0.027259599417448,0.0,2.58764219284058,0.0480379872024059,50.0,3.96540641784668,0.091019794344902,0.0,1.0,0.0,0.347062289714813,0.0,0.0,4.29827976226807,0.0,0.409329682588577,0.0,0.345112711191177,0.0,0.0,0.0,9.09090900421143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.13265323638916,0.0,0.0,0.0,0.666666686534882,2.21453285217285,0.5,0.0277777779847383,0.5,0.0,0.0,0.0,0.0237628296017647,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,8.26758480072021,0.0,0.0,0.0,5.25321865081787,0.636082768440247,0.0,4.36065673828125,0.0,3.34855341911316,0.0,0.0,0.0,0.20412415266037,0.0,2.62088251113892,0.0,1.0,0.0,1.79927670955658,0.0,0.0,13.6833953857422,0.0,0.702221035957336,0.0,0.0,12.9373016357422,0.0,0.400000005960464,0.34432190656662,0.0,89.0,0.0,16.4352073669434,0.0,0.0,150.0,0.0,0.0,433.404205322266,2.0,0.0,0.0833333358168602,477.553131103516,0.0,0.82075822353363,16.8783874511719,0.0,0.0,0.107038088142872,597.202575683594,14.5417680740356,0.0,0.0,214.039993286133,0.0,534.106994628906,0.0,0.0,0.0,316.810821533203,4.45943164825439,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.01626551151276,0.0,0.0,0.0,0.816496610641479,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,5.98135948181152,43.3699989318848,0.0,0.0,3.02847790718079,0.0,0.0,0.0,0.0,0.160743087530136,1.92895865440369,0.0,0.0,0.0,0.0,1.28186655044556,0.0,0.21725906431675,0.0,0.0,0.0259728021919727,0.780607521533966,-0.0755610838532448
InChI%3D1S%2FC7H7FN2O%2Fc1-10%289-11%297-4-2-6%288%293-5-7%2Fh2-5H%2C1H3,0.0,0.0,1.49750399589539,0.409326761960983,0.0,0.0221574641764164,0.0,1.6887115240097,0.162500277161598,0.0,-0.023359015583992,1.0,1.85322630405426,0.048956498503685,50.0,3.30192732810974,-0.023189190775156,0.0,0.0,0.0,0.422969400882721,0.0,0.0,5.65685415267944,0.0,0.37721773982048,0.0,0.314856290817261,0.0,0.0,0.0,9.09090900421143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.13265323638916,0.0,0.0,0.0,0.75,2.5,0.0,0.0277777779847383,0.0,0.0,0.0,0.0,0.0229216124862432,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,8.26758480072021,0.0,0.0,0.0,5.23638200759888,0.6910440325737,0.0,4.40548419952393,0.0,3.509202003479,0.0,0.0,0.0,0.117851130664349,0.0,2.18823194503784,0.0,0.333333343267441,0.0,1.62847018241882,0.0,0.0,13.9964895248413,0.0,0.959815144538879,0.0,0.0,12.8276100158691,0.0,0.428571432828903,0.396574229001999,0.0,113.0,0.0,16.3817768096924,0.0,0.0,160.0,0.0,0.0,452.202880859375,2.0,0.0,0.0833333358168602,495.525665283203,0.0,0.816325902938843,15.4924955368042,0.0,0.0,0.131445854902267,615.223083496094,9.74452495574951,0.0,0.0,214.039993286133,0.0,517.897277832031,0.0,0.0,0.0,277.186370849609,4.45943164825439,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.15470051765442,1.0,0.0,0.0,0.63245552778244,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,5.99004125595093,32.6699981689453,0.0,0.0,3.06374406814575,0.0,0.0,0.0,0.0,0.237529680132866,2.08167314529419,0.0,1.0,0.0,0.0,1.32276964187622,0.0,0.115254864096642,1.0,0.0,0.0333333350718021,0.703969180583954,-0.0475583486258984
InChI%3D1S%2FC32H24N6O14S4%2Fc33-23-13-21%2853%2841%2C42%2943%299-17-11-25%2855%2847%2C48%2949%2929%2831%2839%2927%2817%2923%2937-35-19-5-1-15%282-6-19%2916-3-7-20%288-4-16%2936-38-30-26%2856%2850%2C51%2952%2912-18-10-22%2854%2844%2C45%2946%2914-24%2834%2928%2818%2932%2830%2940%2Fh1-14%2C35-36H%2C33-34H2%2C%28H%2C41%2C42%2C43%29%28H%2C44%2C45%2C46%29%28H%2C47%2C48%2C49%29%28H%2C50%2C51%2C52%29,0.0402007550001144,0.0,13.3479280471802,4.94587659835815,0.0,0.0164154507219791,0.0,19.8298664093018,3.09932851791382,0.0,-0.176460549235344,0.0,29.8652935028076,2.0746283531189,314.0,14.0841579437256,-0.164927661418915,0.0,0.0,0.0,4.51727199554443,4.0,0.0,38.9521408081055,0.0,5.56634616851807,0.0,6.85058641433716,0.0,2.0,0.0,45.5253982543945,0.0,0.0,2.0,0.0,0.0,0.0,0.0,17.40234375,0.0,0.0,0.0,0.928571403026581,10.3834991455078,8.25507259368896,0.133306607604027,0.0,0.0,0.0,0.0,0.261664479970932,0.0,0.0,104.0,0.0,4.0,0.0,0.0,0.0,41.1202278137207,0.0,0.0,0.0,25.9287281036377,8.41408634185791,0.0,27.8768310546875,1.15470051765442,20.5421104431152,0.0,0.0,0.0,2.30637145042419,0.0,17.1729431152344,0.0,22.3068714141846,6.0,14.6905727386475,0.524377405643463,0.0,93.5135040283203,0.0,10.4820117950439,0.0,0.0,100.737205505371,0.0,0.481481492519379,8.99185466766357,0.0,2568.0,0.0,126.62434387207,0.0,0.0,16298.0,0.0,0.0,4985.09033203125,12.0,0.0476190485060215,0.368499606847763,5991.9560546875,0.0,0.928615927696228,136.310974121094,0.868474066257477,0.0,0.840221405029297,9014.8896484375,149.746063232422,0.0,0.0,4145.240234375,0.0,9727.431640625,0.0,0.0,0.0,9141.396484375,6.80735492706299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,6.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,29.471809387207,385.959991455078,0.0,0.0,18.3541851043701,0.0,1.29482793807983,0.0,2.0,2.72568845748901,14.9883308410645,0.0,0.0,0.129261121153831,0.0,10.0272760391235,0.0,1.23233139514923,2.0,0.0,0.50225442647934,6.92884492874146,-0.46342945098877
InChI%3D1S%2FCH4N2S%2Fc2-1%283%294%2Fh%28H4%2C2%2C3%2C4%29,0.0,0.0,0.0,0.0,0.0,0.0112932361662388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.33333337306976,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5773503780365,0.0,0.0,0.0,1.73205077648163,0.577350258827209,0.0,1.73205077648163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.847728729248,0.0,0.0,0.0,0.0,5.00215578079224,0.0,0.5,0.0,0.0,9.0,0.0,7.58691644668579,0.0,0.0,9.0,0.0,0.0,154.223831176758,0.0,0.5,0.0,128.027679443359,0.0,0.850706696510315,0.0,0.0,0.0,0.0,97.3420104980469,0.0,0.0,0.0,37.0299987792969,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.91899108886719,88.6699981689453,0.0,0.0,1.20949554443359,0.0,0.0,0.0,0.0,0.193649172782898,0.867046117782593,0.0,0.0,0.0,0.0,0.0,0.0,0.0638763979077339,0.0,0.0,0.0,0.0,-0.043231438845396
InChI%3D1S%2FC32H40BrN5O5%2Fc1-16%282%2912-24-29%2840%2937-11-7-10-25%2837%2932%2842%2938%2824%2930%2841%2931%2843-32%2C17%283%294%2935-28%2839%2918-13-20-19-8-6-9-22-26%2819%2921%2827%2833%2934-22%2914-23%2820%2936%285%2915-18%2Fh6%2C8-9%2C13%2C16-18%2C23-25%2C34%2C42H%2C7%2C10-12%2C14-15H2%2C1-5H3%2C%28H%2C35%2C39%29,0.04542126506567,0.0,11.4404754638672,6.48230361938477,0.0,0.185972929000854,0.0,20.5324516296387,4.60460233688354,0.0,0.133059337735176,2.0,33.6445198059082,3.04523873329163,256.0,7.6308388710022,-0.373438566923141,0.0,1.0,0.0,5.40085411071777,0.0,0.0,28.9527835845947,0.0,8.13368034362793,3.72748470306396,11.3020391464233,0.0,0.0,0.0,31.5918369293213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.3126106262207,0.0,0.150193259119987,4.0,1.0,4.74542760848999,1.11716175079346,0.379350036382675,1.20855021476746,0.0,0.0,0.0,0.698858499526978,0.0,0.0,92.0,0.0,2.0,0.0,0.0,0.522757947444916,30.5846939086914,0.0,0.0,0.0,20.3685703277588,4.4553074836731,0.0,20.5013065338135,0.201184466481209,18.2210941314697,0.0,0.0,0.0,1.82215714454651,0.0,16.7177753448486,0.0,21.7924346923828,5.0,14.5919456481934,0.218842089176178,6.97863531112671,91.9303741455078,2.0,11.1564846038818,0.0,0.0,58.8056373596191,0.0,0.5,8.49704551696777,0.0,1223.0,0.0,100.655982971191,0.0,2.0,5950.0,0.255344122648239,0.0,3885.44921875,3.0,0.0,0.824619114398956,4889.06689453125,0.0,0.799515843391418,121.302955627441,0.0,0.0,1.92423570156097,7785.2255859375,128.101608276367,0.0,0.0,5590.10986328125,0.0,8649.98828125,0.0,0.0,0.0,8510.697265625,6.42626476287842,0.0,0.0,5.0,1.52091085910797,0.0,0.0,0.0,0.0,2.0,6.61270570755005,0.0,0.0,0.0,11.9409484863281,0.0,2.26899552345276,0.0,0.0,0.0,7.0,0.5,3.0,6.0,1.0,6.0,0.0,0.0,0.0,5.0,26.8111610412598,,1.0,0.0,16.4820861816406,0.0,0.125,0.0,1.0,2.64480781555176,14.5164222717285,4.0,1.01408660411835,0.0499225407838821,0.0,10.773530960083,7.0,0.999346673488617,1.0,4.0,0.67340749502182,8.57826042175293,-0.656767308712006
